	corresponding_gene_call	sample_id	num_SCVs
68	73200	COCO_M04	3
69	73200	COCO_M05	6
70	73201	ABBA_M13	14
71	73201	ABBA_M14	12
72	73201	COCO_M01	14
73	73201	COCO_M02	7
74	73201	COCO_M03	34
75	73201	COCO_M05	12
76	73201	FAGR_M20	4
77	73202	ABBA_M14	8
78	73202	ACSA_M25	2
79	73202	COCO_M01	5
80	73202	COCO_M02	2
81	73202	COCO_M03	21
82	73202	COCO_M05	2
83	73202	THOC_M09	15
84	73203	ABBA_M13	2
85	73203	ABBA_M14	24
86	73203	COCO_M01	5
87	73203	COCO_M02	4
88	73203	COCO_M03	10
89	73203	COCO_M05	8
90	73203	THOC_M09	3
91	73204	ABBA_M13	9
92	73204	ABBA_M14	8
93	73204	ACSA_M25	2
94	73204	COCO_M01	11
95	73204	COCO_M02	12
96	73204	COCO_M03	17
97	73204	COCO_M05	7
98	73204	THOC_M09	2
99	73205	ABBA_M13	27
100	73205	ABBA_M14	26
101	73205	COCO_M01	28
102	73205	COCO_M02	30
103	73205	COCO_M03	36
104	73205	COCO_M05	34
105	73205	FAGR_M16	1
106	73205	THOC_M10	4
107	73206	ABBA_M14	1
108	73206	COCO_M01	3
109	73206	COCO_M02	5
110	73206	COCO_M03	5
111	73206	COCO_M05	3
112	73206	THOC_M09	3
113	73207	ABBA_M13	8
114	73207	ABBA_M14	2
115	73207	COCO_M01	17
116	73207	COCO_M02	26
117	73207	COCO_M03	26
118	73207	COCO_M05	22
119	73207	THOC_M10	3
120	73208	ABBA_M13	10
121	73208	ABBA_M14	5
122	73208	COCO_M01	27
123	73208	COCO_M02	31
124	73208	COCO_M03	30
125	73208	COCO_M04	5
126	73208	COCO_M05	26
127	73208	THOC_M09	1
128	73209	ABBA_M13	2
129	73209	ABBA_M14	5
130	73209	COCO_M01	11
131	73209	COCO_M02	11
132	73209	COCO_M03	10
133	73209	COCO_M04	1
134	73209	COCO_M05	5
135	73209	THOC_M09	2
136	73210	ABBA_M13	2
137	73210	ABBA_M14	2
138	73210	COCO_M01	9
139	73210	COCO_M02	14
140	73210	COCO_M03	13
141	73211	ABBA_M13	15
142	73211	ABBA_M14	12
143	73211	COCO_M03	13
144	73211	COCO_M05	13
145	73212	ABBA_M14	15
146	73212	COCO_M03	7
147	73212	COCO_M05	2
148	73213	ABBA_M14	2
149	73213	COCO_M03	1
150	73213	COCO_M05	4
151	73214	ABBA_M14	2
152	73214	COCO_M01	26
153	73214	COCO_M03	1
154	73214	COCO_M05	10
155	73215	ABBA_M14	8
156	73215	COCO_M03	4
157	73215	THOC_M09	5
158	73216	ABBA_M14	2
159	73216	COCO_M03	8
160	73216	COCO_M05	7
161	73216	FAGR_M20	1
162	73217	ABBA_M14	1
163	73217	COCO_M03	10
164	73217	COCO_M05	4
165	73218	ABBA_M12	1
166	73218	ABBA_M13	11
167	73218	ABBA_M14	12
168	73218	ACSA_M25	1
169	73218	COCO_M01	28
170	73218	COCO_M02	23
171	73218	COCO_M03	45
172	73218	COCO_M04	21
173	73218	COCO_M05	22
174	73218	FAGR_M17	1
175	73218	THOC_M09	4
176	73219	ABBA_M13	15
177	73219	ABBA_M14	25
178	73219	ACSA_M25	1
179	73219	COCO_M01	99
180	73219	COCO_M02	80
181	73219	COCO_M03	121
182	73219	COCO_M04	27
183	73219	COCO_M05	87
184	73219	FAGR_M20	1
185	73219	THOC_M09	13
186	73219	THOC_M10	6
187	73220	ABBA_M13	6
188	73220	ABBA_M14	8
189	73220	COCO_M01	42
190	73220	COCO_M02	48
191	73220	COCO_M03	61
192	73220	COCO_M04	11
193	73220	COCO_M05	43
194	73221	ABBA_M13	11
195	73221	ABBA_M14	15
196	73221	ACSA_M25	5
197	73221	COCO_M01	43
198	73221	COCO_M02	64
199	73221	COCO_M03	71
200	73221	COCO_M04	8
201	73221	COCO_M05	49
202	73221	FAGR_M20	1
203	73222	ABBA_M13	16
204	73222	ABBA_M14	10
205	73222	COCO_M01	29
206	73222	COCO_M02	42
207	73222	COCO_M03	81
208	73222	COCO_M04	12
209	73222	COCO_M05	50
210	73222	FAGR_M20	6
211	73222	THOC_M09	3
212	73223	ABBA_M13	1
213	73223	ABBA_M14	2
214	73223	COCO_M03	5
215	73223	FAGR_M20	3
216	73224	ABBA_M14	4
217	73224	FAGR_M20	1
218	73225	ABBA_M13	10
219	73225	ABBA_M14	4
220	73225	COCO_M03	11
221	73225	COCO_M04	1
222	73225	FAGR_M20	12
223	73226	ABBA_M13	1
224	73226	ABBA_M14	6
225	73226	COCO_M05	1
226	73227	ABBA_M13	7
227	73227	ABBA_M14	7
228	73227	COCO_M03	5
229	73227	COCO_M05	1
230	73227	THOC_M09	3
231	73228	ABBA_M14	11
232	73228	COCO_M01	21
233	73228	COCO_M02	20
234	73228	COCO_M03	39
235	73228	COCO_M05	8
236	73228	FAGR_M20	1
237	73229	ABBA_M14	11
238	73229	COCO_M01	19
239	73229	COCO_M02	12
240	73229	COCO_M03	21
241	73229	COCO_M05	2
242	73229	FAGR_M16	2
243	73229	THOC_M09	1
244	73230	ABBA_M13	5
245	73230	ABBA_M14	4
246	73230	ACSA_M24	8
247	73230	COCO_M01	23
248	73230	COCO_M02	19
249	73230	COCO_M03	21
250	73230	COCO_M04	3
251	73230	COCO_M05	16
252	73230	THOC_M09	5
253	73231	FAGR_M20	1
254	73234	COCO_M03	1
255	73235	ABBA_M13	11
256	73235	ABBA_M14	12
257	73235	ACSA_M25	2
258	73235	COCO_M01	34
259	73235	COCO_M02	49
260	73235	COCO_M03	65
261	73235	COCO_M05	44
262	73236	COCO_M01	10
263	73236	COCO_M02	4
264	73236	COCO_M03	7
265	73236	COCO_M04	5
266	73236	COCO_M05	6
267	73237	ABBA_M14	13
268	73237	COCO_M01	13
269	73237	COCO_M02	12
270	73237	COCO_M03	21
271	73237	COCO_M04	4
272	73237	COCO_M05	3
273	73238	ABBA_M13	5
274	73238	ABBA_M14	29
275	73238	COCO_M01	14
276	73238	COCO_M02	29
277	73238	COCO_M03	40
278	73238	COCO_M05	17
279	73238	FAGR_M16	2
280	73239	ABBA_M13	1
281	73239	ABBA_M14	3
282	73239	COCO_M03	1
283	73239	COCO_M05	1
284	73239	FAGR_M20	2
285	73240	ABBA_M14	2
286	73240	COCO_M03	3
287	73240	FAGR_M20	7
288	73241	ABBA_M13	4
289	73241	ABBA_M14	8
290	73241	ACSA_M25	4
291	73241	COCO_M01	11
292	73241	COCO_M02	14
293	73241	COCO_M03	14
294	73241	COCO_M05	10
295	73241	FAGR_M17	1
296	73242	ABBA_M14	7
297	73242	COCO_M01	15
298	73242	COCO_M02	21
299	73242	COCO_M03	27
300	73242	COCO_M04	1
301	73242	COCO_M05	4
302	73242	THOC_M09	1
303	73243	ABBA_M13	3
304	73243	ABBA_M14	7
305	73243	COCO_M01	18
306	73243	COCO_M02	10
307	73243	COCO_M03	20
308	73243	COCO_M05	12
309	73243	THOC_M09	3
310	73244	ABBA_M12	3
311	73244	ABBA_M13	4
312	73244	ABBA_M14	31
313	73244	COCO_M01	25
314	73244	COCO_M02	21
315	73244	COCO_M03	66
316	73244	COCO_M04	3
317	73244	COCO_M05	23
318	73244	THOC_M10	1
319	73245	ABBA_M13	5
320	73245	ABBA_M14	2
321	73245	ACSA_M25	1
322	73245	COCO_M01	4
323	73245	COCO_M02	15
324	73245	COCO_M03	23
325	73245	THOC_M09	2
326	73246	COCO_M01	5
327	73246	COCO_M02	10
328	73246	COCO_M03	9
329	73246	COCO_M04	7
330	73246	COCO_M05	7
331	73247	ABBA_M14	1
332	73247	COCO_M03	3
333	73248	ABBA_M13	6
334	73248	ABBA_M14	7
335	73248	ACSA_M25	2
336	73248	COCO_M01	18
337	73248	COCO_M02	15
338	73248	COCO_M03	28
339	73248	COCO_M04	3
340	73248	COCO_M05	17
341	73248	THOC_M09	1
342	73249	ABBA_M13	6
343	73249	ABBA_M14	14
344	73249	COCO_M01	24
345	73249	COCO_M02	24
346	73249	COCO_M03	24
347	73249	COCO_M04	2
348	73249	COCO_M05	21
349	73249	THOC_M09	1
350	73249	THOC_M10	1
351	73250	ABBA_M14	10
352	73251	COCO_M02	1
353	73252	COCO_M02	33
354	73253	COCO_M01	7
355	73253	COCO_M02	8
356	73253	THOC_M09	3
357	73254	COCO_M02	3
358	73255	ABBA_M14	2
359	73255	COCO_M03	6
360	73255	COCO_M05	11
361	73256	COCO_M01	5
362	73256	COCO_M05	1
363	73256	FAGR_M20	2
364	73256	THOC_M08	1
365	73266	ABBA_M14	5
366	73269	COCO_M03	7
367	73270	COCO_M03	4
368	73271	COCO_M01	2
369	73271	COCO_M03	25
370	73272	COCO_M02	7
371	73273	ABBA_M13	1
372	73273	ABBA_M14	1
373	73273	COCO_M01	12
374	73273	COCO_M02	16
375	73273	COCO_M03	26
376	73273	COCO_M05	9
377	73274	ABBA_M13	17
378	73274	ABBA_M14	8
379	73274	COCO_M01	50
380	73274	COCO_M02	48
381	73274	COCO_M03	65
382	73274	COCO_M05	21
383	73275	ABBA_M11	5
384	73275	ABBA_M12	35
385	73275	ABBA_M13	52
386	73275	ABBA_M14	61
387	73275	ABBA_M15	42
388	73275	ACSA_M21	19
389	73275	ACSA_M22	14
390	73275	ACSA_M24	34
391	73275	ACSA_M25	50
392	73275	COCO_M01	67
393	73275	COCO_M02	57
394	73275	COCO_M03	101
395	73275	COCO_M04	25
396	73275	COCO_M05	64
397	73275	FAGR_M16	53
398	73275	FAGR_M17	70
399	73275	FAGR_M18	45
400	73275	FAGR_M19	37
401	73275	FAGR_M20	43
402	73275	THOC_M06	30
403	73275	THOC_M07	51
404	73275	THOC_M08	36
405	73275	THOC_M09	18
406	73275	THOC_M10	49
407	73276	ABBA_M13	15
408	73276	COCO_M01	13
409	73276	COCO_M02	10
410	73276	COCO_M03	20
411	73276	FAGR_M20	1
412	73277	ABBA_M12	3
413	73277	ABBA_M13	21
414	73277	ABBA_M14	29
415	73277	COCO_M01	29
416	73277	COCO_M02	57
417	73277	COCO_M03	81
418	73277	COCO_M04	9
419	73277	COCO_M05	24
420	73277	FAGR_M16	9
421	73277	FAGR_M20	6
422	73277	THOC_M10	2
423	73278	ABBA_M13	9
424	73278	ABBA_M14	16
425	73278	COCO_M01	39
426	73278	COCO_M02	33
427	73278	COCO_M03	41
428	73278	COCO_M04	16
429	73278	COCO_M05	22
430	73278	FAGR_M20	1
431	73278	THOC_M09	4
432	73279	ABBA_M14	5
433	73279	COCO_M01	11
434	73279	COCO_M02	19
435	73279	COCO_M03	22
436	73279	COCO_M04	1
437	73279	COCO_M05	2
438	73280	ABBA_M13	12
439	73280	ABBA_M14	6
440	73280	COCO_M01	1
441	73280	COCO_M02	2
442	73280	COCO_M03	6
443	73280	COCO_M05	6
444	73280	THOC_M09	1
445	73281	ABBA_M13	1
446	73281	ABBA_M14	4
447	73281	COCO_M02	6
448	73281	COCO_M03	1
449	73281	THOC_M09	1
450	73282	ABBA_M12	1
451	73282	ABBA_M13	9
452	73282	COCO_M02	14
453	73282	COCO_M03	24
454	73282	COCO_M05	3
455	73283	ABBA_M13	23
456	73283	ABBA_M14	5
457	73283	COCO_M01	1
458	73283	COCO_M02	10
459	73283	COCO_M03	25
460	73283	COCO_M05	6
461	73284	ABBA_M13	4
462	73284	ABBA_M14	12
463	73284	COCO_M01	14
464	73284	COCO_M02	27
465	73284	COCO_M03	27
466	73284	COCO_M04	4
467	73284	COCO_M05	22
468	73284	THOC_M09	4
469	73284	THOC_M10	1
470	73285	ABBA_M13	2
471	73285	ABBA_M14	14
472	73285	ACSA_M25	3
473	73285	COCO_M01	9
474	73285	COCO_M02	11
475	73285	COCO_M03	26
476	73285	COCO_M05	10
477	73286	ABBA_M13	18
478	73286	ABBA_M14	31
479	73286	COCO_M01	9
480	73286	COCO_M02	8
481	73286	COCO_M03	25
482	73286	COCO_M05	9
483	73287	ABBA_M13	4
484	73287	ABBA_M14	10
485	73287	COCO_M01	7
486	73287	COCO_M02	13
487	73287	COCO_M03	43
488	73287	COCO_M05	9
489	73287	THOC_M09	12
490	73288	ABBA_M14	2
491	73288	COCO_M03	2
492	73289	ABBA_M14	2
493	73290	ABBA_M13	5
494	73290	ABBA_M14	17
495	73290	COCO_M01	3
496	73290	COCO_M02	5
497	73290	COCO_M03	13
498	73290	COCO_M05	2
499	73290	FAGR_M17	2
500	73290	THOC_M09	3
501	73291	ABBA_M12	2
502	73291	ABBA_M13	5
503	73291	ABBA_M14	21
504	73291	COCO_M01	20
505	73291	COCO_M02	24
506	73291	COCO_M03	53
507	73291	COCO_M04	3
508	73291	COCO_M05	26
509	73292	ABBA_M13	12
510	73292	ABBA_M14	7
511	73292	COCO_M01	3
512	73292	COCO_M02	17
513	73292	COCO_M03	20
514	73292	COCO_M04	4
515	73292	COCO_M05	14
516	73292	THOC_M09	1
517	73293	ABBA_M13	22
518	73293	ABBA_M14	18
519	73293	ACSA_M25	1
520	73293	COCO_M01	11
521	73293	COCO_M02	22
522	73293	COCO_M03	33
523	73293	COCO_M05	32
524	73294	ABBA_M13	1
525	73294	ABBA_M14	2
526	73294	COCO_M02	3
527	73294	COCO_M03	4
528	73295	ABBA_M13	1
529	73295	ABBA_M14	2
530	73295	COCO_M01	4
531	73295	COCO_M03	1
532	73296	ABBA_M13	4
533	73296	ABBA_M14	1
534	73296	COCO_M01	16
535	73296	COCO_M02	3
536	73296	COCO_M03	16
537	73296	COCO_M05	4
538	73296	THOC_M09	1
539	73297	ABBA_M13	5
540	73297	ABBA_M14	14
541	73297	COCO_M01	4
542	73297	COCO_M02	29
543	73297	COCO_M03	20
544	73297	COCO_M05	5
545	73297	THOC_M09	2
546	73298	ABBA_M12	1
547	73298	ABBA_M13	8
548	73298	ABBA_M14	14
549	73298	COCO_M01	13
550	73298	COCO_M02	18
551	73298	COCO_M03	41
552	73298	COCO_M05	15
553	73298	THOC_M09	1
554	73299	ABBA_M13	3
555	73299	ABBA_M14	12
556	73299	COCO_M01	2
557	73299	COCO_M02	13
558	73299	COCO_M03	10
559	73299	COCO_M04	2
560	73299	COCO_M05	6
561	73300	ABBA_M13	4
562	73300	ABBA_M14	2
563	73300	COCO_M01	9
564	73300	COCO_M02	11
565	73300	COCO_M03	24
566	73300	COCO_M05	4
567	73301	ABBA_M13	1
568	73301	ABBA_M14	12
569	73301	COCO_M01	6
570	73301	COCO_M02	3
571	73301	COCO_M03	3
572	73302	ABBA_M13	1
573	73302	ABBA_M14	1
574	73302	COCO_M02	2
575	73302	COCO_M03	6
576	73302	COCO_M05	1
577	73303	ABBA_M13	5
578	73303	ABBA_M14	1
579	73303	COCO_M03	8
580	73304	ABBA_M14	1
581	73304	COCO_M03	1
582	73305	ABBA_M13	15
583	73305	ABBA_M14	3
584	73305	COCO_M02	7
585	73305	COCO_M03	15
586	73305	COCO_M05	9
587	73306	ABBA_M13	5
588	73306	ABBA_M14	27
589	73306	COCO_M01	12
590	73306	COCO_M02	14
591	73306	COCO_M03	34
592	73306	COCO_M05	13
593	73307	ABBA_M13	1
594	73307	COCO_M01	5
595	73308	ABBA_M14	10
596	73308	COCO_M03	6
597	73309	ABBA_M14	17
598	73309	COCO_M01	10
599	73309	COCO_M03	2
600	73309	FAGR_M19	1
601	73309	FAGR_M20	3
602	73310	FAGR_M20	1
603	73312	COCO_M01	13
604	73313	ABBA_M13	5
605	73313	ABBA_M14	2
606	73313	ACSA_M21	1
607	73313	COCO_M01	2
608	73313	COCO_M03	4
609	73313	COCO_M05	3
610	73313	THOC_M09	3
611	73314	ABBA_M12	5
612	73314	ABBA_M13	6
613	73314	ABBA_M14	32
614	73314	ACSA_M25	3
615	73314	COCO_M01	37
616	73314	COCO_M03	8
617	73314	COCO_M04	8
618	73314	COCO_M05	31
619	73314	FAGR_M20	4
620	73314	THOC_M07	1
621	73314	THOC_M09	6
622	73315	ABBA_M13	3
623	73315	ABBA_M14	5
624	73315	COCO_M05	3
625	73316	ABBA_M12	1
626	73316	COCO_M01	1
627	73316	COCO_M03	1
628	73316	COCO_M05	1
629	73316	THOC_M09	1
630	73317	ABBA_M13	1
631	73317	COCO_M01	1
632	73317	COCO_M03	2
633	73317	COCO_M05	4
634	73318	ABBA_M13	1
635	73318	COCO_M01	2
636	73318	COCO_M03	6
637	73318	COCO_M05	1
638	73318	THOC_M09	1
639	73319	COCO_M05	1
640	73321	COCO_M03	1
641	73322	ABBA_M14	4
642	73322	COCO_M05	5
643	73322	THOC_M09	4
644	73323	ABBA_M14	5
645	73323	ACSA_M24	1
646	73323	COCO_M01	8
647	73323	COCO_M03	10
648	73323	COCO_M05	11
649	73323	THOC_M09	2
650	73324	ABBA_M12	5
651	73324	ABBA_M14	1
652	73324	ACSA_M25	2
653	73324	COCO_M01	9
654	73324	COCO_M03	17
655	73324	COCO_M05	10
656	73324	FAGR_M16	5
657	73324	THOC_M09	8
658	73325	ABBA_M12	4
659	73325	ABBA_M13	10
660	73325	ABBA_M14	5
661	73325	ACSA_M25	3
662	73325	COCO_M01	16
663	73325	COCO_M02	8
664	73325	COCO_M03	12
665	73325	COCO_M04	2
666	73325	COCO_M05	14
667	73325	FAGR_M16	2
668	73325	FAGR_M17	7
669	73325	FAGR_M19	2
670	73325	THOC_M07	1
671	73325	THOC_M09	7
672	73325	THOC_M10	1
673	73326	ABBA_M13	3
674	73326	ACSA_M24	2
675	73326	ACSA_M25	5
676	73326	COCO_M01	17
677	73326	COCO_M02	18
678	73326	COCO_M03	17
679	73326	COCO_M04	14
680	73326	COCO_M05	10
681	73326	FAGR_M16	3
682	73326	THOC_M09	8
683	73326	THOC_M10	2
684	73327	ABBA_M13	8
685	73327	ABBA_M14	1
686	73327	COCO_M02	9
687	73327	COCO_M03	14
688	73327	COCO_M05	3
689	73328	ABBA_M13	20
690	73328	ABBA_M14	30
691	73328	COCO_M01	35
692	73328	COCO_M02	66
693	73328	COCO_M03	98
694	73328	COCO_M05	31
695	73328	FAGR_M17	1
696	73328	FAGR_M20	7
697	73328	THOC_M09	29
698	73328	THOC_M10	4
699	73329	ABBA_M13	6
700	73329	ABBA_M14	17
701	73329	COCO_M01	42
702	73329	COCO_M02	57
703	73329	COCO_M03	79
704	73329	COCO_M04	2
705	73329	COCO_M05	40
706	73329	THOC_M09	12
707	73329	THOC_M10	1
708	73330	ABBA_M12	2
709	73330	ABBA_M13	27
710	73330	ABBA_M14	17
711	73330	COCO_M01	33
712	73330	COCO_M02	22
713	73330	COCO_M03	44
714	73330	COCO_M04	2
715	73330	COCO_M05	37
716	73330	FAGR_M20	2
717	73330	THOC_M07	1
718	73330	THOC_M09	2
719	73331	ABBA_M13	16
720	73331	ABBA_M14	9
721	73331	COCO_M01	30
722	73331	COCO_M02	18
723	73331	COCO_M03	40
724	73331	COCO_M05	18
725	73331	THOC_M09	14
726	73332	ABBA_M13	8
727	73332	ABBA_M14	16
728	73332	COCO_M01	21
729	73332	COCO_M02	25
730	73332	COCO_M03	43
731	73332	COCO_M04	8
732	73332	COCO_M05	24
733	73332	FAGR_M20	3
734	73332	THOC_M09	14
735	73333	ABBA_M13	1
736	73333	ABBA_M14	1
737	73333	COCO_M03	2
738	73333	FAGR_M20	3
739	73335	ABBA_M13	3
740	73335	COCO_M05	1
741	73338	COCO_M01	8
742	73338	COCO_M02	11
743	73338	COCO_M03	14
744	73339	ACSA_M25	2
745	73342	COCO_M02	1
746	73342	COCO_M03	5
747	73343	FAGR_M20	1
748	73344	COCO_M03	4
749	73344	FAGR_M20	2
750	73345	ABBA_M13	2
751	73345	ABBA_M14	11
752	73345	COCO_M01	17
753	73345	COCO_M02	3
754	73345	COCO_M03	4
755	73345	COCO_M05	5
756	73345	FAGR_M20	1
757	73345	THOC_M08	2
758	73345	THOC_M09	36
759	73345	THOC_M10	31
760	73347	ABBA_M13	2
761	73347	ABBA_M14	16
762	73347	COCO_M01	1
763	73347	COCO_M02	2
764	73347	COCO_M03	1
765	73347	COCO_M05	11
766	73347	THOC_M08	2
767	73348	ABBA_M14	1
768	73348	COCO_M01	1
769	73348	COCO_M03	1
770	73348	COCO_M05	7
771	73348	THOC_M09	4
772	73349	ABBA_M12	1
773	73349	ABBA_M13	1
774	73349	ABBA_M14	5
775	73349	COCO_M01	1
776	73349	COCO_M03	2
777	73349	COCO_M05	1
778	73349	FAGR_M17	1
779	73349	THOC_M09	1
780	73350	ABBA_M13	1
781	73350	ABBA_M14	1
782	73351	ABBA_M14	1
783	73351	ACSA_M25	1
784	73351	COCO_M01	8
785	73351	COCO_M03	4
786	73351	COCO_M05	4
787	73352	ABBA_M13	2
788	73352	ABBA_M14	2
789	73352	COCO_M01	1
790	73352	COCO_M03	4
791	73352	COCO_M04	1
792	73352	COCO_M05	4
793	73352	THOC_M07	1
794	73353	ABBA_M13	3
795	73353	ABBA_M14	7
796	73353	ACSA_M24	14
797	73353	COCO_M01	58
798	73353	COCO_M02	56
799	73353	COCO_M03	44
800	73353	COCO_M04	8
801	73353	COCO_M05	25
802	73353	FAGR_M16	5
803	73353	FAGR_M17	3
804	73353	FAGR_M20	11
805	73353	THOC_M09	2
806	73353	THOC_M10	4
807	73356	ABBA_M13	3
808	73356	ABBA_M14	3
809	73356	COCO_M03	1
810	73356	COCO_M05	3
811	73357	FAGR_M20	4
812	73358	FAGR_M20	1
813	73359	ABBA_M13	2
814	73359	ABBA_M14	12
815	73359	ACSA_M21	1
816	73359	COCO_M01	10
817	73359	COCO_M02	9
818	73359	COCO_M05	9
819	73359	FAGR_M16	1
820	73359	FAGR_M20	6
821	73359	THOC_M08	5
822	73360	ABBA_M14	1
823	73360	COCO_M01	10
824	73360	COCO_M02	5
825	73360	COCO_M03	1
826	73360	COCO_M04	1
827	73360	COCO_M05	2
828	73360	THOC_M09	3
829	73361	COCO_M05	1
830	73361	FAGR_M20	2
831	73361	THOC_M09	1
832	73362	ABBA_M14	1
833	73362	COCO_M03	1
834	73362	THOC_M10	2
835	73363	COCO_M01	2
836	73364	ABBA_M13	1
837	73364	COCO_M04	3
838	73364	FAGR_M20	4
839	73365	ABBA_M13	5
840	73365	COCO_M01	1
841	73365	COCO_M02	2
842	73365	COCO_M03	1
843	73365	COCO_M05	1
844	73368	ABBA_M13	5
845	73368	ABBA_M14	7
846	73368	COCO_M01	4
847	73368	COCO_M02	17
848	73368	COCO_M03	9
849	73368	COCO_M04	4
850	73368	COCO_M05	5
851	73369	ABBA_M13	4
852	73369	ABBA_M14	4
853	73369	COCO_M01	12
854	73369	COCO_M02	20
855	73369	COCO_M03	27
856	73369	FAGR_M16	5
857	73370	ABBA_M13	2
858	73370	ABBA_M14	2
859	73370	COCO_M01	7
860	73370	COCO_M02	7
861	73370	COCO_M03	10
862	73370	COCO_M05	12
863	73371	ABBA_M13	5
864	73371	ABBA_M14	6
865	73371	COCO_M01	10
866	73371	COCO_M02	8
867	73371	COCO_M03	17
868	73371	COCO_M05	12
869	73371	THOC_M09	1
870	73372	ABBA_M13	4
871	73372	ABBA_M14	8
872	73372	COCO_M01	63
873	73372	COCO_M02	42
874	73372	COCO_M03	44
875	73372	COCO_M05	11
876	73372	FAGR_M16	3
877	73373	ABBA_M13	4
878	73373	ABBA_M14	22
879	73373	COCO_M01	14
880	73373	COCO_M02	8
881	73373	COCO_M03	67
882	73373	COCO_M05	9
883	73373	FAGR_M20	2
884	73374	ABBA_M13	10
885	73374	ABBA_M14	14
886	73374	ACSA_M25	3
887	73374	COCO_M01	9
888	73374	COCO_M02	9
889	73374	COCO_M03	30
890	73374	COCO_M05	41
891	73375	ABBA_M13	12
892	73375	ABBA_M14	19
893	73375	COCO_M01	6
894	73375	COCO_M02	12
895	73375	COCO_M03	34
896	73375	COCO_M04	2
897	73375	COCO_M05	2
898	73379	ABBA_M12	7
899	73379	ABBA_M13	9
900	73379	ABBA_M14	25
901	73379	ACSA_M21	5
902	73379	COCO_M01	11
903	73379	COCO_M03	14
904	73379	COCO_M04	12
905	73379	COCO_M05	4
906	73379	FAGR_M17	5
907	73379	FAGR_M20	5
908	73379	THOC_M08	1
909	73379	THOC_M09	3
910	73380	ABBA_M14	2
911	73380	COCO_M02	6
912	73380	COCO_M03	4
913	73380	THOC_M09	2
914	73381	ABBA_M13	24
915	73381	ABBA_M14	11
916	73381	COCO_M02	3
917	73381	COCO_M03	4
918	73381	COCO_M05	5
919	73382	ABBA_M12	27
920	73382	ABBA_M13	12
921	73382	ABBA_M14	5
922	73382	COCO_M02	1
923	73382	COCO_M03	6
924	73382	COCO_M05	1
925	73383	ABBA_M13	2
926	73383	ABBA_M14	6
927	73383	ACSA_M24	1
928	73383	COCO_M02	1
929	73383	COCO_M03	6
930	73383	COCO_M05	6
931	73384	ABBA_M13	11
932	73384	ABBA_M14	22
933	73384	COCO_M01	2
934	73384	COCO_M02	2
935	73384	COCO_M03	14
936	73384	COCO_M05	7
937	73384	FAGR_M20	3
938	73385	ABBA_M13	15
939	73385	ABBA_M14	16
940	73385	COCO_M01	2
941	73385	COCO_M03	22
942	73385	COCO_M05	16
943	73385	FAGR_M20	5
944	73386	ABBA_M13	4
945	73386	ABBA_M14	5
946	73386	COCO_M01	8
947	73386	COCO_M02	6
948	73386	COCO_M03	12
949	73386	COCO_M05	15
950	73386	THOC_M09	4
951	73387	ABBA_M13	3
952	73387	ABBA_M14	30
953	73387	COCO_M01	13
954	73387	COCO_M02	2
955	73387	COCO_M03	36
956	73387	COCO_M05	9
957	73387	FAGR_M20	2
958	73387	THOC_M09	4
959	73388	ABBA_M14	1
960	73389	ABBA_M14	5
961	73390	COCO_M03	5
962	73391	ABBA_M14	5
963	73391	COCO_M03	2
964	73392	ABBA_M14	6
965	73392	COCO_M03	15
966	73394	ABBA_M14	1
967	73394	THOC_M09	1
968	73398	COCO_M05	3
969	73399	COCO_M03	13
