corresponding_gene_call	nS_gene_consensus	nN_gene_consensus
70860	195.00000000000117	527.9999999999989
70861	271.6666666666687	661.3333333333313
70862	237.00000000000236	650.9999999999976
70864	227.66666666666876	699.3333333333312
70865	261.0000000000026	806.9999999999974
70866	49.00000000000007	124.99999999999993
70867	207.33333333333485	530.6666666666652
70868	251.3333333333361	654.6666666666639
70869	258.6666666666694	722.3333333333305
70870	214.0000000000017	568.9999999999983
70871	187.33333333333428	598.6666666666657
70872	111.99999999999949	299.0000000000005
70873	202.00000000000136	547.9999999999986
70875	104.33333333333293	357.6666666666671
70876	67.33333333333346	190.66666666666654
70877	296.66666666666725	747.3333333333328
70878	142.66666666666634	430.33333333333366
70879	364.3333333333301	1123.66666666667
70880	101.33333333333297	348.666666666667
70881	224.66666666666868	678.3333333333313
70882	248.00000000000267	660.9999999999973
70883	64.00000000000017	181.99999999999983
70884	235.0000000000023	667.9999999999977
70885	302.3333333333336	768.6666666666664
70886	51.000000000000085	146.99999999999991
70887	212.66666666666833	570.3333333333317
70889	135.66666666666615	416.3333333333338
70891	327.3333333333322	902.6666666666679
70893	36.999999999999986	107.00000000000001
70894	29.99999999999996	93.00000000000004
70895	640.3333333333362	1945.6666666666638
70896	73.6666666666667	208.33333333333331
70897	225.00000000000202	560.999999999998
70898	209.3333333333349	558.6666666666652
70899	257.00000000000284	696.9999999999972
70900	251.66666666666944	624.3333333333305
70901	369.3333333333298	929.6666666666702
70902	190.33333333333437	592.6666666666656
70903	283.3333333333347	781.6666666666654
70904	108.99999999999953	290.00000000000045
70905	102.33333333333296	242.66666666666703
70906	121.99999999999935	295.0000000000007
70908	132.9999999999994	380.00000000000057
70909	221.0000000000019	651.9999999999981
70910	242.0000000000025	630.9999999999975
70911	266.33333333333564	624.6666666666644
70912	416.3333333333271	1134.6666666666729
70913	50.333333333333414	156.66666666666657
70915	111.66666666666616	314.3333333333338
70916	770.0000000000176	2172.9999999999823
70917	198.3333333333346	524.6666666666654
70918	401.6666666666613	1224.3333333333387
70919	200.666666666668	564.333333333332
70920	259.00000000000273	760.9999999999973
70921	269.00000000000216	675.9999999999978
70922	89.33333333333314	285.66666666666686
70925	116.33333333333276	279.66666666666725
70926	267.6666666666689	749.3333333333311
70927	140.99999999999963	423.00000000000034
70928	226.00000000000205	652.999999999998
70930	204.33333333333476	605.6666666666653
70931	210.33333333333493	524.666666666665
70932	228.33333333333545	683.6666666666646
70933	296.33333333333394	927.6666666666661
70935	45.666666666666714	149.3333333333333
70936	688.666666666675	2170.333333333325
70938	127.66666666666593	346.33333333333405
70940	151.99999999999994	460.00000000000006
70941	58.33333333333347	157.66666666666652
70943	398.33333333332814	1200.666666666672
70944	339.6666666666648	932.3333333333352
70945	170.00000000000045	471.99999999999955
70946	39.0	117.0
70947	198.00000000000125	518.9999999999987
70948	177.333333333334	497.666666666666
70949	249.0000000000027	656.9999999999973
70950	195.66666666666785	575.3333333333321
70951	214.6666666666684	640.3333333333317
70952	250.00000000000273	715.9999999999973
70953	47.33333333333339	135.6666666666666
70954	105.33333333333292	365.6666666666671
70955	115.6666666666661	319.3333333333339
70956	138.99999999999957	380.00000000000045
70957	578.9999999999959	1545.000000000004
70959	87.99999999999983	290.00000000000017
70960	362.6666666666635	1044.3333333333364
70961	138.3333333333329	398.6666666666671
70962	108.33333333333287	326.66666666666714
70963	148.99999999999986	451.0000000000001
70964	581.9999999999962	1689.0000000000036
70965	121.33333333333269	361.6666666666673
70966	227.33333333333542	669.6666666666646
70967	79.66666666666661	247.33333333333337
70968	260.0000000000027	873.9999999999973
70969	194.66666666666782	519.3333333333321
70970	373.33333333332956	1036.6666666666704
70971	346.3333333333311	958.6666666666689
70972	303.66666666666686	869.3333333333331
70973	200.666666666668	588.333333333332
70974	361.66666666666356	979.3333333333364
70975	358.99999999999704	985.000000000003
70976	384.99999999999557	998.0000000000044
70977	194.33333333333448	609.6666666666655
70978	212.66666666666833	573.3333333333317
70979	231.66666666666887	662.3333333333311
70984	293.6666666666674	798.3333333333326
70985	369.9999999999964	1115.0000000000036
70987	142.9999999999997	418.00000000000034
70988	184.00000000000085	559.9999999999991
70989	28.666666666666632	85.33333333333337
70990	206.66666666666816	552.3333333333319
70993	217.33333333333513	643.6666666666649
70994	197.33333333333456	618.6666666666654
70995	70.33333333333341	208.66666666666657
70996	305.3333333333334	828.6666666666665
70997	106.3333333333329	274.6666666666671
70999	359.999999999997	924.000000000003
71000	275.0000000000018	801.9999999999982
71001	110.66666666666617	294.3333333333338
71002	146.33333333333312	423.66666666666686
71003	275.33333333333513	807.6666666666649
71004	251.3333333333361	726.6666666666639
71005	89.9999999999998	285.0000000000002
71006	337.99999999999824	979.0000000000018
71007	316.3333333333328	772.6666666666672
71009	571.6666666666617	1393.3333333333383
71010	229.33333333333547	649.6666666666645
71011	683.3333333333411	1776.6666666666588
71012	126.99999999999928	338.00000000000074
71013	199.33333333333462	472.6666666666654
71014	858.0000000000276	2378.9999999999723
71015	100.66666666666632	289.3333333333337
71017	59.33333333333348	192.66666666666652
71018	50.333333333333414	165.66666666666657
71019	106.99999999999956	316.00000000000045
71020	87.33333333333317	266.66666666666686
71022	535.999999999991	1543.000000000009
71023	336.33333333333167	953.6666666666683
71026	390.6666666666619	1142.333333333338
71028	256.3333333333362	799.6666666666638
71029	201.00000000000134	581.9999999999986
71033	422.9999999999934	1212.0000000000066
71034	565.6666666666611	1681.333333333339
71035	202.00000000000136	679.9999999999986
71038	310.9999999999998	883.0000000000002
71039	84.33333333333321	260.6666666666668
71040	331.9999999999986	829.0000000000014
71042	395.6666666666616	1002.3333333333384
71043	89.9999999999998	231.0000000000002
71044	297.3333333333339	830.6666666666661
71045	228.33333333333545	572.6666666666646
71046	247.66666666666933	637.3333333333306
71047	284.0000000000013	777.9999999999986
71048	260.333333333336	780.666666666664
71049	242.33333333333584	642.6666666666641
71050	167.00000000000037	471.99999999999966
71051	382.33333333332905	1057.666666666671
71052	272.6666666666686	723.3333333333314
71053	398.66666666666146	1221.3333333333385
71054	259.66666666666936	712.3333333333306
71055	238.33333333333573	589.6666666666642
71056	443.6666666666589	1173.3333333333412
71057	329.33333333333206	852.6666666666679
71058	57.6666666666668	176.3333333333332
71060	42.33333333333336	125.66666666666664
71061	38.33333333333333	99.66666666666667
71062	364.3333333333301	994.6666666666699
71063	159.00000000000014	419.9999999999999
71064	110.66666666666617	351.3333333333338
71065	124.66666666666598	361.33333333333405
71066	254.33333333333618	696.6666666666638
71067	247.66666666666933	769.3333333333306
71072	242.0000000000025	723.9999999999975
71073	137.33333333333286	351.66666666666714
71074	313.6666666666663	739.3333333333337
71075	138.99999999999957	395.00000000000045
71076	561.999999999994	1451.000000000006
71077	329.6666666666654	951.3333333333346
71078	502.66666666665554	1312.3333333333444
71079	158.0000000000001	501.9999999999999
71080	747.6666666666817	1826.3333333333183
71081	627.0000000000014	1697.9999999999986
71082	320.9999999999992	876.0000000000008
71083	235.666666666669	694.333333333331
71085	342.99999999999795	908.000000000002
71086	267.6666666666689	698.3333333333311
71087	323.99999999999903	879.0000000000009
71088	221.33333333333525	597.6666666666647
71089	209.66666666666825	528.3333333333318
71090	280.33333333333485	736.6666666666652
71091	555.6666666666599	1517.33333333334
71092	317.66666666666606	867.3333333333339
71093	290.3333333333343	906.6666666666657
71094	307.0	848.0
71095	220.66666666666856	652.3333333333314
71096	291.0000000000009	821.9999999999991
71097	137.6666666666662	360.3333333333338
71098	60.66666666666682	200.33333333333317
71099	43.6666666666667	139.33333333333331
71100	522.9999999999895	1457.0000000000105
71102	330.333333333332	935.666666666668
71103	126.99999999999928	350.00000000000074
71104	291.0000000000009	839.9999999999991
71105	190.33333333333437	553.6666666666656
71106	139.66666666666626	364.3333333333337
71107	351.99999999999744	953.0000000000025
71108	230.3333333333355	639.6666666666645
71110	368.66666666666316	951.3333333333369
71111	146.33333333333312	414.66666666666686
71112	349.66666666666424	985.3333333333358
71113	263.3333333333358	798.6666666666642
71114	547.666666666659	1519.333333333341
71115	187.33333333333428	598.6666666666657
71117	189.33333333333434	653.6666666666656
71118	260.0000000000027	768.9999999999973
71119	281.6666666666681	789.3333333333319
71120	184.66666666666754	535.3333333333325
71122	187.33333333333428	514.6666666666657
71123	314.66666666666623	864.3333333333337
71124	247.66666666666933	769.3333333333306
71125	330.6666666666653	1001.3333333333346
71126	200.666666666668	591.333333333332
71127	482.99999999999	1401.00000000001
71129	189.66666666666768	575.3333333333323
71131	97.66666666666636	259.33333333333366
71133	213.33333333333502	626.6666666666649
71134	142.9999999999997	382.00000000000034
71135	53.0000000000001	159.9999999999999
71137	106.99999999999956	274.00000000000045
71138	66.00000000000014	179.99999999999986
71139	79.99999999999994	202.00000000000006
71140	357.9999999999971	1067.000000000003
71141	114.99999999999945	338.00000000000057
71142	113.3333333333328	288.6666666666672
71143	62.666666666666835	189.33333333333317
71144	112.99999999999947	304.0000000000005
71145	136.33333333333283	364.6666666666672
71146	80.33333333333327	237.66666666666674
71147	150.66666666666657	575.3333333333335
71148	319.33333333333263	898.6666666666674
71153	581.3333333333295	1734.6666666666706
71163	239.6666666666691	648.3333333333309
71164	241.00000000000247	658.9999999999975
71165	128.9999999999993	336.0000000000007
71166	236.66666666666902	684.333333333331
71168	540.9999999999916	1466.0000000000084
71169	129.99999999999932	344.0000000000007
71170	172.33333333333385	487.6666666666662
71171	102.99999999999962	293.0000000000004
71172	128.9999999999993	375.0000000000007
71192	338.33333333333155	927.6666666666684
71193	68.66666666666677	180.33333333333323
71194	125.99999999999929	399.0000000000007
71195	239.00000000000242	648.9999999999976
71196	261.66666666666924	725.3333333333308
71197	97.99999999999969	253.0000000000003
71198	552.3333333333262	1409.6666666666738
71199	90.99999999999979	233.00000000000023
71200	272.6666666666686	738.3333333333314
71201	210.33333333333493	557.666666666665
71202	317.9999999999994	861.0000000000007
71203	295.6666666666673	910.3333333333327
71204	434.9999999999927	1218.0000000000073
71205	133.6666666666661	406.33333333333394
71206	241.66666666666916	697.3333333333309
71207	112.99999999999947	334.0000000000005
71209	520.9999999999893	1393.0000000000107
71210	48.000000000000064	128.99999999999994
71212	130.666666666666	349.333333333334
71213	504.3333333333221	1337.6666666666779
71214	128.66666666666595	375.33333333333405
71215	335.66666666666504	840.333333333335
71216	1302.999999999983	3542.0000000000173
71217	124.66666666666598	292.33333333333405
71218	360.3333333333303	926.6666666666697
71219	347.99999999999767	915.0000000000023
71220	151.33333333333326	364.66666666666674
71221	415.9999999999938	1096.0000000000061
71222	243.66666666666922	644.3333333333308
71223	386.99999999999545	1107.0000000000045
71225	261.0000000000026	683.9999999999974
71227	361.33333333333024	904.6666666666697
71228	282.0000000000014	725.9999999999986
71229	369.3333333333298	869.6666666666702
71230	146.66666666666646	378.33333333333354
71231	270.0000000000021	743.999999999998
71232	196.33333333333454	478.6666666666655
71233	114.66666666666612	317.3333333333339
71234	92.66666666666643	267.3333333333336
71235	166.00000000000034	451.99999999999966
71236	136.99999999999952	418.00000000000045
71237	360.6666666666636	920.3333333333364
71238	330.6666666666653	1010.3333333333346
71239	371.666666666663	1026.3333333333371
71240	140.33333333333294	354.6666666666671
71241	112.99999999999947	337.0000000000005
71242	184.3333333333342	490.66666666666583
71243	350.33333333333087	948.6666666666691
71244	303.33333333333354	812.6666666666665
71245	102.33333333333296	302.666666666667
71246	68.66666666666677	198.33333333333323
71247	261.66666666666924	767.3333333333308
71248	161.33333333333354	438.66666666666646
71249	69.0000000000001	197.9999999999999
71250	80.99999999999993	234.00000000000006
71251	131.99999999999937	327.0000000000006
71252	169.6666666666671	463.3333333333329
71253	169.6666666666671	448.3333333333329
71254	109.33333333333286	388.66666666666714
71255	214.0000000000017	583.9999999999983
71256	167.66666666666706	468.3333333333329
71257	183.6666666666675	461.33333333333246
71258	259.66666666666936	724.3333333333306
71259	407.99999999999426	1212.0000000000057
71261	250.33333333333607	592.6666666666639
71262	253.6666666666695	784.3333333333305
71263	488.333333333323	1344.666666666677
71264	68.33333333333344	228.66666666666657
71265	70.33333333333341	238.66666666666657
71266	208.33333333333488	568.6666666666652
71267	360.6666666666636	959.3333333333364
71268	115.33333333333277	358.6666666666672
71269	376.999999999996	1060.000000000004
71270	289.66666666666765	721.3333333333323
71271	162.33333333333357	449.6666666666664
71273	166.00000000000034	454.99999999999966
71274	146.66666666666646	423.33333333333354
71275	201.00000000000134	560.9999999999986
71276	314.66666666666623	921.3333333333337
71277	600.9999999999984	1661.0000000000016
71278	274.0000000000019	811.9999999999982
71279	253.33333333333616	640.6666666666638
71280	265.666666666669	853.333333333331
71281	206.33333333333482	546.6666666666652
71282	196.0000000000012	529.9999999999989
71283	295.333333333334	787.6666666666661
71284	123.33333333333266	350.6666666666673
71286	93.33333333333309	233.6666666666669
71287	408.9999999999942	1106.000000000006
71288	104.66666666666626	243.33333333333374
71289	358.66666666666373	1165.3333333333362
71290	87.99999999999983	239.00000000000017
71291	91.99999999999977	253.00000000000023
71292	102.99999999999962	323.0000000000004
71293	104.66666666666626	309.3333333333337
71295	270.66666666666873	776.3333333333312
71296	172.33333333333385	475.6666666666662
71297	248.66666666666936	822.3333333333306
71298	66.33333333333347	200.66666666666652
71299	317.33333333333275	885.6666666666672
71300	125.33333333333263	330.66666666666737
71301	258.0000000000028	746.9999999999973
71302	76.66666666666666	208.33333333333334
71303	100.99999999999964	271.00000000000034
71304	221.0000000000019	591.9999999999981
71305	369.3333333333298	1112.6666666666702
71307	102.66666666666629	296.3333333333337
71308	69.66666666666676	182.33333333333326
71309	448.3333333333253	1240.6666666666747
71311	120.3333333333327	341.6666666666673
71312	65.66666666666681	165.3333333333332
71313	70.00000000000009	193.99999999999991
71314	60.333333333333485	185.66666666666652
71315	219.00000000000185	599.9999999999982
71316	435.99999999999267	1451.0000000000073
71317	236.33333333333567	672.6666666666644
71318	142.9999999999997	457.00000000000034
71319	62.666666666666835	228.33333333333317
71320	287.33333333333445	774.6666666666656
71321	281.6666666666681	720.3333333333319
71322	294.66666666666737	752.3333333333326
71323	87.6666666666665	254.33333333333348
71324	379.3333333333292	1018.6666666666708
71325	72.33333333333339	218.66666666666663
71326	127.99999999999926	382.00000000000074
71327	257.00000000000284	690.9999999999972
71328	225.33333333333536	575.6666666666647
71329	34.666666666666636	100.33333333333337
71330	110.33333333333285	309.66666666666714
71331	437.3333333333259	1251.666666666674
71332	358.66666666666373	946.3333333333362
71333	185.00000000000088	504.9999999999991
71334	175.66666666666728	550.3333333333327
71335	237.00000000000236	659.9999999999976
71336	390.6666666666619	1112.333333333338
71337	383.9999999999956	1074.0000000000043
71338	277.0000000000017	706.9999999999983
71339	353.666666666664	903.333333333336
71341	121.33333333333269	355.6666666666673
71342	445.9999999999921	1114.000000000008
71343	197.00000000000122	483.99999999999875
71344	224.000000000002	663.999999999998
71345	286.6666666666678	763.3333333333321
71346	327.9999999999988	977.0000000000011
71347	261.0000000000026	698.9999999999974
71348	221.6666666666686	594.3333333333314
71349	68.66666666666677	192.33333333333323
71350	70.00000000000009	193.99999999999991
71351	427.9999999999931	1156.0000000000068
71353	324.999999999999	866.000000000001
71354	132.66666666666606	359.33333333333394
71355	334.6666666666651	889.3333333333348
71356	283.00000000000136	769.9999999999986
71357	277.0000000000017	787.9999999999983
71358	367.99999999999653	973.0000000000034
71359	134.33333333333277	321.6666666666672
71360	128.9999999999993	282.0000000000007
71361	55.000000000000114	151.9999999999999
71362	223.00000000000196	622.9999999999981
71363	373.33333333332956	1018.6666666666704
71364	538.9999999999914	1468.0000000000086
71365	350.9999999999975	993.0000000000025
71366	288.6666666666677	704.3333333333323
71367	97.66666666666636	265.33333333333366
71368	282.0000000000014	704.9999999999986
71369	172.6666666666672	478.3333333333328
71370	1552.3333333332596	3988.6666666667406
71371	145.3333333333331	436.6666666666669
71372	578.6666666666625	1767.3333333333376
71373	55.000000000000114	151.9999999999999
71374	197.6666666666679	525.3333333333321
71375	64.3333333333335	187.66666666666652
71376	125.66666666666596	330.33333333333405
71378	316.3333333333328	892.6666666666672
71379	157.00000000000009	394.9999999999999
71380	105.33333333333292	329.6666666666671
71381	925.666666666702	2368.333333333298
71382	737.0000000000139	2073.9999999999864
71383	222.33333333333528	536.6666666666647
71384	164.66666666666697	399.33333333333303
71385	105.33333333333292	248.66666666666708
71386	118.33333333333273	298.66666666666725
71387	108.99999999999953	302.00000000000045
71388	238.0000000000024	589.9999999999976
71389	169.33333333333377	403.66666666666623
71390	177.66666666666734	464.3333333333327
71391	241.66666666666916	634.3333333333309
71393	72.66666666666671	212.3333333333333
71394	84.99999999999987	242.0000000000001
71395	452.3333333333251	1239.666666666675
71396	1094.666666666697	2802.333333333303
71397	341.999999999998	915.000000000002
71399	137.6666666666662	372.3333333333338
71401	98.99999999999967	261.00000000000034
71404	170.3333333333338	507.6666666666662
71405	327.9999999999988	830.0000000000011
71406	384.66666666666225	1034.3333333333378
71409	140.6666666666663	435.3333333333337
71411	553.3333333333263	1447.6666666666738
71412	183.33333333333417	464.66666666666583
71413	171.66666666666717	503.3333333333328
71414	119.99999999999937	354.0000000000006
71415	402.99999999999454	1157.0000000000055
71416	683.6666666666745	2178.3333333333258
71417	70.33333333333341	223.66666666666657
71418	451.66666666665844	1210.3333333333417
71425	196.0000000000012	505.9999999999988
71426	412.999999999994	1261.000000000006
71427	234.33333333333562	647.6666666666644
71428	217.66666666666848	694.3333333333316
71429	70.00000000000009	196.99999999999991
71430	107.99999999999955	291.00000000000045
71431	60.00000000000015	200.99999999999986
71432	400.99999999999466	1222.0000000000055
71433	139.66666666666626	340.3333333333337
71434	381.3333333333291	938.6666666666708
71435	245.66666666666927	633.3333333333308
71436	136.33333333333283	352.6666666666672
71437	135.9999999999995	368.0000000000005
71438	239.6666666666691	609.3333333333309
71439	342.99999999999795	941.000000000002
71440	409.66666666666083	1006.3333333333392
71441	185.66666666666757	549.3333333333325
71442	59.33333333333348	162.66666666666652
71444	521.666666666656	1365.333333333344
71445	172.0000000000005	463.9999999999995
71446	235.0000000000023	622.9999999999977
71447	242.33333333333584	651.6666666666641
71448	293.0000000000008	750.9999999999992
71449	147.99999999999983	398.00000000000017
71450	284.3333333333346	669.6666666666654
71451	587.3333333333302	1659.6666666666697
71452	236.33333333333567	609.6666666666644
71453	242.0000000000025	612.9999999999975
71454	223.66666666666865	637.3333333333313
71455	137.99999999999955	354.00000000000045
71456	177.66666666666734	509.3333333333327
71457	164.00000000000028	402.9999999999997
71459	205.3333333333348	547.6666666666652
71461	302.3333333333336	942.6666666666664
71462	89.9999999999998	294.0000000000002
71463	58.33333333333347	163.66666666666652
71464	89.9999999999998	237.0000000000002
71466	82.66666666666657	229.33333333333343
71467	59.66666666666681	168.3333333333332
71468	244.00000000000256	688.9999999999975
71469	204.00000000000142	575.9999999999986
71470	205.3333333333348	568.6666666666652
71471	220.66666666666856	622.3333333333314
71472	147.33333333333314	452.66666666666686
71473	188.66666666666765	525.3333333333323
71474	196.33333333333454	544.6666666666655
71475	224.66666666666868	645.3333333333313
71476	349.66666666666424	931.3333333333358
71477	122.666666666666	366.333333333334
71478	149.9999999999999	429.0000000000001
71479	64.66666666666683	163.33333333333317
71480	194.66666666666782	561.3333333333321
71481	99.66666666666633	275.33333333333366
71482	158.0000000000001	486.9999999999999
71483	148.33333333333317	400.66666666666686
71484	372.99999999999625	1007.0000000000038
71485	263.0000000000025	663.9999999999975
71486	188.3333333333343	486.6666666666657
71487	201.33333333333468	515.6666666666654
71488	249.0000000000027	680.9999999999973
71490	411.6666666666607	1235.3333333333394
71491	124.33333333333265	328.66666666666737
71492	223.3333333333353	565.6666666666647
71493	172.0000000000005	496.9999999999995
71494	267.3333333333356	893.6666666666645
71495	381.3333333333291	1103.6666666666708
71496	230.00000000000216	603.9999999999978
71497	736.3333333333471	2002.6666666666529
71498	755.6666666666827	1962.3333333333173
71499	168.66666666666708	437.3333333333329
71500	563.9999999999942	1527.000000000006
71501	59.66666666666681	132.3333333333332
71502	456.33333333332484	1259.6666666666752
71503	24.666666666666647	65.33333333333336
71504	56.66666666666679	144.3333333333332
71505	199.00000000000128	496.99999999999875
71506	307.3333333333333	916.6666666666667
71507	918.6666666667012	2813.333333333299
71508	100.33333333333299	316.666666666667
71509	185.33333333333422	552.6666666666658
71510	173.66666666666723	510.3333333333328
71511	331.33333333333195	1021.6666666666681
71512	125.33333333333263	339.66666666666737
71513	193.33333333333445	580.6666666666656
71514	311.6666666666664	843.3333333333336
71515	190.6666666666677	508.3333333333323
71516	49.66666666666674	151.33333333333326
71517	54.33333333333344	188.66666666666657
71518	57.333333333333464	158.66666666666654
71519	330.333333333332	950.666666666668
71520	443.3333333333256	1344.6666666666745
71521	906.0000000000331	2459.999999999967
71522	130.666666666666	307.333333333334
71523	281.3333333333348	933.6666666666652
71524	206.00000000000148	567.9999999999985
71526	185.33333333333422	459.6666666666658
71527	202.66666666666805	472.33333333333195
71528	82.33333333333324	277.66666666666674
71529	36.999999999999986	128.0
71530	126.33333333333262	371.66666666666737
71531	186.33333333333425	623.6666666666657
71533	84.33333333333321	254.6666666666668
71534	230.3333333333355	675.6666666666645
71535	194.66666666666782	552.3333333333321
71536	372.3333333333296	1004.6666666666704
71537	106.99999999999956	277.00000000000045
71538	108.33333333333287	311.66666666666714
71539	384.99999999999557	1172.0000000000045
71540	191.3333333333344	501.6666666666656
71541	133.33333333333275	364.66666666666725
71542	399.6666666666614	1094.3333333333385
71543	141.99999999999966	365.00000000000034
71544	374.6666666666628	927.3333333333371
71545	105.33333333333292	296.6666666666671
71546	108.6666666666662	311.3333333333338
71547	439.99999999999244	1378.0000000000075
71548	183.6666666666675	641.3333333333325
71549	166.00000000000034	412.99999999999966
71550	500.33333333332234	1365.6666666666777
71551	141.99999999999966	428.00000000000034
71552	318.9999999999993	968.0000000000007
71553	219.66666666666853	686.3333333333314
71554	235.33333333333564	640.6666666666644
71555	149.66666666666654	438.3333333333335
71556	130.99999999999935	355.0000000000007
71557	170.00000000000045	489.99999999999955
71558	196.66666666666788	547.3333333333321
71559	110.9999999999995	369.0000000000005
71560	215.33333333333508	588.6666666666649
71561	354.33333333333064	950.6666666666694
71562	175.33333333333394	427.66666666666606
71563	336.33333333333167	875.6666666666683
71564	135.3333333333328	365.6666666666672
71565	145.66666666666643	424.3333333333336
71567	72.66666666666671	215.3333333333333
71568	388.666666666662	1090.333333333338
71569	79.33333333333329	220.6666666666667
71570	363.66666666666345	1109.3333333333367
71571	272.6666666666686	783.3333333333314
71572	49.66666666666674	145.33333333333326
71573	564.3333333333276	1469.6666666666724
71574	73.00000000000004	226.99999999999994
71575	153.66666666666666	482.33333333333337
71576	116.66666666666609	348.33333333333394
71577	101.33333333333297	321.666666666667
71578	98.66666666666634	267.33333333333366
71579	178.33333333333402	472.66666666666595
71580	292.6666666666675	787.3333333333326
71581	194.33333333333448	516.6666666666655
71582	619.3333333333338	1777.666666666666
71583	466.3333333333243	1195.6666666666756
71584	352.9999999999974	1090.0000000000027
71585	593.9999999999976	1737.0000000000023
71586	172.33333333333385	457.6666666666662
71587	63.333333333333506	191.6666666666665
71588	93.99999999999974	278.0000000000002
71589	317.66666666666606	759.3333333333339
71590	241.66666666666916	631.3333333333309
71591	449.33333333332524	1395.6666666666747
71592	309.3333333333332	878.6666666666667
71594	423.66666666666003	1382.3333333333399
71595	141.33333333333297	473.666666666667
71596	215.66666666666842	642.3333333333316
71597	124.33333333333265	346.66666666666737
71598	102.33333333333296	275.666666666667
71599	258.3333333333361	662.6666666666639
71600	88.66666666666649	274.3333333333335
71601	182.66666666666748	525.3333333333326
71602	290.3333333333343	855.6666666666657
71603	275.33333333333513	810.6666666666649
71604	235.0000000000023	664.9999999999977
71606	181.66666666666745	523.3333333333326
71607	458.66666666665805	1176.333333333342
71608	49.66666666666674	157.33333333333326
71609	228.6666666666688	566.3333333333312
71610	251.00000000000276	696.9999999999973
71611	432.6666666666595	1214.3333333333405
71612	299.33333333333377	771.6666666666663
71613	274.3333333333352	706.6666666666648
71614	232.6666666666689	661.3333333333311
71615	325.3333333333323	823.6666666666677
71616	261.0000000000026	713.9999999999974
71617	249.33333333333604	659.666666666664
71618	233.00000000000225	600.9999999999977
71619	120.66666666666603	392.33333333333394
71620	130.666666666666	382.333333333334
71626	163.00000000000026	406.9999999999998
71627	98.33333333333302	276.66666666666697
71628	302.0000000000003	768.9999999999998
71630	112.33333333333282	340.6666666666672
71631	107.66666666666622	273.33333333333377
71632	563.6666666666608	1584.3333333333392
71633	220.00000000000188	619.9999999999982
71634	302.3333333333336	771.6666666666664
71635	57.00000000000013	146.9999999999999
71636	131.99999999999937	351.0000000000006
71637	70.66666666666674	202.33333333333326
71638	76.99999999999999	253.0
71639	267.6666666666689	731.3333333333311
71640	118.66666666666606	355.33333333333394
71641	181.3333333333341	511.6666666666659
71642	124.66666666666598	352.33333333333405
71643	131.99999999999937	360.0000000000006
71645	75.33333333333334	209.66666666666666
71646	141.99999999999966	383.00000000000034
71648	267.6666666666689	737.3333333333311
71649	277.333333333335	745.6666666666649
71650	213.00000000000168	578.9999999999983
71651	228.0000000000021	572.999999999998
71652	224.66666666666868	624.3333333333313
71653	639.0000000000027	1769.9999999999973
71654	46.333333333333385	163.66666666666663
71655	311.3333333333331	882.666666666667
71656	75.00000000000001	219.0
71657	177.00000000000065	488.9999999999993
71658	61.33333333333349	157.66666666666652
71659	538.666666666658	1498.3333333333421
71660	517.6666666666556	1426.3333333333444
71662	340.99999999999807	910.0000000000019
71663	207.0000000000015	506.9999999999985
