	corresponding_gene_call	sample_id	pNpS_gene_consensus
278	70852	COCO_M03	0.08753342948273223
279	70852	FAGR_M20	
280	70852	THOC_M08	
281	70852	THOC_M10	
282	70853	COCO_M01	
283	70853	COCO_M03	
284	70853	COCO_M05	
285	70853	FAGR_M17	
286	70853	FAGR_M20	
287	70854	ABBA_M13	
288	70854	ABBA_M14	0.0
289	70854	ABBA_M15	0.05529350076178564
290	70854	COCO_M01	
291	70854	COCO_M03	
292	70854	COCO_M04	
293	70854	FAGR_M16	
294	70854	FAGR_M20	
295	70855	ABBA_M14	
296	70855	ABBA_M15	
297	70855	COCO_M02	
298	70855	COCO_M03	
299	70855	FAGR_M17	
300	70855	FAGR_M20	
301	70856	COCO_M02	
302	70856	FAGR_M17	
303	70856	FAGR_M20	
304	70857	ABBA_M14	0.10087739777140939
305	70857	ACSA_M22	
306	70857	ACSA_M25	
307	70857	COCO_M01	
308	70857	COCO_M02	
309	70857	COCO_M03	
310	70857	COCO_M04	
311	70857	COCO_M05	
312	70857	FAGR_M17	
313	70858	ABBA_M14	
314	70858	ACSA_M25	
315	70858	COCO_M03	
316	70858	FAGR_M16	
317	70858	FAGR_M20	
318	70859	ABBA_M13	
319	70859	ABBA_M15	
320	70859	COCO_M03	
321	70859	FAGR_M16	
322	70859	FAGR_M20	
323	70860	COCO_M01	
324	70860	COCO_M03	
325	70860	FAGR_M17	
326	70861	ABBA_M13	
327	70861	ABBA_M15	
328	70861	ACSA_M25	
329	70861	COCO_M02	
330	70861	COCO_M03	
331	70862	ABBA_M14	
332	70862	ACSA_M25	
333	70862	COCO_M03	
334	70862	COCO_M04	
335	70862	FAGR_M16	
336	70862	FAGR_M20	
337	70864	ABBA_M11	0.29180785755675365
338	70864	ABBA_M14	
339	70864	ACSA_M25	
340	70864	COCO_M03	
341	70864	COCO_M04	
342	70864	FAGR_M16	
343	70864	FAGR_M20	
344	70864	THOC_M07	
345	70864	THOC_M09	
346	70865	ABBA_M15	
347	70865	COCO_M02	
348	70865	COCO_M03	
349	70865	FAGR_M17	
350	70866	ABBA_M12	
351	70866	COCO_M02	
352	70866	FAGR_M20	
353	70867	ABBA_M13	
354	70867	ACSA_M25	
355	70867	COCO_M03	
356	70867	COCO_M04	
357	70867	FAGR_M17	
358	70867	THOC_M10	
359	70868	ABBA_M15	
360	70868	ACSA_M25	
361	70868	COCO_M02	
362	70868	COCO_M04	
363	70868	FAGR_M16	
364	70869	ABBA_M13	
365	70869	ABBA_M14	
366	70869	ACSA_M22	
367	70869	COCO_M01	
368	70869	COCO_M02	
369	70869	COCO_M03	0.06137532181251318
370	70869	COCO_M04	
371	70869	FAGR_M17	
372	70869	FAGR_M20	
373	70869	THOC_M09	
374	70870	ACSA_M25	
375	70870	COCO_M01	
376	70870	COCO_M03	
377	70870	COCO_M04	
378	70870	FAGR_M17	
379	70871	ACSA_M24	
380	70871	COCO_M01	
381	70871	COCO_M03	
382	70871	COCO_M05	0.1528653690088471
383	70872	COCO_M02	
384	70872	COCO_M03	
385	70872	FAGR_M17	
386	70873	COCO_M02	
387	70873	COCO_M03	
388	70873	THOC_M10	
389	70875	COCO_M02	
390	70876	ABBA_M14	
391	70877	COCO_M02	
392	70877	COCO_M04	
393	70878	COCO_M03	
394	70879	ABBA_M14	
395	70879	ABBA_M15	
396	70879	COCO_M02	
397	70879	COCO_M03	
398	70879	FAGR_M16	
399	70879	FAGR_M20	
400	70879	THOC_M09	
401	70880	ABBA_M11	
402	70880	ABBA_M14	
403	70880	ABBA_M15	0.16182622031138696
404	70880	ACSA_M21	
405	70880	ACSA_M22	
406	70880	ACSA_M23	
407	70880	ACSA_M24	0.12855196260858615
408	70880	ACSA_M25	0.2176865334152812
409	70880	COCO_M01	
410	70880	COCO_M02	0.09714446925232142
411	70880	COCO_M03	0.19478751991237786
412	70880	COCO_M04	0.10690755177543293
413	70880	COCO_M05	0.14004391389000168
414	70880	FAGR_M16	0.07602522132086031
415	70880	FAGR_M17	0.10870520513491286
416	70880	FAGR_M18	0.10391812960897427
417	70880	FAGR_M19	
418	70880	FAGR_M20	0.09038259556122055
419	70880	THOC_M07	
420	70880	THOC_M08	0.21677962284376795
421	70880	THOC_M10	0.22162743942492436
422	70881	ABBA_M15	
423	70881	COCO_M04	
424	70881	FAGR_M20	
425	70882	ABBA_M14	
426	70882	ABBA_M15	
427	70882	ACSA_M25	
428	70882	COCO_M01	
429	70882	COCO_M02	
430	70882	COCO_M03	
431	70882	FAGR_M17	
432	70882	FAGR_M20	
433	70883	ACSA_M25	
434	70883	FAGR_M17	
435	70884	ABBA_M14	
436	70884	ABBA_M15	
437	70884	COCO_M01	
438	70884	COCO_M03	
439	70884	COCO_M04	
440	70884	THOC_M09	
441	70885	COCO_M03	
442	70885	FAGR_M18	
443	70886	COCO_M03	
444	70887	ABBA_M13	
445	70887	ABBA_M15	
446	70887	ACSA_M25	
447	70887	COCO_M03	
448	70887	FAGR_M17	
449	70889	ABBA_M14	0.09903948663713068
450	70889	FAGR_M16	
451	70889	FAGR_M20	0.20692911025344937
452	70891	ABBA_M13	
453	70891	COCO_M01	
454	70891	COCO_M02	0.025487505321291615
455	70891	COCO_M03	
456	70893	ABBA_M13	
457	70893	ACSA_M24	
458	70893	COCO_M02	
459	70893	COCO_M03	
460	70893	FAGR_M17	
461	70893	FAGR_M20	
462	70894	COCO_M03	
463	70894	FAGR_M17	
464	70895	ABBA_M13	
465	70895	ABBA_M15	
466	70895	COCO_M01	
467	70895	COCO_M02	0.23965308979764294
468	70895	COCO_M03	0.16665099575394335
469	70895	COCO_M04	
470	70895	FAGR_M16	
471	70895	THOC_M10	
472	70896	ABBA_M15	
473	70897	ABBA_M13	
474	70897	ABBA_M15	
475	70897	COCO_M02	
476	70897	COCO_M03	
477	70897	COCO_M04	
478	70898	ABBA_M13	
479	70898	ABBA_M14	0.6744630071599115
480	70898	COCO_M02	
481	70898	COCO_M03	
482	70898	FAGR_M17	
483	70899	ABBA_M13	
484	70899	COCO_M02	
485	70899	COCO_M03	
486	70899	FAGR_M17	
487	70899	FAGR_M20	
488	70900	ABBA_M15	
489	70901	ACSA_M25	
490	70901	COCO_M02	
491	70902	COCO_M03	
492	70902	COCO_M04	
493	70902	FAGR_M17	
494	70902	FAGR_M20	
495	70903	ABBA_M13	
496	70903	ABBA_M14	
497	70903	ABBA_M15	
498	70903	COCO_M02	
499	70903	COCO_M04	
500	70903	FAGR_M17	
501	70904	COCO_M03	
502	70905	ACSA_M25	
503	70906	COCO_M04	
504	70908	ABBA_M13	
505	70908	COCO_M03	
506	70908	FAGR_M16	
507	70908	FAGR_M17	
508	70909	ABBA_M13	0.18193060379907774
509	70909	ABBA_M15	
510	70909	COCO_M02	
511	70909	FAGR_M17	
512	70909	FAGR_M20	
513	70910	COCO_M01	
514	70910	FAGR_M16	
515	70911	ABBA_M15	
516	70911	ACSA_M25	
517	70911	COCO_M01	
518	70911	COCO_M03	
519	70911	FAGR_M16	
520	70911	FAGR_M17	
521	70912	ACSA_M25	
522	70912	COCO_M02	
523	70912	COCO_M03	0.080188091921462
524	70912	FAGR_M16	
525	70912	FAGR_M17	
526	70912	THOC_M10	
527	70913	ABBA_M15	
528	70913	ACSA_M25	
529	70913	THOC_M06	
530	70915	ABBA_M14	0.1471832819105282
531	70916	ABBA_M13	0.08220751613434382
532	70916	ABBA_M14	0.0
533	70916	ABBA_M15	1.678126589049508
534	70916	ACSA_M25	
535	70916	COCO_M01	
536	70916	COCO_M03	
537	70916	COCO_M04	
538	70916	FAGR_M16	
539	70916	FAGR_M17	
540	70916	FAGR_M18	
541	70916	FAGR_M20	0.98586394520996
542	70916	THOC_M07	
543	70917	ABBA_M13	
544	70917	ABBA_M14	
545	70917	ABBA_M15	
546	70917	ACSA_M25	
547	70918	ABBA_M12	
548	70918	ABBA_M13	
549	70918	ABBA_M14	
550	70918	ABBA_M15	0.4172348741525072
551	70918	ACSA_M24	
552	70918	ACSA_M25	
553	70918	COCO_M02	
554	70918	COCO_M03	0.09838319293894413
555	70918	COCO_M04	
556	70918	FAGR_M19	
557	70918	FAGR_M20	
558	70918	THOC_M07	
559	70918	THOC_M10	0.04183784127151557
560	70919	ABBA_M14	
561	70919	ACSA_M25	
562	70920	ABBA_M15	
563	70920	COCO_M02	
564	70920	COCO_M03	
565	70920	FAGR_M16	
566	70920	FAGR_M20	
567	70921	ABBA_M12	
568	70921	ABBA_M13	
569	70921	ABBA_M15	
570	70921	ACSA_M25	
571	70921	COCO_M03	
572	70921	COCO_M04	
573	70921	FAGR_M17	
574	70921	FAGR_M20	
575	70922	ABBA_M14	
576	70922	COCO_M04	
577	70925	ABBA_M14	
578	70925	COCO_M03	
579	70925	THOC_M07	
580	70926	ABBA_M15	
581	70926	ACSA_M22	
582	70926	COCO_M01	
583	70926	COCO_M02	
584	70926	COCO_M03	
585	70926	FAGR_M17	
586	70927	COCO_M03	
587	70927	FAGR_M17	
588	70927	FAGR_M20	
589	70928	ABBA_M13	
590	70928	ABBA_M15	0.25201238519469876
591	70928	COCO_M01	
592	70928	COCO_M02	
593	70928	COCO_M03	
594	70928	FAGR_M16	
595	70928	FAGR_M17	
596	70928	FAGR_M20	
597	70930	ABBA_M14	
598	70930	COCO_M03	
599	70930	COCO_M04	
600	70930	FAGR_M16	
601	70931	ABBA_M13	
602	70931	ABBA_M14	
603	70931	ACSA_M22	
604	70931	ACSA_M25	
605	70931	COCO_M03	
606	70931	FAGR_M17	
607	70932	ABBA_M15	
608	70932	ACSA_M25	
609	70932	COCO_M01	
610	70932	COCO_M03	
611	70932	COCO_M04	
612	70932	COCO_M05	
613	70933	ABBA_M11	
614	70933	ABBA_M13	
615	70933	ABBA_M14	
616	70933	ABBA_M15	
617	70933	ACSA_M25	
618	70933	COCO_M01	
619	70933	COCO_M02	
620	70933	COCO_M03	0.03780225965765533
621	70933	COCO_M04	
622	70933	FAGR_M16	
623	70933	THOC_M09	
624	70935	FAGR_M20	
625	70936	ACSA_M25	
626	70936	COCO_M02	
627	70936	FAGR_M16	
628	70936	FAGR_M17	
629	70938	ABBA_M13	0.3585088309122034
630	70938	ABBA_M15	
631	70938	COCO_M01	
632	70938	COCO_M02	
633	70938	COCO_M03	0.5121693942788927
634	70938	COCO_M04	
635	70938	FAGR_M17	
636	70938	FAGR_M19	
637	70940	COCO_M03	
638	70940	FAGR_M16	
639	70941	ABBA_M15	
640	70941	FAGR_M17	
641	70943	ABBA_M13	
642	70943	ABBA_M14	
643	70943	ACSA_M22	
644	70943	ACSA_M25	
645	70943	COCO_M02	
646	70943	COCO_M03	
647	70943	FAGR_M16	
648	70944	ABBA_M13	
649	70944	ABBA_M15	
650	70944	COCO_M03	
651	70944	FAGR_M20	
652	70945	ABBA_M15	0.31777683696002657
653	70945	ACSA_M24	
654	70945	ACSA_M25	
655	70945	COCO_M02	
656	70945	COCO_M03	0.9375833741899914
657	70945	COCO_M04	
658	70945	FAGR_M20	0.616533889838977
659	70946	COCO_M02	
660	70946	COCO_M03	
661	70946	FAGR_M17	
662	70947	ABBA_M15	
663	70947	COCO_M03	
664	70947	COCO_M04	
665	70947	FAGR_M17	
666	70948	ABBA_M11	
667	70948	ABBA_M15	
668	70948	COCO_M03	
669	70948	COCO_M04	
670	70948	FAGR_M17	
671	70948	FAGR_M20	
672	70948	THOC_M08	
673	70949	COCO_M01	
674	70949	COCO_M02	
675	70949	COCO_M03	
676	70950	ABBA_M13	
677	70950	ABBA_M15	
678	70950	ACSA_M25	
679	70950	COCO_M03	
680	70950	FAGR_M17	
681	70950	FAGR_M20	
682	70951	ABBA_M14	
683	70951	ABBA_M15	
684	70951	ACSA_M24	
685	70951	COCO_M02	
686	70951	COCO_M03	
687	70951	FAGR_M16	
688	70952	ABBA_M12	
689	70952	ABBA_M14	0.3076274084369814
690	70952	ACSA_M25	
691	70952	COCO_M02	
692	70952	COCO_M03	0.4349670542822847
693	70952	FAGR_M16	
694	70952	FAGR_M17	
695	70952	FAGR_M20	
696	70952	THOC_M10	0.06496037417175618
697	70953	COCO_M03	
698	70953	COCO_M04	
699	70953	FAGR_M17	
700	70954	ABBA_M15	
701	70954	COCO_M02	
702	70954	COCO_M03	0.09235517990234525
703	70954	COCO_M04	
704	70954	FAGR_M16	
705	70954	FAGR_M20	
706	70954	THOC_M09	0.0891221224483057
707	70955	COCO_M03	
708	70955	COCO_M04	
709	70955	FAGR_M17	
710	70956	COCO_M01	
711	70956	FAGR_M20	
712	70957	ACSA_M25	
713	70957	COCO_M01	0.20654593767226492
714	70957	COCO_M02	
715	70957	COCO_M03	0.08859990264723656
716	70957	COCO_M04	
717	70959	COCO_M02	
718	70959	COCO_M04	
719	70959	FAGR_M16	
720	70959	FAGR_M20	
721	70960	ABBA_M14	
722	70960	COCO_M01	
723	70960	COCO_M04	
724	70960	FAGR_M20	
725	70961	ABBA_M13	
726	70961	ACSA_M22	
727	70961	ACSA_M25	
728	70961	COCO_M01	
729	70961	COCO_M03	
730	70962	ABBA_M13	
731	70963	ABBA_M15	
732	70963	FAGR_M17	
733	70963	FAGR_M20	
734	70964	ABBA_M11	
735	70964	ABBA_M12	
736	70964	ABBA_M13	
737	70964	ABBA_M14	
738	70964	ABBA_M15	
739	70964	COCO_M01	
740	70964	COCO_M03	
741	70964	COCO_M04	
742	70964	FAGR_M16	
743	70964	FAGR_M17	0.17849831049234557
744	70964	FAGR_M20	
745	70964	THOC_M10	
746	70965	ACSA_M25	
747	70965	FAGR_M17	
748	70965	FAGR_M20	
749	70966	ABBA_M15	
750	70966	ACSA_M25	
751	70966	COCO_M02	
752	70966	COCO_M03	
753	70966	COCO_M04	
754	70966	FAGR_M17	
755	70966	FAGR_M20	
756	70967	COCO_M03	
757	70967	COCO_M04	
758	70967	FAGR_M17	1.7258656152309653
759	70968	ABBA_M11	0.3859437346231257
760	70968	ABBA_M12	
761	70968	ABBA_M13	0.10111963973077326
762	70968	ABBA_M14	0.1412681843048871
763	70968	ABBA_M15	
764	70968	ACSA_M21	0.1116562266618337
765	70968	ACSA_M22	
766	70968	ACSA_M23	
767	70968	ACSA_M24	0.08447492220205746
768	70968	ACSA_M25	0.11527375480296956
769	70968	COCO_M01	0.03811781453960941
770	70968	COCO_M02	0.0637387668030275
771	70968	COCO_M03	0.0573547874545807
772	70968	COCO_M04	0.040429952221996884
773	70968	COCO_M05	0.02642444312778815
774	70968	FAGR_M16	0.04806911736240158
775	70968	FAGR_M17	0.06517678793898193
776	70968	FAGR_M18	0.22893259668154362
777	70968	FAGR_M19	0.2574804427380745
778	70968	FAGR_M20	0.1452847028678444
779	70968	THOC_M06	
780	70968	THOC_M07	
781	70968	THOC_M08	
782	70968	THOC_M09	0.12742257199780646
783	70968	THOC_M10	0.10920773573919726
784	70969	ACSA_M25	
785	70969	COCO_M01	
786	70969	COCO_M02	
787	70969	COCO_M03	
788	70969	COCO_M04	
789	70969	FAGR_M16	
790	70969	FAGR_M20	
791	70969	THOC_M06	
792	70970	ABBA_M13	
793	70970	ABBA_M14	
794	70970	ABBA_M15	
795	70970	ACSA_M25	
796	70970	COCO_M02	
797	70970	COCO_M03	
798	70970	FAGR_M16	
799	70970	FAGR_M17	
800	70970	FAGR_M20	
801	70970	THOC_M09	
802	70970	THOC_M10	0.13466955067790734
803	70971	ABBA_M14	
804	70971	ABBA_M15	
805	70971	COCO_M02	
806	70971	COCO_M03	
807	70971	FAGR_M16	
808	70971	FAGR_M17	
809	70971	FAGR_M20	
810	70972	ABBA_M14	0.15878785259713163
811	70972	ABBA_M15	
812	70972	COCO_M02	
813	70972	COCO_M03	
814	70972	COCO_M04	
815	70972	FAGR_M20	
816	70972	THOC_M10	
817	70973	ABBA_M14	
818	70973	COCO_M02	
819	70973	COCO_M03	
820	70973	COCO_M04	
821	70973	FAGR_M16	
822	70974	ACSA_M25	
823	70974	COCO_M01	
824	70974	COCO_M02	
825	70974	COCO_M03	
826	70974	FAGR_M16	
827	70974	FAGR_M17	
828	70974	FAGR_M20	
829	70974	THOC_M07	
830	70975	COCO_M03	
831	70975	FAGR_M16	
832	70975	FAGR_M17	
833	70976	COCO_M03	
834	70976	FAGR_M17	
835	70977	ABBA_M14	
836	70977	ABBA_M15	
837	70977	ACSA_M24	
838	70977	COCO_M02	
839	70977	FAGR_M17	
840	70977	FAGR_M20	
841	70978	ABBA_M11	
842	70978	COCO_M03	
843	70979	ABBA_M11	
844	70979	COCO_M02	
845	70979	COCO_M03	
846	70979	FAGR_M17	
847	70984	COCO_M01	
848	70985	ABBA_M15	
849	70985	ACSA_M25	0.1531838953400008
850	70985	COCO_M03	
851	70985	FAGR_M20	
852	70987	ABBA_M12	
853	70987	ACSA_M25	
854	70987	COCO_M01	
855	70988	ABBA_M15	
856	70988	ACSA_M24	
857	70988	COCO_M01	0.0633105174063447
858	70988	COCO_M04	
859	70988	FAGR_M17	
860	70988	FAGR_M20	
861	70989	ABBA_M13	
862	70989	ABBA_M14	
863	70989	ACSA_M25	
864	70989	COCO_M02	
865	70989	COCO_M04	
866	70989	FAGR_M20	
867	70990	ABBA_M13	
868	70990	ABBA_M14	
869	70990	ABBA_M15	
870	70990	COCO_M01	0.28002735395811695
871	70990	COCO_M02	
872	70990	COCO_M03	
873	70990	COCO_M04	0.1101740977163875
874	70990	COCO_M05	0.14383653716917283
875	70990	FAGR_M17	0.23435314881490069
876	70990	FAGR_M20	
877	70990	THOC_M06	
878	70993	ABBA_M11	
879	70993	ABBA_M13	
880	70993	ABBA_M15	
881	70993	COCO_M01	
882	70993	COCO_M04	0.1545991005167749
883	70993	FAGR_M17	0.28617222440802
884	70993	FAGR_M18	
885	70993	FAGR_M20	
886	70994	ABBA_M13	
887	70994	FAGR_M16	
888	70995	COCO_M01	
889	70996	ACSA_M25	
890	70996	COCO_M01	
891	70996	COCO_M02	
892	70996	COCO_M03	0.44292221572641216
893	70996	COCO_M04	0.04947029979484772
894	70996	COCO_M05	
895	70996	FAGR_M17	
896	70996	FAGR_M20	
897	70997	COCO_M03	
898	70999	ABBA_M11	
899	70999	ABBA_M13	
900	70999	ABBA_M14	
901	70999	ABBA_M15	
902	70999	ACSA_M25	
903	70999	COCO_M01	
904	70999	COCO_M03	
905	70999	FAGR_M17	
906	70999	FAGR_M19	
907	70999	FAGR_M20	
908	71000	ABBA_M13	
909	71000	ABBA_M15	0.15738510535800318
910	71000	ACSA_M22	
911	71000	ACSA_M25	
912	71000	COCO_M01	
913	71000	COCO_M02	0.25472034200213983
914	71000	COCO_M03	0.09369608890410662
915	71000	COCO_M04	
916	71000	FAGR_M20	
917	71001	COCO_M01	
918	71001	COCO_M02	
919	71001	FAGR_M17	
920	71002	ACSA_M25	
921	71002	COCO_M01	
922	71002	COCO_M02	
923	71002	COCO_M04	
924	71002	FAGR_M20	
925	71003	ABBA_M13	0.11397862681219967
926	71003	ABBA_M14	
927	71003	ABBA_M15	0.17139399958382584
928	71003	ACSA_M25	
929	71003	COCO_M01	0.16773240320848748
930	71003	COCO_M02	
931	71003	COCO_M03	
932	71003	COCO_M04	
933	71003	FAGR_M17	0.1775692465596825
934	71003	THOC_M07	
935	71004	ABBA_M11	
936	71004	ABBA_M13	
937	71004	ABBA_M14	
938	71004	ACSA_M25	
939	71004	COCO_M02	
940	71004	COCO_M03	
941	71004	COCO_M05	
942	71004	FAGR_M16	
943	71005	COCO_M03	
944	71005	COCO_M04	
945	71005	FAGR_M20	
946	71005	THOC_M09	
947	71006	ABBA_M13	
948	71006	ABBA_M14	
949	71006	COCO_M01	
950	71006	COCO_M03	0.06018449058999026
951	71007	ABBA_M14	
952	71007	ABBA_M15	
953	71007	COCO_M01	
954	71007	COCO_M02	
955	71007	COCO_M03	
956	71007	FAGR_M16	
957	71007	FAGR_M17	
958	71007	THOC_M08	
