name	bin_id	collection_id	profile_db_path	contigs_db_path
M_mesophilicum	M_mesophilicum	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_nodulans	M_nodulans	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_nonmethylotrophicum	M_nonmethylotrophicum	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_organophilum	M_organophilum	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_oryzihabitans	M_oryzihabitans	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_oxalidis	M_oxalidis	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_persicinum	M_persicinum	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_phyllostachyos	M_phyllostachyos	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_planeticum	M_planeticum	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_platani	M_platani	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_podarium	M_podarium	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_pseudosasicola	M_pseudosasicola	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_radiodurans	M_radiodurans	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_radiotolerans	M_radiotolerans	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_rhodesianum	M_rhodesianum	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_rhodinum	M_rhodinum	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_salsuginis	M_salsuginis	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_segetis	M_segetis	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_soli	M_soli	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_sp_001	M_sp_001	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_sp_002	M_sp_002	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_sp_003	M_sp_003	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_sp_004	M_sp_004	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_sp_005	M_sp_005	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_sp_006	M_sp_006	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_sp_007	M_sp_007	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_sp_008	M_sp_008	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_sp_009	M_sp_009	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_sp_010	M_sp_010	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_sp_011	M_sp_011	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_sp_012	M_sp_012	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_sp_013	M_sp_013	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_sp_014	M_sp_014	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_sp_015	M_sp_015	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_sp_016	M_sp_016	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_sp_017	M_sp_017	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_sp_018	M_sp_018	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_sp_019	M_sp_019	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_sp_020	M_sp_020	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_sp_021	M_sp_021	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_sp_022	M_sp_022	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_sp_023	M_sp_023	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_sp_024	M_sp_024	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_sp_025	M_sp_025	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_sp_026	M_sp_026	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_sp_027	M_sp_027	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_sp_028	M_sp_028	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_sp_029	M_sp_029	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_sp_030	M_sp_030	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_sp_031	M_sp_031	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_sp_032	M_sp_032	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_sp_033	M_sp_033	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_sp_034	M_sp_034	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_sp_035	M_sp_035	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_sp_036	M_sp_036	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_sp_037	M_sp_037	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_sp_038	M_sp_038	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_sp_039	M_sp_039	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_sp_040	M_sp_040	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_sp_041	M_sp_041	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_sp_042	M_sp_042	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_sp_043	M_sp_043	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_sp_044	M_sp_044	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_sp_045	M_sp_045	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_suomiense	M_suomiense	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_symbioticum	M_symbioticum	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_tardum	M_tardum	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_tarhaniae	M_tarhaniae	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_terrae	M_terrae	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_terricola	M_terricola	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_thiocyanatum	M_thiocyanatum	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_thuringiense	M_thuringiense	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_trifolii	M_trifolii	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_variabile	M_variabile	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
M_zatmanii	M_zatmanii	Methylobacterium_Species_for_COCO	../anvio_analysis/COCO/COCO-MERGED/PROFILE.db	all_genomes-CONTIGS.db
