	corresponding_gene_call	sample_id	pNpS_gene_consensus
412	69561	ABBA_M13	
413	69561	ACSA_M21	
414	69561	COCO_M05	0.0026730053048589814
415	69561	FAGR_M16	0.0
416	69561	FAGR_M17	
417	69561	FAGR_M19	
418	69561	THOC_M07	
419	69561	THOC_M08	
420	69561	THOC_M09	0.08210355393829609
421	69561	THOC_M10	0.03671019561766727
422	69562	ABBA_M12	0.45884205224944546
423	69562	COCO_M02	
424	69562	COCO_M05	
425	69562	FAGR_M17	
426	69562	FAGR_M19	
427	69562	THOC_M07	
428	69562	THOC_M08	
429	69562	THOC_M09	0.5042224661499132
430	69562	THOC_M10	0.38724813381170026
431	69563	ABBA_M12	
432	69563	ABBA_M13	
433	69563	ABBA_M14	
434	69563	COCO_M05	
435	69563	FAGR_M16	
436	69563	FAGR_M19	
437	69563	THOC_M07	
438	69563	THOC_M08	
439	69563	THOC_M09	0.7362534091980509
440	69563	THOC_M10	0.358638525435244
441	69564	ABBA_M12	0.11759111124194163
442	69564	ABBA_M14	
443	69564	COCO_M01	
444	69564	COCO_M05	
445	69564	FAGR_M16	
446	69564	FAGR_M17	
447	69564	FAGR_M19	
448	69564	THOC_M08	
449	69564	THOC_M09	
450	69564	THOC_M10	0.6046501411222962
451	69565	ABBA_M12	0.8443891360391031
452	69565	COCO_M05	0.9269650625226816
453	69565	THOC_M07	
454	69565	THOC_M09	2.2185357552642966
455	69565	THOC_M10	0.6104034805711622
456	69566	ABBA_M12	
457	69566	COCO_M03	
458	69566	COCO_M05	0.35055513205424327
459	69566	FAGR_M17	
460	69566	THOC_M07	
461	69566	THOC_M08	
462	69566	THOC_M09	0.6562240670781199
463	69566	THOC_M10	0.3266685085083851
464	69567	ABBA_M12	0.28469852518185523
465	69567	COCO_M01	
466	69567	COCO_M03	
467	69567	COCO_M05	
468	69567	FAGR_M16	
469	69567	FAGR_M19	
470	69567	THOC_M07	
471	69567	THOC_M08	
472	69567	THOC_M09	0.1420720635783195
473	69567	THOC_M10	0.11688839152722393
474	69568	ABBA_M12	0.16371395427798546
475	69568	COCO_M01	
476	69568	COCO_M05	0.08923169713895095
477	69568	FAGR_M16	
478	69568	FAGR_M17	
479	69568	FAGR_M19	
480	69568	THOC_M07	
481	69568	THOC_M08	
482	69568	THOC_M09	0.07123173109027053
483	69568	THOC_M10	0.1692400209330237
484	69569	ABBA_M12	0.18151049814114883
485	69569	COCO_M01	
486	69569	COCO_M02	
487	69569	COCO_M05	
488	69569	FAGR_M17	
489	69569	THOC_M07	
490	69569	THOC_M08	
491	69569	THOC_M09	0.62955804069178
492	69569	THOC_M10	0.11313634805608429
493	69570	ABBA_M12	
494	69570	ACSA_M21	
495	69570	COCO_M01	
496	69570	COCO_M03	
497	69570	COCO_M05	
498	69570	FAGR_M17	
499	69570	THOC_M07	
500	69570	THOC_M08	
501	69570	THOC_M09	
502	69570	THOC_M10	1.0677773198463585
503	69571	ABBA_M12	
504	69571	ACSA_M21	
505	69571	COCO_M01	
506	69571	COCO_M03	
507	69571	COCO_M05	
508	69571	FAGR_M16	
509	69571	FAGR_M17	
510	69571	THOC_M07	
511	69571	THOC_M08	
512	69571	THOC_M09	
513	69571	THOC_M10	
514	69572	ABBA_M12	
515	69572	ACSA_M21	
516	69572	COCO_M01	
517	69572	COCO_M03	
518	69572	COCO_M05	
519	69572	FAGR_M16	
520	69572	FAGR_M17	
521	69572	FAGR_M19	
522	69572	THOC_M07	
523	69572	THOC_M08	
524	69572	THOC_M09	
525	69572	THOC_M10	
526	69573	ABBA_M12	
527	69573	ABBA_M13	
528	69573	COCO_M03	
529	69573	COCO_M05	
530	69573	FAGR_M16	
531	69573	FAGR_M17	
532	69573	FAGR_M19	
533	69573	THOC_M07	
534	69573	THOC_M08	
535	69573	THOC_M09	
536	69573	THOC_M10	
537	69574	ABBA_M12	0.12323539553501023
538	69574	ABBA_M13	
539	69574	ACSA_M21	
540	69574	COCO_M01	
541	69574	COCO_M05	0.15835032753371742
542	69574	FAGR_M16	
543	69574	FAGR_M17	
544	69574	FAGR_M19	
545	69574	THOC_M07	
546	69574	THOC_M08	0.037824869797848465
547	69574	THOC_M09	0.06600031349834315
548	69574	THOC_M10	0.10315743717310082
549	69575	ABBA_M12	0.06902971851271096
550	69575	ABBA_M13	
551	69575	ABBA_M14	
552	69575	ACSA_M21	
553	69575	COCO_M01	
554	69575	COCO_M03	
555	69575	COCO_M05	0.4440382154135845
556	69575	FAGR_M19	
557	69575	THOC_M08	0.36957108268335953
558	69575	THOC_M09	0.2984593028453995
559	69575	THOC_M10	0.26703553526923635
560	69576	ABBA_M12	
561	69576	ACSA_M25	
562	69576	COCO_M01	
563	69576	COCO_M05	
564	69576	THOC_M08	
565	69576	THOC_M09	
566	69576	THOC_M10	
567	69577	ABBA_M12	
568	69577	ABBA_M14	
569	69577	ACSA_M21	
570	69577	ACSA_M24	
571	69577	COCO_M01	
572	69577	COCO_M05	0.0982189794682182
573	69577	FAGR_M16	
574	69577	FAGR_M17	
575	69577	FAGR_M19	
576	69577	THOC_M07	
577	69577	THOC_M08	
578	69577	THOC_M09	0.11237123305429365
579	69577	THOC_M10	0.07303927393003201
580	69578	ABBA_M12	0.416520696459465
581	69578	ACSA_M24	
582	69578	COCO_M01	
583	69578	COCO_M03	
584	69578	COCO_M05	
585	69578	FAGR_M16	
586	69578	FAGR_M17	
587	69578	THOC_M07	
588	69578	THOC_M08	
589	69578	THOC_M09	0.4162244136767235
590	69578	THOC_M10	0.2570093947272591
591	69579	ABBA_M12	
592	69579	COCO_M05	
593	69579	FAGR_M19	
594	69579	THOC_M08	
595	69579	THOC_M09	
596	69579	THOC_M10	
597	69580	ABBA_M12	
598	69580	ABBA_M13	
599	69580	ACSA_M21	
600	69580	COCO_M01	
601	69580	COCO_M03	
602	69580	COCO_M05	
603	69580	FAGR_M17	
604	69580	THOC_M07	
605	69580	THOC_M08	
606	69580	THOC_M09	
607	69580	THOC_M10	
608	69581	ABBA_M12	
609	69581	ABBA_M14	
610	69581	COCO_M05	
611	69581	FAGR_M17	
612	69581	FAGR_M19	
613	69581	THOC_M09	
614	69582	ABBA_M12	
615	69582	ABBA_M13	
616	69582	ABBA_M14	
617	69582	COCO_M03	
618	69582	COCO_M05	
619	69582	FAGR_M16	
620	69582	FAGR_M19	
621	69582	THOC_M08	
622	69582	THOC_M09	
623	69582	THOC_M10	0.07454034843352367
624	69583	ABBA_M12	
625	69583	COCO_M02	
626	69583	COCO_M05	
627	69583	THOC_M07	
628	69583	THOC_M08	
629	69583	THOC_M09	1.777847851548588
630	69583	THOC_M10	0.49448931328268736
631	69584	ABBA_M12	
632	69584	COCO_M05	
633	69584	FAGR_M17	
634	69584	THOC_M08	
635	69584	THOC_M09	
636	69584	THOC_M10	
637	69585	ABBA_M12	
638	69585	ACSA_M21	
639	69585	COCO_M01	
640	69585	COCO_M03	
641	69585	COCO_M05	
642	69585	FAGR_M19	
643	69585	THOC_M07	
644	69585	THOC_M08	
645	69585	THOC_M09	3.1752585770045747
646	69585	THOC_M10	
647	69586	ABBA_M12	0.13926295758624876
648	69586	ABBA_M14	
649	69586	ACSA_M21	
650	69586	ACSA_M24	
651	69586	COCO_M01	
652	69586	COCO_M02	0.11343518399299357
653	69586	COCO_M03	0.13846661593006387
654	69586	COCO_M05	0.20302299481010816
655	69586	THOC_M07	
656	69586	THOC_M08	
657	69586	THOC_M09	0.15910374999971522
658	69586	THOC_M10	0.08107302798004769
659	69587	ABBA_M12	0.3046239478177177
660	69587	ACSA_M21	
661	69587	ACSA_M25	
662	69587	COCO_M01	
663	69587	COCO_M03	
664	69587	COCO_M05	0.3066737675429849
665	69587	FAGR_M16	
666	69587	FAGR_M17	
667	69587	THOC_M07	
668	69587	THOC_M08	
669	69587	THOC_M09	0.2492764760304623
670	69587	THOC_M10	0.2422473919808471
671	69588	ABBA_M12	
672	69588	COCO_M03	
673	69588	COCO_M05	
674	69588	FAGR_M17	
675	69588	FAGR_M19	
676	69588	THOC_M08	
677	69588	THOC_M09	
678	69588	THOC_M10	
679	69589	ABBA_M12	0.5692812747138195
680	69589	ACSA_M21	
681	69589	COCO_M01	
682	69589	COCO_M03	
683	69589	COCO_M05	
684	69589	FAGR_M17	
685	69589	FAGR_M19	
686	69589	THOC_M08	
687	69589	THOC_M09	0.24982659031226012
688	69589	THOC_M10	
689	69590	ABBA_M12	
690	69590	COCO_M01	
691	69590	COCO_M05	
692	69590	FAGR_M19	
693	69590	THOC_M07	
694	69590	THOC_M08	
695	69590	THOC_M09	0.13185488218052607
696	69590	THOC_M10	
697	69591	ABBA_M12	
698	69591	COCO_M01	
699	69591	COCO_M05	
700	69591	FAGR_M16	
701	69591	THOC_M08	
702	69591	THOC_M09	
703	69591	THOC_M10	
704	69592	ABBA_M12	
705	69592	ACSA_M21	
706	69592	COCO_M01	
707	69592	COCO_M03	
708	69592	COCO_M05	
709	69592	FAGR_M16	
710	69592	FAGR_M17	
711	69592	THOC_M08	
712	69592	THOC_M09	
713	69592	THOC_M10	
714	69593	ABBA_M12	0.27644946232924694
715	69593	ACSA_M21	
716	69593	COCO_M01	
717	69593	COCO_M02	
718	69593	COCO_M03	
719	69593	COCO_M05	
720	69593	FAGR_M16	
721	69593	FAGR_M17	
722	69593	FAGR_M19	
723	69593	THOC_M07	
724	69593	THOC_M08	
725	69593	THOC_M09	0.17122633548047453
726	69593	THOC_M10	0.2074604429469517
727	69594	COCO_M01	
728	69594	COCO_M05	
729	69594	FAGR_M19	
730	69594	THOC_M08	
731	69594	THOC_M09	
732	69594	THOC_M10	
733	69595	ABBA_M12	
734	69595	ACSA_M21	
735	69595	FAGR_M16	
736	69595	THOC_M08	
737	69595	THOC_M09	1.4647083453429366
738	69595	THOC_M10	
739	69596	ABBA_M12	
740	69596	ACSA_M24	
741	69596	ACSA_M25	
742	69596	COCO_M01	
743	69596	COCO_M03	
744	69596	COCO_M05	
745	69596	FAGR_M17	
746	69596	THOC_M07	
747	69596	THOC_M08	
748	69596	THOC_M09	
749	69596	THOC_M10	
750	69597	ABBA_M12	0.13608941156942256
751	69597	ACSA_M21	
752	69597	ACSA_M25	
753	69597	COCO_M05	0.10596657919255546
754	69597	FAGR_M16	
755	69597	FAGR_M17	
756	69597	FAGR_M19	
757	69597	THOC_M07	
758	69597	THOC_M08	
759	69597	THOC_M09	0.31459522251009364
760	69597	THOC_M10	0.16932931149890865
761	69598	ABBA_M12	0.219148115037193
762	69598	ABBA_M13	
763	69598	ACSA_M21	
764	69598	COCO_M01	
765	69598	COCO_M03	
766	69598	COCO_M05	0.11136761504574925
767	69598	FAGR_M17	
768	69598	FAGR_M19	
769	69598	THOC_M07	
770	69598	THOC_M08	
771	69598	THOC_M09	0.07551990056782885
772	69598	THOC_M10	0.1010250648962632
773	69599	COCO_M01	
774	69599	COCO_M05	
775	69599	THOC_M09	
776	69599	THOC_M10	
777	69600	ABBA_M12	0.08352422149995337
778	69600	ACSA_M24	
779	69600	COCO_M01	
780	69600	COCO_M03	
781	69600	COCO_M05	
782	69600	FAGR_M16	
783	69600	FAGR_M17	
784	69600	FAGR_M19	
785	69600	FAGR_M20	
786	69600	THOC_M08	
787	69600	THOC_M09	0.1001807102386733
788	69600	THOC_M10	0.1002839150379278
789	69601	ACSA_M24	
790	69601	COCO_M05	
791	69601	THOC_M08	
792	69601	THOC_M09	
793	69602	ABBA_M12	
794	69602	ACSA_M21	
795	69602	COCO_M05	
796	69602	THOC_M07	
797	69602	THOC_M08	
798	69602	THOC_M09	
799	69602	THOC_M10	
800	69603	ABBA_M12	1.3442766782391684
801	69603	ACSA_M25	
802	69603	COCO_M01	
803	69603	COCO_M05	0.5947617018742912
804	69603	FAGR_M17	
805	69603	FAGR_M19	
806	69603	THOC_M08	
807	69603	THOC_M09	1.2025278462942806
808	69603	THOC_M10	0.7820172126973671
809	69604	ABBA_M12	0.15097263196066374
810	69604	ABBA_M13	
811	69604	COCO_M01	
812	69604	COCO_M03	
813	69604	COCO_M05	0.1182733408015828
814	69604	FAGR_M16	
815	69604	FAGR_M17	
816	69604	FAGR_M19	
817	69604	THOC_M07	
818	69604	THOC_M08	0.08364153950017807
819	69604	THOC_M09	0.37580951379483585
820	69604	THOC_M10	0.15892572921820325
821	69605	ABBA_M12	
822	69605	ACSA_M21	
823	69605	COCO_M01	
824	69605	COCO_M05	
825	69605	FAGR_M16	
826	69605	FAGR_M17	
827	69605	THOC_M08	
828	69605	THOC_M09	
829	69605	THOC_M10	
830	69606	ABBA_M11	
831	69606	ABBA_M12	0.1945411468485353
832	69606	ABBA_M13	0.22226744814837662
833	69606	ABBA_M14	0.24679052420515782
834	69606	ABBA_M15	0.154091847510498
835	69606	ACSA_M21	
836	69606	ACSA_M22	0.20619634222677183
837	69606	ACSA_M23	0.19543973941367754
838	69606	ACSA_M25	0.2837697402808181
839	69606	COCO_M01	0.24841320938907446
840	69606	COCO_M02	0.2155945949225539
841	69606	COCO_M03	0.17709393373251853
842	69606	COCO_M04	0.17918216647313143
843	69606	COCO_M05	0.30564122713486586
844	69606	FAGR_M16	0.17659342396179692
845	69606	FAGR_M17	0.18684085142267
846	69606	FAGR_M18	0.23666381796920752
847	69606	FAGR_M19	0.2043824830903768
848	69606	FAGR_M20	0.3613133956772784
849	69606	THOC_M06	0.2910382298424309
850	69606	THOC_M07	0.2176689774944648
851	69606	THOC_M08	0.23019928071153362
852	69606	THOC_M09	0.15498560411490844
853	69606	THOC_M10	0.19801178751606144
854	69607	FAGR_M19	
855	69608	ABBA_M12	
856	69608	ACSA_M21	
857	69608	COCO_M01	
858	69608	COCO_M05	
859	69608	FAGR_M16	
860	69608	FAGR_M17	
861	69608	FAGR_M19	
862	69608	THOC_M07	
863	69608	THOC_M08	
864	69608	THOC_M09	0.7517971092404653
865	69608	THOC_M10	
866	69609	ABBA_M12	0.026773509520971694
867	69609	ABBA_M14	
868	69609	ACSA_M21	
869	69609	COCO_M01	
870	69609	COCO_M03	
871	69609	COCO_M05	0.022330118242299756
872	69609	FAGR_M17	
873	69609	FAGR_M19	0.0781372496063147
874	69609	THOC_M07	
875	69609	THOC_M08	
876	69609	THOC_M09	0.06972239059567636
877	69609	THOC_M10	0.0621179904586124
878	69610	ABBA_M12	
879	69610	ABBA_M13	
880	69610	COCO_M05	
881	69610	FAGR_M16	
882	69610	THOC_M08	
883	69610	THOC_M09	1.0677991403745213
884	69610	THOC_M10	
885	69611	ABBA_M12	0.07037826602352912
886	69611	ABBA_M13	
887	69611	ABBA_M14	0.18057787252256963
888	69611	ACSA_M21	
889	69611	ACSA_M24	
890	69611	COCO_M01	
891	69611	COCO_M05	0.07690178412186631
892	69611	FAGR_M16	
893	69611	FAGR_M17	
894	69611	FAGR_M19	
895	69611	THOC_M06	
896	69611	THOC_M07	
897	69611	THOC_M08	
898	69611	THOC_M09	0.22264293984009342
899	69611	THOC_M10	0.2080199904234095
900	69612	ABBA_M12	
901	69612	ABBA_M13	
902	69612	COCO_M01	
903	69612	COCO_M05	
904	69612	FAGR_M16	
905	69612	FAGR_M17	
906	69612	FAGR_M19	
907	69612	THOC_M07	
908	69612	THOC_M08	
909	69612	THOC_M09	
