	corresponding_gene_call	sample_id	pN_gene_consensus
117	69491	ACSA_M25	
118	69492	ACSA_M25	
119	69492	COCO_M03	
120	69492	COCO_M05	
121	69492	THOC_M09	
122	69493	ABBA_M12	0.005789777434465426
123	69493	COCO_M01	
124	69493	COCO_M03	
125	69493	COCO_M05	
126	69493	THOC_M09	0.010370193961525229
127	69494	ABBA_M12	
128	69496	ABBA_M12	
129	69497	ABBA_M12	
130	69497	ACSA_M21	
131	69497	THOC_M09	0.0029392132531146
132	69497	THOC_M10	
133	69498	ABBA_M12	0.0021046138662718906
134	69498	ACSA_M24	
135	69498	COCO_M01	
136	69498	FAGR_M16	
137	69498	THOC_M08	
138	69498	THOC_M09	0.001554382577698635
139	69498	THOC_M10	
140	69500	ABBA_M12	
141	69500	ABBA_M13	
142	69500	ABBA_M14	0.004900723281823481
143	69500	ABBA_M15	
144	69500	ACSA_M21	0.0012300623114002446
145	69500	ACSA_M24	
146	69500	ACSA_M25	0.0029071528072194333
147	69500	COCO_M01	0.009868995356718263
148	69500	COCO_M02	0.008362853716947371
149	69500	COCO_M03	0.009721873304378584
150	69500	COCO_M04	0.0019986675549633604
151	69500	COCO_M05	0.012466549561203508
152	69500	FAGR_M16	
153	69500	FAGR_M17	0.002191068023616442
154	69500	FAGR_M19	0.0017558626729665327
155	69500	FAGR_M20	
156	69500	THOC_M07	0.0033311125916056007
157	69500	THOC_M08	0.0010569394839530552
158	69500	THOC_M09	0.0007900785857374243
159	69500	THOC_M10	0.001609062155166919
160	69502	COCO_M05	
161	69503	ABBA_M12	
162	69503	ACSA_M21	
163	69503	THOC_M08	
164	69503	THOC_M09	0.001010633453922682
165	69505	ACSA_M21	
166	69505	THOC_M09	
167	69506	ABBA_M12	
168	69506	ACSA_M21	
169	69506	COCO_M01	0.0038882776045805526
170	69506	COCO_M05	0.002542942722660306
171	69506	FAGR_M19	
172	69506	THOC_M08	
173	69506	THOC_M09	0.0047942803001487485
174	69506	THOC_M10	0.0021545664706022864
175	69507	COCO_M01	
176	69507	THOC_M09	0.008407446595556072
177	69507	THOC_M10	
178	69511	ABBA_M12	0.00144823554421769
179	69511	ABBA_M13	
180	69511	COCO_M01	
181	69511	COCO_M02	0.0005797773654916523
182	69511	COCO_M05	0.0006307977736549177
183	69511	FAGR_M19	
184	69511	THOC_M07	
185	69511	THOC_M09	0.0006870642424205969
186	69511	THOC_M10	0.0003405141700949161
187	69512	ABBA_M12	
188	69512	ABBA_M14	
189	69512	COCO_M05	
190	69512	FAGR_M17	
191	69512	THOC_M08	
192	69512	THOC_M09	
193	69512	THOC_M10	
194	69513	ABBA_M12	0.0016869095816464212
195	69513	ABBA_M13	
196	69513	ABBA_M14	0.0027746418561195845
197	69513	COCO_M01	0.005563991362539449
198	69513	COCO_M03	
199	69513	COCO_M04	0.0030719280719280675
200	69513	COCO_M05	0.001626616168212091
201	69513	FAGR_M17	
202	69513	FAGR_M20	
203	69513	THOC_M08	
204	69513	THOC_M09	0.0011055201453356912
205	69513	THOC_M10	
206	69514	ABBA_M12	
207	69514	COCO_M03	
208	69514	COCO_M05	
209	69514	THOC_M09	
210	69515	ABBA_M12	
211	69515	COCO_M05	
212	69515	THOC_M09	0.0018803446143347584
213	69515	THOC_M10	
214	69516	ABBA_M12	
215	69516	COCO_M05	
216	69516	FAGR_M17	
217	69516	THOC_M08	
218	69516	THOC_M09	
219	69516	THOC_M10	
220	69517	ABBA_M12	
221	69518	ABBA_M12	
222	69518	COCO_M05	
223	69518	THOC_M09	
224	69518	THOC_M10	
225	69519	ABBA_M12	0.001648299613353937
226	69519	ACSA_M21	
227	69519	COCO_M01	
228	69519	COCO_M03	
229	69519	COCO_M05	0.0016197956180260878
230	69519	FAGR_M16	
231	69519	FAGR_M17	0.0
232	69519	FAGR_M19	
233	69519	THOC_M07	0.0016583618810339334
234	69519	THOC_M08	0.00028677462887988984
235	69519	THOC_M09	0.002258712346555234
236	69519	THOC_M10	0.0033469230006458023
237	69520	ABBA_M12	
238	69520	COCO_M05	
239	69520	THOC_M08	0.004735633219239779
240	69520	THOC_M09	
241	69520	THOC_M10	
242	69521	ABBA_M12	
243	69521	COCO_M01	
244	69521	COCO_M03	
245	69521	COCO_M05	
246	69521	THOC_M07	
247	69521	THOC_M08	0.011585748792270537
248	69521	THOC_M09	0.005558111903213609
249	69521	THOC_M10	0.00709457159105497
250	69522	ABBA_M12	
251	69522	COCO_M03	
252	69522	COCO_M05	
253	69522	THOC_M08	
254	69522	THOC_M09	
255	69522	THOC_M10	
256	69523	ABBA_M12	
257	69523	COCO_M05	
258	69523	THOC_M08	
259	69523	THOC_M09	0.005294635224603121
260	69523	THOC_M10	
261	69524	ABBA_M12	
262	69524	ABBA_M14	
263	69524	ACSA_M25	
264	69524	COCO_M05	0.0008871292985239145
265	69524	FAGR_M17	0.0007939281969341378
266	69524	THOC_M08	
267	69524	THOC_M09	
268	69524	THOC_M10	0.0009037232141150198
269	69525	ABBA_M12	
270	69525	COCO_M05	
271	69525	THOC_M08	
272	69526	ABBA_M12	
273	69526	COCO_M01	
274	69526	COCO_M05	0.006433807521414901
275	69526	THOC_M09	
276	69526	THOC_M10	
277	69527	COCO_M01	
278	69527	COCO_M05	
279	69527	THOC_M08	0.002445161565472049
280	69527	THOC_M09	0.0013015525871282688
281	69527	THOC_M10	
282	69528	ABBA_M12	0.0010659349796291627
283	69528	ACSA_M25	
284	69528	COCO_M03	
285	69528	COCO_M05	
286	69528	THOC_M07	
287	69528	THOC_M08	
288	69528	THOC_M09	0.002325450678970947
289	69528	THOC_M10	0.0014235647191415794
290	69529	ABBA_M12	
291	69529	COCO_M02	
292	69529	COCO_M05	0.009134167284515389
293	69529	THOC_M08	
294	69529	THOC_M09	
295	69529	THOC_M10	
296	69530	ABBA_M12	
297	69530	COCO_M01	
298	69530	COCO_M05	0.002350621777373371
299	69530	THOC_M07	
300	69530	THOC_M08	
301	69530	THOC_M09	
302	69530	THOC_M10	
303	69531	ABBA_M12	
304	69531	ABBA_M13	
305	69531	ACSA_M21	
306	69531	COCO_M01	
307	69531	COCO_M02	
308	69531	COCO_M03	
309	69531	COCO_M05	0.004449365515472969
310	69531	THOC_M07	
311	69531	THOC_M08	
312	69531	THOC_M09	0.002076109086767028
313	69531	THOC_M10	0.001967940000160948
314	69532	ABBA_M12	
315	69532	COCO_M05	0.004999669716286285
316	69532	FAGR_M16	
317	69532	THOC_M07	
318	69532	THOC_M09	
319	69532	THOC_M10	0.0036233018251347823
320	69533	ABBA_M12	
321	69533	ACSA_M21	
322	69533	ACSA_M24	
323	69533	COCO_M01	
324	69533	COCO_M02	
325	69533	COCO_M05	0.003171002150207532
326	69533	FAGR_M16	
327	69533	FAGR_M17	
328	69533	FAGR_M19	
329	69533	THOC_M08	
330	69533	THOC_M09	0.0029581846993753354
331	69533	THOC_M10	0.0037381395617248907
332	69534	ABBA_M12	
333	69534	ACSA_M24	
334	69534	COCO_M04	
335	69534	COCO_M05	
336	69534	FAGR_M17	0.0034058991656164854
337	69534	FAGR_M19	
338	69534	THOC_M08	
339	69534	THOC_M09	
340	69534	THOC_M10	
341	69535	ABBA_M12	
342	69535	COCO_M05	
343	69535	FAGR_M17	
344	69535	THOC_M08	
345	69535	THOC_M10	
346	69536	ABBA_M12	
347	69536	ABBA_M14	
348	69536	ACSA_M21	
349	69536	ACSA_M25	
350	69536	COCO_M01	0.002836306783215616
351	69536	COCO_M03	0.0031040112708219355
352	69536	COCO_M05	0.0009081383164512735
353	69536	FAGR_M17	
354	69536	THOC_M07	
355	69536	THOC_M08	
356	69536	THOC_M09	
357	69536	THOC_M10	
358	69537	ABBA_M12	0.003008357338559868
359	69537	ABBA_M14	0.0029966201789929387
360	69537	ACSA_M21	
361	69537	COCO_M01	
362	69537	COCO_M03	0.0026794693916503314
363	69537	COCO_M05	0.001493205409341687
364	69537	FAGR_M19	
365	69537	THOC_M08	
366	69537	THOC_M09	0.0013314076156087356
367	69537	THOC_M10	
368	69540	ABBA_M12	
369	69540	COCO_M05	
370	69540	THOC_M09	
371	69540	THOC_M10	0.0031412806701783614
372	69543	ABBA_M12	
373	69543	COCO_M05	0.0001877644256408436
374	69543	THOC_M09	
375	69543	THOC_M10	
376	69547	ABBA_M14	
377	69547	COCO_M03	
378	69547	COCO_M05	
379	69547	THOC_M09	
380	69547	THOC_M10	0.0007785851994661112
381	69549	ABBA_M12	
382	69549	COCO_M05	
383	69553	ABBA_M12	0.003943936716431461
384	69553	ABBA_M14	0.0007957308408854074
385	69553	COCO_M01	
386	69553	COCO_M03	
387	69553	COCO_M05	
388	69553	FAGR_M17	
389	69553	FAGR_M20	0.0012504341785342116
390	69553	THOC_M07	
391	69554	ABBA_M12	
392	69554	COCO_M03	
393	69554	FAGR_M17	
394	69555	ABBA_M12	
395	69555	COCO_M01	
396	69555	COCO_M02	
397	69555	COCO_M03	
398	69555	COCO_M05	
399	69555	FAGR_M20	
400	69558	ACSA_M21	
401	69558	ACSA_M24	
402	69558	COCO_M03	
403	69558	COCO_M05	
404	69558	FAGR_M19	0.0009064346902184756
405	69559	COCO_M05	
406	69559	FAGR_M16	
407	69560	COCO_M02	0.0015572911423885115
408	69560	COCO_M03	
409	69560	FAGR_M17	0.0014625509968439632
410	69560	THOC_M09	
411	69561	ABBA_M12	0.0004412803012473537
412	69561	ABBA_M13	
413	69561	ACSA_M21	
414	69561	COCO_M05	5.883737349964716e-05
415	69561	FAGR_M16	0.0
416	69561	FAGR_M17	
417	69561	FAGR_M19	
418	69561	THOC_M07	
419	69561	THOC_M08	
420	69561	THOC_M09	0.0012170363012981283
421	69561	THOC_M10	0.0005387619584381069
422	69562	ABBA_M12	0.0038607329521794195
423	69562	COCO_M02	
424	69562	COCO_M05	
425	69562	FAGR_M17	
426	69562	FAGR_M19	
427	69562	THOC_M07	
428	69562	THOC_M08	
429	69562	THOC_M09	0.00936846087799059
430	69562	THOC_M10	0.009007949093194037
431	69563	ABBA_M12	
432	69563	ABBA_M13	
433	69563	ABBA_M14	
434	69563	COCO_M05	
435	69563	FAGR_M16	
436	69563	FAGR_M19	
437	69563	THOC_M07	
438	69563	THOC_M08	
439	69563	THOC_M09	0.005588177181084237
440	69563	THOC_M10	0.004546492332587432
441	69564	ABBA_M12	0.002600101818249748
442	69564	ABBA_M14	
443	69564	COCO_M01	
444	69564	COCO_M05	
445	69564	FAGR_M16	
446	69564	FAGR_M17	
447	69564	FAGR_M19	
448	69564	THOC_M08	
449	69564	THOC_M09	
450	69564	THOC_M10	0.005183050681265367
451	69565	ABBA_M12	0.007805840432852727
452	69565	COCO_M05	0.006991587607717337
453	69565	THOC_M07	
454	69565	THOC_M09	0.01820617638535104
455	69565	THOC_M10	0.0056564615966828505
456	69566	ABBA_M12	
457	69566	COCO_M03	
458	69566	COCO_M05	0.004252449942495949
459	69566	FAGR_M17	
460	69566	THOC_M07	
461	69566	THOC_M08	
462	69566	THOC_M09	0.009026302036200485
463	69566	THOC_M10	0.00876680131784947
464	69567	ABBA_M12	0.0016577856505261264
465	69567	COCO_M01	
466	69567	COCO_M03	
467	69567	COCO_M05	
468	69567	FAGR_M16	
469	69567	FAGR_M19	
470	69567	THOC_M07	
471	69567	THOC_M08	
472	69567	THOC_M09	0.0014524244692991838
473	69567	THOC_M10	0.0021497093301583673
474	69568	ABBA_M12	0.0020880552357027335
475	69568	COCO_M01	
476	69568	COCO_M05	0.0007879472306349752
477	69568	FAGR_M16	
478	69568	FAGR_M17	
479	69568	FAGR_M19	
480	69568	THOC_M07	
481	69568	THOC_M08	
482	69568	THOC_M09	0.0005346209212110737
483	69568	THOC_M10	0.004055162356458187
484	69569	ABBA_M12	0.0011222939354675655
485	69569	COCO_M01	
486	69569	COCO_M02	
487	69569	COCO_M05	
488	69569	FAGR_M17	
489	69569	THOC_M07	
490	69569	THOC_M08	
491	69569	THOC_M09	0.0026018043857982485
492	69569	THOC_M10	0.0009849135996386799
493	69570	ABBA_M12	
494	69570	ACSA_M21	
495	69570	COCO_M01	
496	69570	COCO_M03	
497	69570	COCO_M05	
498	69570	FAGR_M17	
499	69570	THOC_M07	
500	69570	THOC_M08	
501	69570	THOC_M09	
502	69570	THOC_M10	0.002250703536767304
503	69571	ABBA_M12	
504	69571	ACSA_M21	
505	69571	COCO_M01	
506	69571	COCO_M03	
507	69571	COCO_M05	
508	69571	FAGR_M16	
509	69571	FAGR_M17	
510	69571	THOC_M07	
511	69571	THOC_M08	
512	69571	THOC_M09	
513	69571	THOC_M10	
514	69572	ABBA_M12	
515	69572	ACSA_M21	
516	69572	COCO_M01	
517	69572	COCO_M03	
518	69572	COCO_M05	
519	69572	FAGR_M16	
520	69572	FAGR_M17	
521	69572	FAGR_M19	
522	69572	THOC_M07	
523	69572	THOC_M08	
524	69572	THOC_M09	
525	69572	THOC_M10	
526	69573	ABBA_M12	
527	69573	ABBA_M13	
528	69573	COCO_M03	
529	69573	COCO_M05	
530	69573	FAGR_M16	
531	69573	FAGR_M17	
532	69573	FAGR_M19	
533	69573	THOC_M07	
534	69573	THOC_M08	
535	69573	THOC_M09	
536	69573	THOC_M10	
537	69574	ABBA_M12	0.0009242809583759325
538	69574	ABBA_M13	
539	69574	ACSA_M21	
540	69574	COCO_M01	
541	69574	COCO_M05	0.0013098761354016384
542	69574	FAGR_M16	
543	69574	FAGR_M17	
544	69574	FAGR_M19	
545	69574	THOC_M07	
546	69574	THOC_M08	0.00037241019927764137
547	69574	THOC_M09	0.0008047304530188959
548	69574	THOC_M10	0.001032757214880247
549	69575	ABBA_M12	0.0009025531841034949
550	69575	ABBA_M13	
551	69575	ABBA_M14	
552	69575	ACSA_M21	
553	69575	COCO_M01	
554	69575	COCO_M03	
555	69575	COCO_M05	0.004635227730753739
556	69575	FAGR_M19	
557	69575	THOC_M08	0.0043555379861305
558	69575	THOC_M09	0.0039606459924405825
559	69575	THOC_M10	0.004474231892172682
560	69576	ABBA_M12	
561	69576	ACSA_M25	
562	69576	COCO_M01	
563	69576	COCO_M05	
564	69576	THOC_M08	
565	69576	THOC_M09	
566	69576	THOC_M10	
567	69577	ABBA_M12	
568	69577	ABBA_M14	
569	69577	ACSA_M21	
570	69577	ACSA_M24	
571	69577	COCO_M01	
572	69577	COCO_M05	0.0007683359269484102
573	69577	FAGR_M16	
574	69577	FAGR_M17	
575	69577	FAGR_M19	
576	69577	THOC_M07	
577	69577	THOC_M08	
578	69577	THOC_M09	0.0004046088049657525
579	69577	THOC_M10	0.00047760662784640794
580	69578	ABBA_M12	0.0024109102019276227
581	69578	ACSA_M24	
582	69578	COCO_M01	
583	69578	COCO_M03	
584	69578	COCO_M05	
585	69578	FAGR_M16	
586	69578	FAGR_M17	
587	69578	THOC_M07	
588	69578	THOC_M08	
589	69578	THOC_M09	0.0012224512028792224
590	69578	THOC_M10	0.0021803802337371026
591	69579	ABBA_M12	
592	69579	COCO_M05	
593	69579	FAGR_M19	
594	69579	THOC_M08	
595	69579	THOC_M09	
596	69579	THOC_M10	
597	69580	ABBA_M12	
598	69580	ABBA_M13	
599	69580	ACSA_M21	
600	69580	COCO_M01	
601	69580	COCO_M03	
602	69580	COCO_M05	
603	69580	FAGR_M17	
604	69580	THOC_M07	
605	69580	THOC_M08	
606	69580	THOC_M09	
607	69580	THOC_M10	
608	69581	ABBA_M12	
609	69581	ABBA_M14	
610	69581	COCO_M05	
611	69581	FAGR_M17	
612	69581	FAGR_M19	
613	69581	THOC_M09	
614	69582	ABBA_M12	
615	69582	ABBA_M13	
616	69582	ABBA_M14	
617	69582	COCO_M03	
618	69582	COCO_M05	
619	69582	FAGR_M16	
620	69582	FAGR_M19	
621	69582	THOC_M08	
622	69582	THOC_M09	
623	69582	THOC_M10	0.000859612474954023
624	69583	ABBA_M12	
625	69583	COCO_M02	
626	69583	COCO_M05	
627	69583	THOC_M07	
628	69583	THOC_M08	
629	69583	THOC_M09	0.0024982643582952572
630	69583	THOC_M10	0.0013662931130184008
631	69584	ABBA_M12	
632	69584	COCO_M05	
633	69584	FAGR_M17	
634	69584	THOC_M08	
635	69584	THOC_M09	
636	69584	THOC_M10	
637	69585	ABBA_M12	
638	69585	ACSA_M21	
639	69585	COCO_M01	
640	69585	COCO_M03	
641	69585	COCO_M05	
642	69585	FAGR_M19	
643	69585	THOC_M07	
644	69585	THOC_M08	
645	69585	THOC_M09	0.0031128988708659525
646	69585	THOC_M10	
647	69586	ABBA_M12	0.0009774726965565287
648	69586	ABBA_M14	
649	69586	ACSA_M21	
650	69586	ACSA_M24	
651	69586	COCO_M01	
652	69586	COCO_M02	0.0008995650598809617
653	69586	COCO_M03	0.0015989020925041852
654	69586	COCO_M05	0.002715532136664585
655	69586	THOC_M07	
656	69586	THOC_M08	
657	69586	THOC_M09	0.000664697664716039
658	69586	THOC_M10	0.0003433630990414131
659	69587	ABBA_M12	0.002723124219834751
660	69587	ACSA_M21	
661	69587	ACSA_M25	
662	69587	COCO_M01	
663	69587	COCO_M03	
664	69587	COCO_M05	0.0014647998200629805
665	69587	FAGR_M16	
666	69587	FAGR_M17	
667	69587	THOC_M07	
668	69587	THOC_M08	
669	69587	THOC_M09	0.0015947634057039898
670	69587	THOC_M10	0.002248414022163858
671	69588	ABBA_M12	
672	69588	COCO_M03	
673	69588	COCO_M05	
674	69588	FAGR_M17	
675	69588	FAGR_M19	
676	69588	THOC_M08	
677	69588	THOC_M09	
678	69588	THOC_M10	
679	69589	ABBA_M12	0.0025846086618707864
680	69589	ACSA_M21	
681	69589	COCO_M01	
682	69589	COCO_M03	
683	69589	COCO_M05	
684	69589	FAGR_M17	
685	69589	FAGR_M19	
686	69589	THOC_M08	
687	69589	THOC_M09	0.000932885424718457
688	69589	THOC_M10	
689	69590	ABBA_M12	
690	69590	COCO_M01	
691	69590	COCO_M05	
692	69590	FAGR_M19	
693	69590	THOC_M07	
694	69590	THOC_M08	
695	69590	THOC_M09	0.0009774905792384447
696	69590	THOC_M10	
697	69591	ABBA_M12	
698	69591	COCO_M01	
699	69591	COCO_M05	
700	69591	FAGR_M16	
701	69591	THOC_M08	
702	69591	THOC_M09	
703	69591	THOC_M10	
704	69592	ABBA_M12	
705	69592	ACSA_M21	
706	69592	COCO_M01	
707	69592	COCO_M03	
708	69592	COCO_M05	
709	69592	FAGR_M16	
710	69592	FAGR_M17	
711	69592	THOC_M08	
712	69592	THOC_M09	
713	69592	THOC_M10	
714	69593	ABBA_M12	0.001406753481763639
715	69593	ACSA_M21	
716	69593	COCO_M01	
717	69593	COCO_M02	
718	69593	COCO_M03	
719	69593	COCO_M05	
720	69593	FAGR_M16	
721	69593	FAGR_M17	
722	69593	FAGR_M19	
723	69593	THOC_M07	
724	69593	THOC_M08	
725	69593	THOC_M09	0.00046327205340068435
726	69593	THOC_M10	0.0006742860740112846
727	69594	COCO_M01	
728	69594	COCO_M05	
729	69594	FAGR_M19	
730	69594	THOC_M08	
731	69594	THOC_M09	
732	69594	THOC_M10	
733	69595	ABBA_M12	
734	69595	ACSA_M21	
735	69595	FAGR_M16	
736	69595	THOC_M08	
737	69595	THOC_M09	0.004483526058730888
738	69595	THOC_M10	
739	69596	ABBA_M12	
740	69596	ACSA_M24	
741	69596	ACSA_M25	
742	69596	COCO_M01	
743	69596	COCO_M03	
744	69596	COCO_M05	
745	69596	FAGR_M17	
746	69596	THOC_M07	
747	69596	THOC_M08	
748	69596	THOC_M09	
749	69596	THOC_M10	
750	69597	ABBA_M12	0.0009083214711653081
751	69597	ACSA_M21	
752	69597	ACSA_M25	
753	69597	COCO_M05	0.0007134788037338679
754	69597	FAGR_M16	
755	69597	FAGR_M17	
756	69597	FAGR_M19	
757	69597	THOC_M07	
758	69597	THOC_M08	
759	69597	THOC_M09	0.0015871346089848188
760	69597	THOC_M10	0.000919880780920949
761	69598	ABBA_M12	0.0015242783091369639
762	69598	ABBA_M13	
763	69598	ACSA_M21	
764	69598	COCO_M01	
765	69598	COCO_M03	
766	69598	COCO_M05	0.0009679485844044954
767	69598	FAGR_M17	
768	69598	FAGR_M19	
769	69598	THOC_M07	
770	69598	THOC_M08	
771	69598	THOC_M09	0.0005964144073355896
772	69598	THOC_M10	0.0006755169724813766
773	69599	COCO_M01	
774	69599	COCO_M05	
775	69599	THOC_M09	
776	69599	THOC_M10	
777	69600	ABBA_M12	0.0012559918568339867
778	69600	ACSA_M24	
779	69600	COCO_M01	
780	69600	COCO_M03	
781	69600	COCO_M05	
782	69600	FAGR_M16	
783	69600	FAGR_M17	
784	69600	FAGR_M19	
785	69600	FAGR_M20	
786	69600	THOC_M08	
787	69600	THOC_M09	0.0009683546720442105
788	69600	THOC_M10	0.0007458986177006298
789	69601	ACSA_M24	
790	69601	COCO_M05	
791	69601	THOC_M08	
792	69601	THOC_M09	
793	69602	ABBA_M12	
794	69602	ACSA_M21	
795	69602	COCO_M05	
796	69602	THOC_M07	
797	69602	THOC_M08	
798	69602	THOC_M09	
799	69602	THOC_M10	
800	69603	ABBA_M12	0.00575968710599819
801	69603	ACSA_M25	
802	69603	COCO_M01	
803	69603	COCO_M05	0.004731369728734008
804	69603	FAGR_M17	
805	69603	FAGR_M19	
806	69603	THOC_M08	
807	69603	THOC_M09	0.005659084275043447
808	69603	THOC_M10	0.004635608033995205
809	69604	ABBA_M12	0.0018604426071958462
810	69604	ABBA_M13	
811	69604	COCO_M01	
812	69604	COCO_M03	
813	69604	COCO_M05	0.0012402125187095582
814	69604	FAGR_M16	
815	69604	FAGR_M17	
816	69604	FAGR_M19	
817	69604	THOC_M07	
818	69604	THOC_M08	0.0008468565118811389
819	69604	THOC_M09	0.002395252040881104
820	69604	THOC_M10	0.0013858939433218321
821	69605	ABBA_M12	
822	69605	ACSA_M21	
823	69605	COCO_M01	
824	69605	COCO_M05	
825	69605	FAGR_M16	
826	69605	FAGR_M17	
827	69605	THOC_M08	
828	69605	THOC_M09	
829	69605	THOC_M10	
830	69606	ABBA_M11	
831	69606	ABBA_M12	0.0035368575236487407
832	69606	ABBA_M13	0.0044167437506927145
833	69606	ABBA_M14	0.007243047941010612
834	69606	ABBA_M15	0.002571441457318959
835	69606	ACSA_M21	
836	69606	ACSA_M22	0.0028237099491171037
837	69606	ACSA_M23	0.0014213799230085819
838	69606	ACSA_M25	0.005253418820433553
839	69606	COCO_M01	0.0035907417621931594
840	69606	COCO_M02	0.0037842845390160746
841	69606	COCO_M03	0.004567719005271864
842	69606	COCO_M04	0.004351430328629008
843	69606	COCO_M05	0.002585655515455275
844	69606	FAGR_M16	0.005200685824722105
845	69606	FAGR_M17	0.010165362585489704
846	69606	FAGR_M18	0.0023777879316119513
847	69606	FAGR_M19	0.005600456230881619
848	69606	FAGR_M20	0.005110788925256417
849	69606	THOC_M06	0.005143297333447674
850	69606	THOC_M07	0.007011897575822629
851	69606	THOC_M08	0.007335956161215358
852	69606	THOC_M09	0.0021235344997918544
853	69606	THOC_M10	0.005372921213405084
854	69607	FAGR_M19	
855	69608	ABBA_M12	
856	69608	ACSA_M21	
857	69608	COCO_M01	
858	69608	COCO_M05	
859	69608	FAGR_M16	
860	69608	FAGR_M17	
861	69608	FAGR_M19	
862	69608	THOC_M07	
863	69608	THOC_M08	
864	69608	THOC_M09	0.006405658964177324
865	69608	THOC_M10	
866	69609	ABBA_M12	0.0005347001991297308
867	69609	ABBA_M14	
868	69609	ACSA_M21	
869	69609	COCO_M01	
870	69609	COCO_M03	
871	69609	COCO_M05	0.0005069373271178423
872	69609	FAGR_M17	
873	69609	FAGR_M19	0.0013195943417025175
874	69609	THOC_M07	
875	69609	THOC_M08	
876	69609	THOC_M09	0.001949903354341175
877	69609	THOC_M10	0.0018676509014799577
878	69610	ABBA_M12	
879	69610	ABBA_M13	
880	69610	COCO_M05	
881	69610	FAGR_M16	
882	69610	THOC_M08	
883	69610	THOC_M09	0.005108026109803067
884	69610	THOC_M10	
885	69611	ABBA_M12	0.0005778318129726809
886	69611	ABBA_M13	
887	69611	ABBA_M14	0.0031562754340283368
888	69611	ACSA_M21	
889	69611	ACSA_M24	
890	69611	COCO_M01	
891	69611	COCO_M05	0.0012222536120752227
892	69611	FAGR_M16	
893	69611	FAGR_M17	
894	69611	FAGR_M19	
895	69611	THOC_M06	
896	69611	THOC_M07	
897	69611	THOC_M08	
898	69611	THOC_M09	0.0017977394231788527
899	69611	THOC_M10	0.000980640861440898
