	corresponding_gene_call	sample_id	num_SCVs
69	69473	FAGR_M16	3
70	69473	FAGR_M17	1
71	69473	THOC_M07	5
72	69473	THOC_M08	9
73	69473	THOC_M09	3
74	69473	THOC_M10	9
75	69474	ABBA_M12	1
76	69474	THOC_M10	4
77	69476	THOC_M09	2
78	69476	THOC_M10	1
79	69477	ABBA_M12	1
80	69477	COCO_M05	1
81	69477	THOC_M07	1
82	69477	THOC_M09	1
83	69477	THOC_M10	1
84	69478	THOC_M08	1
85	69479	ABBA_M12	1
86	69479	COCO_M05	1
87	69479	THOC_M08	1
88	69479	THOC_M09	1
89	69479	THOC_M10	1
90	69480	ABBA_M12	1
91	69480	THOC_M09	1
92	69480	THOC_M10	3
93	69481	ABBA_M12	1
94	69481	THOC_M08	1
95	69481	THOC_M09	3
96	69481	THOC_M10	2
97	69482	ABBA_M12	1
98	69482	COCO_M03	1
99	69482	THOC_M07	1
100	69482	THOC_M09	4
101	69482	THOC_M10	1
102	69483	FAGR_M16	1
103	69483	FAGR_M17	1
104	69484	THOC_M09	7
105	69484	THOC_M10	10
106	69485	THOC_M10	5
107	69488	ABBA_M12	7
108	69488	ABBA_M13	5
109	69488	FAGR_M17	3
110	69489	COCO_M02	1
111	69489	FAGR_M16	2
112	69489	THOC_M09	15
113	69489	THOC_M10	17
114	69490	THOC_M09	1
115	69490	THOC_M10	8
116	69491	ABBA_M12	1
117	69491	ACSA_M25	5
118	69492	ACSA_M25	2
119	69492	COCO_M03	2
120	69492	COCO_M05	2
121	69492	THOC_M09	3
122	69493	ABBA_M12	19
123	69493	COCO_M01	2
124	69493	COCO_M03	1
125	69493	COCO_M05	5
126	69493	THOC_M09	19
127	69494	ABBA_M12	2
128	69496	ABBA_M12	1
129	69497	ABBA_M12	6
130	69497	ACSA_M21	2
131	69497	THOC_M09	10
132	69497	THOC_M10	1
133	69498	ABBA_M12	11
134	69498	ACSA_M24	7
135	69498	COCO_M01	4
136	69498	FAGR_M16	1
137	69498	THOC_M08	1
138	69498	THOC_M09	19
139	69498	THOC_M10	1
140	69500	ABBA_M12	7
141	69500	ABBA_M13	1
142	69500	ABBA_M14	34
143	69500	ABBA_M15	1
144	69500	ACSA_M21	10
145	69500	ACSA_M24	3
146	69500	ACSA_M25	11
147	69500	COCO_M01	81
148	69500	COCO_M02	60
149	69500	COCO_M03	84
150	69500	COCO_M04	11
151	69500	COCO_M05	100
152	69500	FAGR_M16	7
153	69500	FAGR_M17	21
154	69500	FAGR_M19	10
155	69500	FAGR_M20	1
156	69500	THOC_M07	23
157	69500	THOC_M08	20
158	69500	THOC_M09	18
159	69500	THOC_M10	20
160	69502	COCO_M05	2
161	69503	ABBA_M12	3
162	69503	ACSA_M21	1
163	69503	THOC_M08	1
164	69503	THOC_M09	16
165	69505	ACSA_M21	1
166	69505	THOC_M09	6
167	69506	ABBA_M12	8
168	69506	ACSA_M21	1
169	69506	COCO_M01	11
170	69506	COCO_M05	10
171	69506	FAGR_M19	2
172	69506	THOC_M08	6
173	69506	THOC_M09	27
174	69506	THOC_M10	13
175	69507	COCO_M01	3
176	69507	THOC_M09	14
177	69507	THOC_M10	2
178	69511	ABBA_M12	33
179	69511	ABBA_M13	1
180	69511	COCO_M01	2
181	69511	COCO_M02	10
182	69511	COCO_M05	17
183	69511	FAGR_M19	1
184	69511	THOC_M07	4
185	69511	THOC_M09	21
186	69511	THOC_M10	12
187	69512	ABBA_M12	1
188	69512	ABBA_M14	4
189	69512	COCO_M05	2
190	69512	FAGR_M17	2
191	69512	THOC_M08	1
192	69512	THOC_M09	1
193	69512	THOC_M10	4
194	69513	ABBA_M12	17
195	69513	ABBA_M13	5
196	69513	ABBA_M14	17
197	69513	COCO_M01	36
198	69513	COCO_M03	3
199	69513	COCO_M04	20
200	69513	COCO_M05	22
201	69513	FAGR_M17	1
202	69513	FAGR_M20	6
203	69513	THOC_M08	2
204	69513	THOC_M09	15
205	69513	THOC_M10	9
206	69514	ABBA_M12	2
207	69514	COCO_M03	1
208	69514	COCO_M05	1
209	69514	THOC_M09	1
210	69515	ABBA_M12	1
211	69515	COCO_M05	2
212	69515	THOC_M09	16
213	69515	THOC_M10	2
214	69516	ABBA_M12	2
215	69516	COCO_M05	2
216	69516	FAGR_M17	1
217	69516	THOC_M08	1
218	69516	THOC_M09	1
219	69516	THOC_M10	2
220	69517	ABBA_M12	2
221	69518	ABBA_M12	1
222	69518	COCO_M05	3
223	69518	THOC_M09	4
224	69518	THOC_M10	1
225	69519	ABBA_M12	36
226	69519	ACSA_M21	4
227	69519	COCO_M01	1
228	69519	COCO_M03	3
229	69519	COCO_M05	18
230	69519	FAGR_M16	3
231	69519	FAGR_M17	13
232	69519	FAGR_M19	4
233	69519	THOC_M07	30
234	69519	THOC_M08	10
235	69519	THOC_M09	60
236	69519	THOC_M10	52
237	69520	ABBA_M12	5
238	69520	COCO_M05	3
239	69520	THOC_M08	12
240	69520	THOC_M09	7
241	69520	THOC_M10	6
242	69521	ABBA_M12	2
243	69521	COCO_M01	2
244	69521	COCO_M03	1
245	69521	COCO_M05	2
246	69521	THOC_M07	1
247	69521	THOC_M08	14
248	69521	THOC_M09	12
249	69521	THOC_M10	12
250	69522	ABBA_M12	1
251	69522	COCO_M03	1
252	69522	COCO_M05	1
253	69522	THOC_M08	1
254	69522	THOC_M09	1
255	69522	THOC_M10	1
256	69523	ABBA_M12	7
257	69523	COCO_M05	7
258	69523	THOC_M08	4
259	69523	THOC_M09	15
260	69523	THOC_M10	8
261	69524	ABBA_M12	1
262	69524	ABBA_M14	1
263	69524	ACSA_M25	1
264	69524	COCO_M05	15
265	69524	FAGR_M17	19
266	69524	THOC_M08	4
267	69524	THOC_M09	7
268	69524	THOC_M10	15
269	69525	ABBA_M12	6
270	69525	COCO_M05	3
271	69525	THOC_M08	1
272	69526	ABBA_M12	1
273	69526	COCO_M01	9
274	69526	COCO_M05	15
275	69526	THOC_M09	2
276	69526	THOC_M10	1
277	69527	COCO_M01	1
278	69527	COCO_M05	1
279	69527	THOC_M08	11
280	69527	THOC_M09	11
281	69527	THOC_M10	4
282	69528	ABBA_M12	13
283	69528	ACSA_M25	1
284	69528	COCO_M03	6
285	69528	COCO_M05	8
286	69528	THOC_M07	2
287	69528	THOC_M08	9
288	69528	THOC_M09	40
289	69528	THOC_M10	22
290	69529	ABBA_M12	3
291	69529	COCO_M02	1
292	69529	COCO_M05	26
293	69529	THOC_M08	1
294	69529	THOC_M09	4
295	69529	THOC_M10	5
296	69530	ABBA_M12	2
297	69530	COCO_M01	1
298	69530	COCO_M05	19
299	69530	THOC_M07	6
300	69530	THOC_M08	1
301	69530	THOC_M09	1
302	69530	THOC_M10	1
303	69531	ABBA_M12	6
304	69531	ABBA_M13	1
305	69531	ACSA_M21	1
306	69531	COCO_M01	1
307	69531	COCO_M02	5
308	69531	COCO_M03	1
309	69531	COCO_M05	16
310	69531	THOC_M07	1
311	69531	THOC_M08	4
312	69531	THOC_M09	15
313	69531	THOC_M10	11
314	69532	ABBA_M12	3
315	69532	COCO_M05	11
316	69532	FAGR_M16	1
317	69532	THOC_M07	1
318	69532	THOC_M09	6
319	69532	THOC_M10	13
320	69533	ABBA_M12	9
321	69533	ACSA_M21	4
322	69533	ACSA_M24	1
323	69533	COCO_M01	8
324	69533	COCO_M02	2
325	69533	COCO_M05	22
326	69533	FAGR_M16	2
327	69533	FAGR_M17	1
328	69533	FAGR_M19	1
329	69533	THOC_M08	8
330	69533	THOC_M09	16
331	69533	THOC_M10	22
332	69534	ABBA_M12	1
333	69534	ACSA_M24	2
334	69534	COCO_M04	5
335	69534	COCO_M05	4
336	69534	FAGR_M17	15
337	69534	FAGR_M19	1
338	69534	THOC_M08	1
339	69534	THOC_M09	4
340	69534	THOC_M10	3
341	69535	ABBA_M12	2
342	69535	COCO_M05	1
343	69535	FAGR_M17	2
344	69535	THOC_M08	1
345	69535	THOC_M10	1
346	69536	ABBA_M12	8
347	69536	ABBA_M14	1
348	69536	ACSA_M21	1
349	69536	ACSA_M25	1
350	69536	COCO_M01	11
351	69536	COCO_M03	17
352	69536	COCO_M05	12
353	69536	FAGR_M17	2
354	69536	THOC_M07	3
355	69536	THOC_M08	1
356	69536	THOC_M09	9
357	69536	THOC_M10	6
358	69537	ABBA_M12	14
359	69537	ABBA_M14	19
360	69537	ACSA_M21	1
361	69537	COCO_M01	3
362	69537	COCO_M03	10
363	69537	COCO_M05	15
364	69537	FAGR_M19	9
365	69537	THOC_M08	2
366	69537	THOC_M09	26
367	69537	THOC_M10	9
368	69540	ABBA_M12	2
369	69540	COCO_M05	6
370	69540	THOC_M09	7
371	69540	THOC_M10	17
372	69543	ABBA_M12	4
373	69543	COCO_M05	10
374	69543	THOC_M09	1
375	69543	THOC_M10	4
376	69547	ABBA_M14	2
377	69547	COCO_M03	9
378	69547	COCO_M05	3
379	69547	THOC_M09	3
380	69547	THOC_M10	18
381	69549	ABBA_M12	3
382	69549	COCO_M05	2
383	69553	ABBA_M12	16
384	69553	ABBA_M14	11
385	69553	COCO_M01	8
386	69553	COCO_M03	7
387	69553	COCO_M05	6
388	69553	FAGR_M17	1
389	69553	FAGR_M20	10
390	69553	THOC_M07	1
391	69554	ABBA_M12	9
392	69554	COCO_M03	3
393	69554	FAGR_M17	9
394	69555	ABBA_M12	1
395	69555	COCO_M01	1
396	69555	COCO_M02	2
397	69555	COCO_M03	1
398	69555	COCO_M05	2
399	69555	FAGR_M20	1
400	69558	ACSA_M21	3
401	69558	ACSA_M24	2
402	69558	COCO_M03	7
403	69558	COCO_M05	1
404	69558	FAGR_M19	10
405	69559	COCO_M05	1
406	69559	FAGR_M16	1
407	69560	COCO_M02	10
408	69560	COCO_M03	7
409	69560	FAGR_M17	10
410	69560	THOC_M09	1
411	69561	ABBA_M12	10
412	69561	ABBA_M13	4
413	69561	ACSA_M21	2
414	69561	COCO_M05	16
415	69561	FAGR_M16	12
416	69561	FAGR_M17	5
417	69561	FAGR_M19	1
418	69561	THOC_M07	1
419	69561	THOC_M08	2
420	69561	THOC_M09	21
421	69561	THOC_M10	17
422	69562	ABBA_M12	13
423	69562	COCO_M02	6
424	69562	COCO_M05	1
425	69562	FAGR_M17	3
426	69562	FAGR_M19	1
427	69562	THOC_M07	5
428	69562	THOC_M08	7
429	69562	THOC_M09	19
430	69562	THOC_M10	17
431	69563	ABBA_M12	6
432	69563	ABBA_M13	1
433	69563	ABBA_M14	2
434	69563	COCO_M05	6
435	69563	FAGR_M16	1
436	69563	FAGR_M19	1
437	69563	THOC_M07	1
438	69563	THOC_M08	8
439	69563	THOC_M09	14
440	69563	THOC_M10	12
441	69564	ABBA_M12	11
442	69564	ABBA_M14	2
443	69564	COCO_M01	5
444	69564	COCO_M05	6
445	69564	FAGR_M16	1
446	69564	FAGR_M17	5
447	69564	FAGR_M19	1
448	69564	THOC_M08	4
449	69564	THOC_M09	9
450	69564	THOC_M10	12
451	69565	ABBA_M12	12
452	69565	COCO_M05	10
453	69565	THOC_M07	5
454	69565	THOC_M09	21
455	69565	THOC_M10	11
456	69566	ABBA_M12	6
457	69566	COCO_M03	1
458	69566	COCO_M05	13
459	69566	FAGR_M17	2
460	69566	THOC_M07	9
461	69566	THOC_M08	6
462	69566	THOC_M09	29
463	69566	THOC_M10	33
464	69567	ABBA_M12	15
465	69567	COCO_M01	1
466	69567	COCO_M03	1
467	69567	COCO_M05	1
468	69567	FAGR_M16	3
469	69567	FAGR_M19	2
470	69567	THOC_M07	5
471	69567	THOC_M08	5
472	69567	THOC_M09	16
473	69567	THOC_M10	25
474	69568	ABBA_M12	22
475	69568	COCO_M01	2
476	69568	COCO_M05	12
477	69568	FAGR_M16	5
478	69568	FAGR_M17	2
479	69568	FAGR_M19	6
480	69568	THOC_M07	3
481	69568	THOC_M08	7
482	69568	THOC_M09	14
483	69568	THOC_M10	53
484	69569	ABBA_M12	10
485	69569	COCO_M01	1
486	69569	COCO_M02	1
487	69569	COCO_M05	7
488	69569	FAGR_M17	4
489	69569	THOC_M07	1
490	69569	THOC_M08	1
491	69569	THOC_M09	16
492	69569	THOC_M10	11
493	69570	ABBA_M12	7
494	69570	ACSA_M21	1
495	69570	COCO_M01	1
496	69570	COCO_M03	1
497	69570	COCO_M05	4
498	69570	FAGR_M17	3
499	69570	THOC_M07	1
500	69570	THOC_M08	5
501	69570	THOC_M09	4
502	69570	THOC_M10	10
503	69571	ABBA_M12	5
504	69571	ACSA_M21	1
505	69571	COCO_M01	1
506	69571	COCO_M03	2
507	69571	COCO_M05	9
508	69571	FAGR_M16	3
509	69571	FAGR_M17	6
510	69571	THOC_M07	6
511	69571	THOC_M08	6
512	69571	THOC_M09	6
513	69571	THOC_M10	7
514	69572	ABBA_M12	5
515	69572	ACSA_M21	1
516	69572	COCO_M01	1
517	69572	COCO_M03	3
518	69572	COCO_M05	5
519	69572	FAGR_M16	5
520	69572	FAGR_M17	3
521	69572	FAGR_M19	3
522	69572	THOC_M07	3
523	69572	THOC_M08	3
524	69572	THOC_M09	9
525	69572	THOC_M10	8
526	69573	ABBA_M12	2
527	69573	ABBA_M13	1
528	69573	COCO_M03	1
529	69573	COCO_M05	1
530	69573	FAGR_M16	1
531	69573	FAGR_M17	1
532	69573	FAGR_M19	1
533	69573	THOC_M07	2
534	69573	THOC_M08	2
535	69573	THOC_M09	5
536	69573	THOC_M10	3
537	69574	ABBA_M12	24
538	69574	ABBA_M13	2
539	69574	ACSA_M21	3
540	69574	COCO_M01	5
541	69574	COCO_M05	26
542	69574	FAGR_M16	3
543	69574	FAGR_M17	2
544	69574	FAGR_M19	4
545	69574	THOC_M07	8
546	69574	THOC_M08	19
547	69574	THOC_M09	38
548	69574	THOC_M10	40
549	69575	ABBA_M12	14
550	69575	ABBA_M13	1
551	69575	ABBA_M14	2
552	69575	ACSA_M21	1
553	69575	COCO_M01	6
554	69575	COCO_M03	2
555	69575	COCO_M05	13
556	69575	FAGR_M19	1
557	69575	THOC_M08	10
558	69575	THOC_M09	17
559	69575	THOC_M10	14
560	69576	ABBA_M12	8
561	69576	ACSA_M25	2
562	69576	COCO_M01	1
563	69576	COCO_M05	5
564	69576	THOC_M08	1
565	69576	THOC_M09	5
566	69576	THOC_M10	9
567	69577	ABBA_M12	9
568	69577	ABBA_M14	1
569	69577	ACSA_M21	1
570	69577	ACSA_M24	3
571	69577	COCO_M01	4
572	69577	COCO_M05	11
573	69577	FAGR_M16	3
574	69577	FAGR_M17	2
575	69577	FAGR_M19	6
576	69577	THOC_M07	5
577	69577	THOC_M08	5
578	69577	THOC_M09	12
579	69577	THOC_M10	13
580	69578	ABBA_M12	10
581	69578	ACSA_M24	1
582	69578	COCO_M01	2
583	69578	COCO_M03	1
584	69578	COCO_M05	8
585	69578	FAGR_M16	3
586	69578	FAGR_M17	1
587	69578	THOC_M07	3
588	69578	THOC_M08	7
589	69578	THOC_M09	10
590	69578	THOC_M10	13
591	69579	ABBA_M12	3
592	69579	COCO_M05	1
593	69579	FAGR_M19	1
594	69579	THOC_M08	1
595	69579	THOC_M09	2
596	69579	THOC_M10	4
597	69580	ABBA_M12	4
598	69580	ABBA_M13	2
599	69580	ACSA_M21	2
600	69580	COCO_M01	1
601	69580	COCO_M03	2
602	69580	COCO_M05	6
603	69580	FAGR_M17	1
604	69580	THOC_M07	2
605	69580	THOC_M08	1
606	69580	THOC_M09	4
607	69580	THOC_M10	7
608	69581	ABBA_M12	2
609	69581	ABBA_M14	2
610	69581	COCO_M05	3
611	69581	FAGR_M17	2
612	69581	FAGR_M19	1
613	69581	THOC_M09	3
614	69582	ABBA_M12	4
615	69582	ABBA_M13	5
616	69582	ABBA_M14	9
617	69582	COCO_M03	1
618	69582	COCO_M05	7
619	69582	FAGR_M16	2
620	69582	FAGR_M19	1
621	69582	THOC_M08	1
622	69582	THOC_M09	6
623	69582	THOC_M10	25
624	69583	ABBA_M12	5
625	69583	COCO_M02	2
626	69583	COCO_M05	5
627	69583	THOC_M07	1
628	69583	THOC_M08	2
629	69583	THOC_M09	14
630	69583	THOC_M10	10
631	69584	ABBA_M12	2
632	69584	COCO_M05	2
633	69584	FAGR_M17	1
634	69584	THOC_M08	1
635	69584	THOC_M09	3
636	69584	THOC_M10	2
637	69585	ABBA_M12	7
638	69585	ACSA_M21	1
639	69585	COCO_M01	6
640	69585	COCO_M03	2
641	69585	COCO_M05	7
642	69585	FAGR_M19	1
643	69585	THOC_M07	1
644	69585	THOC_M08	9
645	69585	THOC_M09	10
646	69585	THOC_M10	9
647	69586	ABBA_M12	22
648	69586	ABBA_M14	6
649	69586	ACSA_M21	4
650	69586	ACSA_M24	1
651	69586	COCO_M01	5
652	69586	COCO_M02	22
653	69586	COCO_M03	26
654	69586	COCO_M05	36
655	69586	THOC_M07	1
656	69586	THOC_M08	4
657	69586	THOC_M09	25
658	69586	THOC_M10	10
659	69587	ABBA_M12	14
660	69587	ACSA_M21	4
661	69587	ACSA_M25	2
662	69587	COCO_M01	7
663	69587	COCO_M03	2
664	69587	COCO_M05	10
665	69587	FAGR_M16	1
666	69587	FAGR_M17	2
667	69587	THOC_M07	5
668	69587	THOC_M08	3
669	69587	THOC_M09	11
670	69587	THOC_M10	12
671	69588	ABBA_M12	3
672	69588	COCO_M03	1
673	69588	COCO_M05	2
674	69588	FAGR_M17	1
675	69588	FAGR_M19	1
676	69588	THOC_M08	1
677	69588	THOC_M09	6
678	69588	THOC_M10	3
679	69589	ABBA_M12	15
680	69589	ACSA_M21	1
681	69589	COCO_M01	1
682	69589	COCO_M03	1
683	69589	COCO_M05	5
684	69589	FAGR_M17	7
685	69589	FAGR_M19	1
686	69589	THOC_M08	1
687	69589	THOC_M09	11
688	69589	THOC_M10	8
689	69590	ABBA_M12	4
690	69590	COCO_M01	1
691	69590	COCO_M05	4
692	69590	FAGR_M19	2
693	69590	THOC_M07	2
694	69590	THOC_M08	2
695	69590	THOC_M09	18
696	69590	THOC_M10	4
697	69591	ABBA_M12	5
698	69591	COCO_M01	1
699	69591	COCO_M05	4
700	69591	FAGR_M16	5
701	69591	THOC_M08	5
702	69591	THOC_M09	3
703	69591	THOC_M10	6
704	69592	ABBA_M12	4
705	69592	ACSA_M21	2
706	69592	COCO_M01	1
707	69592	COCO_M03	1
708	69592	COCO_M05	6
709	69592	FAGR_M16	1
710	69592	FAGR_M17	1
711	69592	THOC_M08	3
712	69592	THOC_M09	4
713	69592	THOC_M10	4
714	69593	ABBA_M12	16
715	69593	ACSA_M21	4
716	69593	COCO_M01	4
717	69593	COCO_M02	2
718	69593	COCO_M03	1
719	69593	COCO_M05	7
720	69593	FAGR_M16	6
721	69593	FAGR_M17	7
722	69593	FAGR_M19	1
723	69593	THOC_M07	1
724	69593	THOC_M08	5
725	69593	THOC_M09	11
726	69593	THOC_M10	13
727	69594	COCO_M01	1
728	69594	COCO_M05	1
729	69594	FAGR_M19	1
730	69594	THOC_M08	4
731	69594	THOC_M09	1
732	69594	THOC_M10	1
733	69595	ABBA_M12	4
734	69595	ACSA_M21	1
735	69595	FAGR_M16	1
736	69595	THOC_M08	2
737	69595	THOC_M09	10
738	69595	THOC_M10	2
739	69596	ABBA_M12	4
740	69596	ACSA_M24	1
741	69596	ACSA_M25	1
742	69596	COCO_M01	2
743	69596	COCO_M03	1
744	69596	COCO_M05	7
745	69596	FAGR_M17	3
746	69596	THOC_M07	1
747	69596	THOC_M08	3
748	69596	THOC_M09	5
749	69596	THOC_M10	5
750	69597	ABBA_M12	13
751	69597	ACSA_M21	2
752	69597	ACSA_M25	3
753	69597	COCO_M05	11
754	69597	FAGR_M16	2
755	69597	FAGR_M17	9
756	69597	FAGR_M19	6
757	69597	THOC_M07	4
758	69597	THOC_M08	5
759	69597	THOC_M09	15
760	69597	THOC_M10	16
761	69598	ABBA_M12	12
762	69598	ABBA_M13	1
763	69598	ACSA_M21	1
764	69598	COCO_M01	3
765	69598	COCO_M03	3
766	69598	COCO_M05	10
767	69598	FAGR_M17	2
768	69598	FAGR_M19	2
769	69598	THOC_M07	2
770	69598	THOC_M08	9
771	69598	THOC_M09	11
772	69598	THOC_M10	11
773	69599	COCO_M01	1
774	69599	COCO_M05	3
775	69599	THOC_M09	5
776	69599	THOC_M10	6
777	69600	ABBA_M12	19
778	69600	ACSA_M24	1
779	69600	COCO_M01	1
780	69600	COCO_M03	2
781	69600	COCO_M05	8
782	69600	FAGR_M16	3
783	69600	FAGR_M17	8
784	69600	FAGR_M19	5
785	69600	FAGR_M20	1
786	69600	THOC_M08	6
787	69600	THOC_M09	18
788	69600	THOC_M10	13
789	69601	ACSA_M24	1
790	69601	COCO_M05	2
791	69601	THOC_M08	6
792	69601	THOC_M09	4
793	69602	ABBA_M12	3
794	69602	ACSA_M21	1
795	69602	COCO_M05	3
796	69602	THOC_M07	2
797	69602	THOC_M08	8
798	69602	THOC_M09	5
799	69602	THOC_M10	5
800	69603	ABBA_M12	23
801	69603	ACSA_M25	3
802	69603	COCO_M01	3
803	69603	COCO_M05	16
804	69603	FAGR_M17	2
805	69603	FAGR_M19	8
806	69603	THOC_M08	9
807	69603	THOC_M09	28
808	69603	THOC_M10	21
809	69604	ABBA_M12	22
810	69604	ABBA_M13	3
811	69604	COCO_M01	4
812	69604	COCO_M03	7
813	69604	COCO_M05	17
814	69604	FAGR_M16	1
815	69604	FAGR_M17	5
816	69604	FAGR_M19	6
817	69604	THOC_M07	6
818	69604	THOC_M08	15
819	69604	THOC_M09	25
820	69604	THOC_M10	18
821	69605	ABBA_M12	3
822	69605	ACSA_M21	2
823	69605	COCO_M01	4
824	69605	COCO_M05	4
825	69605	FAGR_M16	3
826	69605	FAGR_M17	1
827	69605	THOC_M08	1
828	69605	THOC_M09	9
829	69605	THOC_M10	4
830	69606	ABBA_M11	6
831	69606	ABBA_M12	50
832	69606	ABBA_M13	39
833	69606	ABBA_M14	58
834	69606	ABBA_M15	29
835	69606	ACSA_M21	4
836	69606	ACSA_M22	30
837	69606	ACSA_M23	13
838	69606	ACSA_M25	38
839	69606	COCO_M01	24
840	69606	COCO_M02	34
841	69606	COCO_M03	53
842	69606	COCO_M04	43
843	69606	COCO_M05	21
844	69606	FAGR_M16	56
845	69606	FAGR_M17	95
846	69606	FAGR_M18	31
847	69606	FAGR_M19	52
848	69606	FAGR_M20	29
849	69606	THOC_M06	38
850	69606	THOC_M07	53
851	69606	THOC_M08	63
852	69606	THOC_M09	58
853	69606	THOC_M10	84
854	69607	FAGR_M19	1
855	69608	ABBA_M12	8
856	69608	ACSA_M21	3
857	69608	COCO_M01	3
858	69608	COCO_M05	3
859	69608	FAGR_M16	1
860	69608	FAGR_M17	4
861	69608	FAGR_M19	1
862	69608	THOC_M07	1
863	69608	THOC_M08	4
864	69608	THOC_M09	11
865	69608	THOC_M10	8
866	69609	ABBA_M12	13
867	69609	ABBA_M14	2
868	69609	ACSA_M21	1
869	69609	COCO_M01	5
870	69609	COCO_M03	1
871	69609	COCO_M05	14
872	69609	FAGR_M17	1
873	69609	FAGR_M19	11
874	69609	THOC_M07	2
875	69609	THOC_M08	2
876	69609	THOC_M09	24
877	69609	THOC_M10	31
878	69610	ABBA_M12	1
879	69610	ABBA_M13	2
880	69610	COCO_M05	4
881	69610	FAGR_M16	3
882	69610	THOC_M08	2
883	69610	THOC_M09	19
884	69610	THOC_M10	3
885	69611	ABBA_M12	17
886	69611	ABBA_M13	1
887	69611	ABBA_M14	30
888	69611	ACSA_M21	1
889	69611	ACSA_M24	6
890	69611	COCO_M01	2
891	69611	COCO_M05	23
892	69611	FAGR_M16	1
893	69611	FAGR_M17	2
894	69611	FAGR_M19	2
895	69611	THOC_M06	5
896	69611	THOC_M07	2
897	69611	THOC_M08	6
898	69611	THOC_M09	40
899	69611	THOC_M10	17
900	69612	ABBA_M12	8
901	69612	ABBA_M13	2
902	69612	COCO_M01	4
903	69612	COCO_M05	6
904	69612	FAGR_M16	2
905	69612	FAGR_M17	2
906	69612	FAGR_M19	3
907	69612	THOC_M07	4
908	69612	THOC_M08	5
909	69612	THOC_M09	9
910	69612	THOC_M10	18
911	69613	ABBA_M12	10
912	69613	ABBA_M14	2
913	69613	COCO_M01	2
914	69613	COCO_M05	10
915	69613	FAGR_M16	2
916	69613	FAGR_M17	1
917	69613	FAGR_M19	1
918	69613	THOC_M07	1
919	69613	THOC_M08	2
920	69613	THOC_M09	14
921	69613	THOC_M10	9
922	69614	ABBA_M12	11
923	69614	ACSA_M21	1
924	69614	THOC_M09	6
925	69614	THOC_M10	1
926	69615	FAGR_M16	1
927	69615	THOC_M09	3
928	69615	THOC_M10	2
929	69616	ABBA_M12	2
930	69616	COCO_M05	4
931	69616	FAGR_M16	1
932	69616	FAGR_M19	1
933	69616	THOC_M08	2
934	69616	THOC_M09	11
935	69616	THOC_M10	1
936	69617	COCO_M05	1
937	69617	FAGR_M19	1
938	69617	THOC_M09	8
939	69617	THOC_M10	2
940	69618	ABBA_M12	6
941	69618	ABBA_M13	2
942	69618	ABBA_M14	1
943	69618	ACSA_M21	1
944	69618	ACSA_M24	6
945	69618	COCO_M01	2
946	69618	COCO_M02	1
947	69618	COCO_M03	1
948	69618	COCO_M05	8
949	69618	FAGR_M16	4
950	69618	FAGR_M17	13
951	69618	FAGR_M19	3
952	69618	THOC_M07	2
953	69618	THOC_M08	3
954	69618	THOC_M09	9
955	69618	THOC_M10	5
956	69619	THOC_M10	2
957	69620	ABBA_M12	2
958	69620	ABBA_M13	2
959	69620	COCO_M01	1
960	69620	COCO_M05	4
961	69620	FAGR_M17	2
962	69620	FAGR_M19	2
963	69620	THOC_M09	7
964	69620	THOC_M10	4
965	69621	ABBA_M12	12
966	69621	COCO_M01	2
967	69621	COCO_M05	3
968	69621	FAGR_M16	1
