	corresponding_gene_call	sample_id	pNpS_gene_consensus
269	66230	COCO_M03	0.030402014881578798
270	66230	COCO_M04	0.0
271	66230	COCO_M05	0.04301754396794051
272	66230	FAGR_M16	
273	66230	FAGR_M17	
274	66230	FAGR_M19	
275	66230	THOC_M07	
276	66230	THOC_M09	
277	66230	THOC_M10	
278	66231	ABBA_M12	
279	66231	ABBA_M14	0.18106776456480453
280	66231	ACSA_M21	
281	66231	ACSA_M22	
282	66231	ACSA_M24	
283	66231	ACSA_M25	
284	66231	COCO_M01	0.04754934665741379
285	66231	COCO_M02	0.08003296595363057
286	66231	COCO_M03	0.11959417290470706
287	66231	COCO_M04	
288	66231	COCO_M05	0.04568297881583826
289	66231	FAGR_M16	0.04632329281431812
290	66231	FAGR_M17	0.0
291	66231	FAGR_M19	
292	66231	THOC_M07	
293	66231	THOC_M09	0.08396052843661332
294	66231	THOC_M10	
295	66232	ABBA_M12	
296	66232	ACSA_M21	
297	66232	ACSA_M24	
298	66232	ACSA_M25	
299	66232	COCO_M01	0.04365091002139819
300	66232	COCO_M02	0.022651132649374073
301	66232	COCO_M03	0.02654990563088896
302	66232	COCO_M04	0.04852137407069788
303	66232	COCO_M05	0.03342687595513991
304	66232	FAGR_M16	
305	66232	FAGR_M17	
306	66232	FAGR_M19	
307	66232	THOC_M09	0.038203583870604414
308	66232	THOC_M10	0.04786618753620591
309	66233	COCO_M01	0.17251125173703682
310	66233	COCO_M02	0.024228710917088704
311	66233	COCO_M03	0.03631124614398947
312	66233	COCO_M04	
313	66233	COCO_M05	0.0917702228492544
314	66233	FAGR_M16	
315	66233	FAGR_M17	
316	66233	FAGR_M19	
317	66233	THOC_M09	
318	66233	THOC_M10	
319	66234	ABBA_M12	
320	66234	ABBA_M14	0.05626828459668192
321	66234	ACSA_M21	
322	66234	ACSA_M22	
323	66234	ACSA_M24	0.1741961086454117
324	66234	ACSA_M25	
325	66234	COCO_M01	0.07498209256514671
326	66234	COCO_M02	0.04598584136523663
327	66234	COCO_M03	0.026322694829989373
328	66234	COCO_M04	
329	66234	COCO_M05	0.029618296079711
330	66234	FAGR_M16	
331	66234	FAGR_M17	
332	66234	FAGR_M19	
333	66234	THOC_M07	
334	66234	THOC_M09	0.12673843687922715
335	66234	THOC_M10	0.11460285710589797
336	66235	ACSA_M21	
337	66235	ACSA_M24	
338	66235	COCO_M01	0.11305600162739878
339	66235	COCO_M02	0.08797097777920357
340	66235	COCO_M03	
341	66235	COCO_M04	
342	66235	COCO_M05	
343	66235	FAGR_M16	
344	66235	FAGR_M19	
345	66235	FAGR_M20	
346	66235	THOC_M09	
347	66235	THOC_M10	
348	66236	ABBA_M12	
349	66236	ABBA_M13	
350	66236	ABBA_M14	0.004109087445978418
351	66236	ACSA_M21	0.27969069582381517
352	66236	ACSA_M22	0.4381271715625517
353	66236	ACSA_M24	0.04767419584235588
354	66236	ACSA_M25	
355	66236	COCO_M01	
356	66236	COCO_M02	0.04358527499754832
357	66236	COCO_M03	
358	66236	COCO_M04	0.0
359	66236	COCO_M05	0.07065133463871895
360	66236	FAGR_M16	0.01399395308007249
361	66236	FAGR_M17	
362	66236	FAGR_M19	
363	66236	FAGR_M20	0.014597670837834805
364	66236	THOC_M07	
365	66236	THOC_M08	
366	66236	THOC_M09	0.008235625529430022
367	66236	THOC_M10	0.09125009361077119
368	66237	ABBA_M12	0.15471334894366684
369	66237	ACSA_M21	0.10228882486530416
370	66237	ACSA_M24	0.04395920558420719
371	66237	ACSA_M25	
372	66237	COCO_M01	0.24678401079667042
373	66237	COCO_M02	0.18232910649021075
374	66237	COCO_M03	0.21371493547706177
375	66237	COCO_M04	0.21458701524667695
376	66237	COCO_M05	0.16895367557825142
377	66237	FAGR_M16	0.08202738129254983
378	66237	FAGR_M17	0.19139505878067087
379	66237	FAGR_M19	0.11903233236355962
380	66237	THOC_M07	0.12618615807205016
381	66237	THOC_M09	0.15120422887937973
382	66237	THOC_M10	
383	66238	ABBA_M12	
384	66238	ABBA_M14	
385	66238	ACSA_M21	
386	66238	ACSA_M25	
387	66238	COCO_M01	0.04863988005747409
388	66238	COCO_M02	0.04695377943899788
389	66238	COCO_M03	0.06648303999167607
390	66238	COCO_M04	
391	66238	COCO_M05	0.06154836832290496
392	66238	FAGR_M16	
393	66238	FAGR_M17	
394	66238	FAGR_M19	
395	66238	THOC_M09	
396	66238	THOC_M10	
397	66239	ABBA_M12	
398	66239	ACSA_M21	
399	66239	ACSA_M24	
400	66239	ACSA_M25	
401	66239	COCO_M01	0.03867200839480589
402	66239	COCO_M02	0.07949141771789789
403	66239	COCO_M03	0.08790406140149398
404	66239	COCO_M04	
405	66239	COCO_M05	0.07680837364704543
406	66239	FAGR_M16	
407	66239	FAGR_M17	
408	66239	THOC_M07	
409	66239	THOC_M09	
410	66239	THOC_M10	
411	66240	ABBA_M12	
412	66240	ABBA_M13	
413	66240	ABBA_M14	0.057853795785463985
414	66240	ACSA_M21	
415	66240	ACSA_M24	
416	66240	COCO_M01	0.0031575658120768816
417	66240	COCO_M02	0.01985389230568798
418	66240	COCO_M03	0.022341995102353636
419	66240	COCO_M04	
420	66240	COCO_M05	0.043366984189921305
421	66240	FAGR_M16	0.05231819577470995
422	66240	FAGR_M17	
423	66240	FAGR_M19	
424	66240	THOC_M07	0.10285412089543194
425	66240	THOC_M08	
426	66240	THOC_M09	0.06814142179983845
427	66240	THOC_M10	0.005496320630745897
428	66241	ABBA_M11	
429	66241	ABBA_M12	0.64297023036384
430	66241	ABBA_M13	0.2125570232344254
431	66241	ABBA_M14	0.22377600647698642
432	66241	ABBA_M15	0.023685460552066457
433	66241	ACSA_M21	0.6371614333943122
434	66241	ACSA_M22	
435	66241	ACSA_M24	0.9209504903246469
436	66241	ACSA_M25	0.10349583623365925
437	66241	COCO_M01	0.23843784992102754
438	66241	COCO_M02	0.01713409671141776
439	66241	COCO_M03	0.03369025793239136
440	66241	COCO_M04	0.31980302391842924
441	66241	COCO_M05	0.016427224442506105
442	66241	FAGR_M16	0.20439585286321618
443	66241	FAGR_M17	0.3397197890019617
444	66241	FAGR_M19	0.32984583556178226
445	66241	FAGR_M20	0.9216276408420122
446	66241	THOC_M06	0.07205044098417138
447	66241	THOC_M07	0.15481080807637543
448	66241	THOC_M08	0.5268375876011994
449	66241	THOC_M09	
450	66241	THOC_M10	0.27021135313280215
451	66242	ABBA_M12	0.024550948395017397
452	66242	ABBA_M13	
453	66242	ABBA_M14	0.07770876210167116
454	66242	ACSA_M21	0.022707044856330197
455	66242	ACSA_M24	
456	66242	ACSA_M25	0.07831889265745019
457	66242	COCO_M01	0.03655620413399232
458	66242	COCO_M02	0.023351554973375304
459	66242	COCO_M03	0.020162345525852627
460	66242	COCO_M04	
461	66242	COCO_M05	0.019806980882392838
462	66242	FAGR_M16	
463	66242	FAGR_M17	
464	66242	FAGR_M19	0.03063258014767732
465	66242	FAGR_M20	
466	66242	THOC_M08	
467	66242	THOC_M09	
468	66242	THOC_M10	
469	66243	ACSA_M21	
470	66243	COCO_M01	
471	66243	COCO_M02	
472	66243	COCO_M03	
473	66243	COCO_M05	
474	66243	FAGR_M16	
475	66243	FAGR_M17	
476	66243	FAGR_M19	
477	66243	THOC_M07	
478	66243	THOC_M09	
479	66243	THOC_M10	
480	66244	ABBA_M12	
481	66244	ABBA_M14	
482	66244	ACSA_M21	
483	66244	ACSA_M25	0.08187608488393493
484	66244	COCO_M01	0.02847628539927729
485	66244	COCO_M02	0.05843919628167058
486	66244	COCO_M03	0.06590958352197253
487	66244	COCO_M04	
488	66244	COCO_M05	0.06152475339133423
489	66244	FAGR_M16	
490	66244	FAGR_M17	
491	66244	FAGR_M19	
492	66244	THOC_M07	0.03570897268507437
493	66244	THOC_M08	
494	66244	THOC_M09	
495	66244	THOC_M10	0.03740094268323533
496	66245	ABBA_M12	
497	66245	ACSA_M21	
498	66245	COCO_M01	
499	66245	COCO_M02	
500	66245	COCO_M03	
501	66245	COCO_M04	
502	66245	COCO_M05	0.012055621216973504
503	66245	FAGR_M17	
504	66245	FAGR_M19	
505	66245	THOC_M07	
506	66245	THOC_M09	
507	66245	THOC_M10	
508	66246	ABBA_M12	
509	66246	ABBA_M14	
510	66246	ACSA_M21	
511	66246	ACSA_M25	
512	66246	COCO_M01	0.08726541232175267
513	66246	COCO_M02	0.07542088705363736
514	66246	COCO_M03	0.08446332441361958
515	66246	COCO_M04	
516	66246	COCO_M05	0.07777241898301385
517	66246	FAGR_M16	
518	66246	FAGR_M17	
519	66246	FAGR_M19	
520	66246	FAGR_M20	
521	66246	THOC_M07	0.33413339532187014
522	66246	THOC_M08	
523	66246	THOC_M09	0.04134832748565293
524	66246	THOC_M10	0.139973336712587
525	66247	ABBA_M12	0.08121151960788105
526	66247	ABBA_M13	0.24556295829062683
527	66247	ABBA_M14	0.12782206506798519
528	66247	ACSA_M21	0.06354408679370768
529	66247	ACSA_M24	
530	66247	ACSA_M25	
531	66247	COCO_M01	0.0411504357594829
532	66247	COCO_M02	0.04205882709388736
533	66247	COCO_M03	0.054362345303015105
534	66247	COCO_M04	
535	66247	COCO_M05	0.055990029607465436
536	66247	FAGR_M16	0.07634129544292109
537	66247	FAGR_M17	0.09220606105396593
538	66247	FAGR_M19	0.10058387316031078
539	66247	THOC_M06	
540	66247	THOC_M07	0.11048156378491374
541	66247	THOC_M08	
542	66247	THOC_M09	0.054472486966877065
543	66247	THOC_M10	0.044773439587523174
544	66248	ABBA_M12	
545	66248	ACSA_M21	0.025342518123813027
546	66248	ACSA_M24	
547	66248	ACSA_M25	
548	66248	COCO_M01	
549	66248	COCO_M02	0.023118319862566336
550	66248	COCO_M03	0.005547596789191368
551	66248	COCO_M04	
552	66248	COCO_M05	0.08748571194358705
553	66248	FAGR_M16	
554	66248	FAGR_M17	
555	66248	THOC_M09	0.3405102561741246
556	66248	THOC_M10	
557	66252	ABBA_M12	0.12571519814089252
558	66252	ABBA_M13	
559	66252	ABBA_M14	0.4559333294918707
560	66252	ACSA_M21	0.06012689000052991
561	66252	ACSA_M22	
562	66252	ACSA_M24	0.05119580134973149
563	66252	ACSA_M25	0.1535681664716722
564	66252	COCO_M01	0.1181386145748546
565	66252	COCO_M02	0.10622238307719196
566	66252	COCO_M03	0.1186766830634267
567	66252	COCO_M04	0.06881383264860404
568	66252	COCO_M05	0.1593588049509654
569	66252	FAGR_M16	0.0840900127954637
570	66252	FAGR_M17	0.08398234176494938
571	66252	FAGR_M19	
572	66252	FAGR_M20	
573	66252	THOC_M07	0.31350557686301767
574	66252	THOC_M08	
575	66252	THOC_M09	0.12313991228466868
576	66252	THOC_M10	0.04176926630889974
577	66253	ABBA_M12	0.2934004263980612
578	66253	ABBA_M13	
579	66253	ABBA_M14	
580	66253	ACSA_M24	
581	66253	ACSA_M25	0.23389033540818904
582	66253	COCO_M01	0.20614909826932581
583	66253	COCO_M02	0.22221207928625097
584	66253	COCO_M03	0.2584022034547375
585	66253	COCO_M04	0.09581312873462167
586	66253	COCO_M05	0.23167780826715864
587	66253	FAGR_M16	0.14354536240359939
588	66253	FAGR_M17	0.08061209207226604
589	66253	FAGR_M19	0.11952898204840384
590	66253	FAGR_M20	
591	66253	THOC_M07	
592	66253	THOC_M09	0.20440956682115588
593	66253	THOC_M10	0.287068895823111
594	66254	COCO_M01	0.32946507828099375
595	66254	COCO_M02	0.25303272839432034
596	66254	COCO_M03	0.19326862788886356
597	66254	COCO_M04	0.4935131708908335
598	66254	COCO_M05	0.19094170944297867
599	66254	FAGR_M17	1.3848266352447782
600	66254	THOC_M09	
601	66254	THOC_M10	
602	66255	ABBA_M14	
603	66255	ACSA_M21	
604	66255	ACSA_M24	
605	66255	ACSA_M25	
606	66255	COCO_M01	
607	66255	COCO_M02	0.08267733842453065
608	66255	COCO_M03	0.060012566229610084
609	66255	COCO_M04	
610	66255	COCO_M05	
611	66255	FAGR_M16	
612	66255	FAGR_M17	
613	66255	THOC_M07	
614	66255	THOC_M09	
615	66255	THOC_M10	
616	66256	ABBA_M12	0.10268273382362665
617	66256	ABBA_M13	0.10381238917616609
618	66256	ABBA_M14	0.2404034477249981
619	66256	ABBA_M15	
620	66256	ACSA_M21	0.1643258135325749
621	66256	ACSA_M24	
622	66256	ACSA_M25	0.08910289094344326
623	66256	COCO_M01	0.10134771595627484
624	66256	COCO_M02	0.17905300512587655
625	66256	COCO_M03	0.10768619610821106
626	66256	COCO_M04	0.1231562846486049
627	66256	COCO_M05	0.10508521063768994
628	66256	FAGR_M16	0.3093977215043118
629	66256	FAGR_M17	0.12436651825667627
630	66256	FAGR_M19	0.0810848780920899
631	66256	FAGR_M20	
632	66256	THOC_M06	
633	66256	THOC_M07	0.11090499585059144
634	66256	THOC_M08	
635	66256	THOC_M09	0.23219526525477543
636	66256	THOC_M10	0.10178373185414256
637	66257	ACSA_M22	
638	66257	ACSA_M24	
639	66257	ACSA_M25	
640	66257	COCO_M01	0.21252313462227151
641	66257	COCO_M02	0.22142921605319787
642	66257	COCO_M03	0.20061936951432024
643	66257	COCO_M04	0.22246769361429894
644	66257	COCO_M05	0.25223083030557675
645	66257	FAGR_M16	0.23061275260050704
646	66257	FAGR_M17	0.24996894436737238
647	66257	FAGR_M19	0.14790198965839815
648	66257	THOC_M09	0.33435239226153224
649	66257	THOC_M10	0.22572925918561798
650	66258	ABBA_M12	0.4525282040965106
651	66258	ACSA_M21	
652	66258	ACSA_M24	
653	66258	ACSA_M25	
654	66258	COCO_M01	0.18334930985963896
655	66258	COCO_M02	0.3548135531370305
656	66258	COCO_M03	0.2911001143990184
657	66258	COCO_M04	0.29652003147626393
658	66258	COCO_M05	0.25145722569737705
659	66258	FAGR_M16	0.1080671023182915
660	66258	FAGR_M17	0.14631796411739292
661	66258	FAGR_M19	
662	66258	THOC_M09	
663	66258	THOC_M10	
664	66259	ABBA_M12	
665	66259	ACSA_M21	
666	66259	ACSA_M25	
667	66259	COCO_M01	0.2793215450936519
668	66259	COCO_M02	0.4889675388764849
669	66259	COCO_M03	0.3319670583896264
670	66259	COCO_M04	
671	66259	COCO_M05	0.18541498121512312
672	66259	FAGR_M16	
673	66259	FAGR_M17	
674	66259	FAGR_M19	0.285715745817234
675	66259	THOC_M09	0.2968533300044718
676	66259	THOC_M10	
677	66260	ABBA_M12	0.2963155248781221
678	66260	ABBA_M13	
679	66260	ABBA_M14	
680	66260	ACSA_M21	
681	66260	ACSA_M22	
682	66260	ACSA_M24	
683	66260	ACSA_M25	0.05510221138893389
684	66260	COCO_M01	0.14671488319201062
685	66260	COCO_M02	0.17568240339237232
686	66260	COCO_M03	0.13968336366709752
687	66260	COCO_M04	0.10347974506229485
688	66260	COCO_M05	0.1409932411148
689	66260	FAGR_M16	0.10782893187775877
690	66260	FAGR_M17	0.10379663181821691
691	66260	FAGR_M18	
692	66260	FAGR_M19	0.23330632821121824
693	66260	THOC_M07	
694	66260	THOC_M08	
695	66260	THOC_M09	0.13282639111020045
696	66260	THOC_M10	0.07781631687455162
697	66261	ABBA_M11	
698	66261	ABBA_M12	0.12907166972953465
699	66261	ABBA_M13	0.04446596285066039
700	66261	ABBA_M14	0.1337647048253093
701	66261	ABBA_M15	0.1119561836765607
702	66261	ACSA_M21	0.1690030619197342
703	66261	ACSA_M22	0.2327362324730767
704	66261	ACSA_M24	0.1154406538172786
705	66261	ACSA_M25	0.19247283452677635
706	66261	COCO_M01	0.10437427922615279
707	66261	COCO_M02	0.08760893256884734
708	66261	COCO_M03	0.13074540200569282
709	66261	COCO_M04	0.1748589473213922
710	66261	COCO_M05	0.07128595563909841
711	66261	FAGR_M16	0.23112696418975734
712	66261	FAGR_M17	0.15387459338384596
713	66261	FAGR_M18	
714	66261	FAGR_M19	0.17807059254497576
715	66261	FAGR_M20	0.12332954978586357
716	66261	THOC_M06	
717	66261	THOC_M07	0.18770143643525036
718	66261	THOC_M08	0.07468577129268855
719	66261	THOC_M09	0.14533265101404066
720	66261	THOC_M10	0.08803783551334644
721	66262	ABBA_M12	0.05962752445826746
722	66262	ABBA_M13	0.015316196210774478
723	66262	ABBA_M14	0.14632711214499347
724	66262	ACSA_M21	
725	66262	ACSA_M22	
726	66262	COCO_M01	0.1182982084840885
727	66262	COCO_M02	0.12614324753945963
728	66262	COCO_M03	0.15135437512885905
729	66262	COCO_M04	0.13363217890281975
730	66262	COCO_M05	0.10871447895773242
731	66262	FAGR_M16	0.22745087092808275
732	66262	FAGR_M17	
733	66262	FAGR_M19	
734	66262	FAGR_M20	
735	66262	THOC_M07	
736	66262	THOC_M08	
737	66262	THOC_M09	
738	66262	THOC_M10	0.16129945887279812
739	66263	ABBA_M12	
740	66263	ACSA_M21	
741	66263	ACSA_M24	
742	66263	ACSA_M25	
743	66263	COCO_M01	0.19899264008381717
744	66263	COCO_M02	0.24861692562185658
745	66263	COCO_M03	0.21811191355420134
746	66263	COCO_M04	
747	66263	COCO_M05	0.22516783881749267
748	66263	FAGR_M16	
749	66263	FAGR_M17	0.2667610240727216
750	66263	FAGR_M19	
751	66263	FAGR_M20	
752	66263	THOC_M09	0.2606008332789895
753	66264	ABBA_M12	
754	66264	ABBA_M14	
755	66264	ACSA_M24	
756	66264	ACSA_M25	
757	66264	COCO_M01	0.14860812315203029
758	66264	COCO_M02	0.14134447476002593
759	66264	COCO_M03	0.09634328471581338
760	66264	COCO_M04	0.30076523040329967
761	66264	COCO_M05	0.11767296713114316
762	66264	FAGR_M16	0.102116926144501
763	66264	FAGR_M17	0.1591870672983018
764	66264	FAGR_M19	0.3487172990067656
765	66264	THOC_M07	
766	66264	THOC_M09	0.120014812012101
767	66264	THOC_M10	
768	66265	ABBA_M12	
769	66265	ABBA_M13	
770	66265	ABBA_M14	
771	66265	ACSA_M21	
772	66265	ACSA_M22	
773	66265	ACSA_M24	
774	66265	ACSA_M25	
775	66265	COCO_M01	0.15021733453980235
776	66265	COCO_M02	0.13146484101362732
777	66265	COCO_M03	0.20574298460132154
778	66265	COCO_M04	0.3025554278184676
779	66265	COCO_M05	0.1867182031445833
780	66265	FAGR_M16	0.1726880976773499
781	66265	FAGR_M17	0.3152538264566615
782	66265	FAGR_M19	
783	66265	FAGR_M20	
784	66265	THOC_M07	0.069416589897343
785	66265	THOC_M09	0.15525447931711772
786	66265	THOC_M10	0.18436919363876564
787	66266	ABBA_M12	0.16970935845966478
