	corresponding_gene_call	sample_id	pN_gene_consensus
265	66230	ACSA_M24	
266	66230	ACSA_M25	
267	66230	COCO_M01	0.0027950679647116366
268	66230	COCO_M02	0.0055690828776436795
269	66230	COCO_M03	0.002168787275880907
270	66230	COCO_M04	0.0
271	66230	COCO_M05	0.0035274788778281536
272	66230	FAGR_M16	
273	66230	FAGR_M17	
274	66230	FAGR_M19	
275	66230	THOC_M07	
276	66230	THOC_M09	
277	66230	THOC_M10	
278	66231	ABBA_M12	
279	66231	ABBA_M14	0.0034076895672905602
280	66231	ACSA_M21	
281	66231	ACSA_M22	
282	66231	ACSA_M24	
283	66231	ACSA_M25	
284	66231	COCO_M01	0.0007069484915210438
285	66231	COCO_M02	0.0030908053531241153
286	66231	COCO_M03	0.0035366142615263552
287	66231	COCO_M04	
288	66231	COCO_M05	0.000982346388264365
289	66231	FAGR_M16	0.00091973206979808
290	66231	FAGR_M17	0.0
291	66231	FAGR_M19	
292	66231	THOC_M07	
293	66231	THOC_M09	0.0014946705279064016
294	66231	THOC_M10	
295	66232	ABBA_M12	
296	66232	ACSA_M21	
297	66232	ACSA_M24	
298	66232	ACSA_M25	
299	66232	COCO_M01	0.0014170648564001127
300	66232	COCO_M02	0.0009303844134307251
301	66232	COCO_M03	0.0014836187744063445
302	66232	COCO_M04	0.001321253303133256
303	66232	COCO_M05	0.0018781151149078786
304	66232	FAGR_M16	
305	66232	FAGR_M17	
306	66232	FAGR_M19	
307	66232	THOC_M09	0.0008857310398499023
308	66232	THOC_M10	0.001698754246885615
309	66233	COCO_M01	0.004267659938134442
310	66233	COCO_M02	0.001155188058398911
311	66233	COCO_M03	0.0024989679946812097
312	66233	COCO_M04	
313	66233	COCO_M05	0.006358055400316441
314	66233	FAGR_M16	
315	66233	FAGR_M17	
316	66233	FAGR_M19	
317	66233	THOC_M09	
318	66233	THOC_M10	
319	66234	ABBA_M12	
320	66234	ABBA_M14	0.0017778825596341508
321	66234	ACSA_M21	
322	66234	ACSA_M22	
323	66234	ACSA_M24	0.0017882737650976104
324	66234	ACSA_M25	
325	66234	COCO_M01	0.0017360668913037737
326	66234	COCO_M02	0.0019172204082246412
327	66234	COCO_M03	0.001429706749832341
328	66234	COCO_M04	
329	66234	COCO_M05	0.0016156460936789247
330	66234	FAGR_M16	
331	66234	FAGR_M17	
332	66234	FAGR_M19	
333	66234	THOC_M07	
334	66234	THOC_M09	0.0023233876039410214
335	66234	THOC_M10	0.0023385379133993526
336	66235	ACSA_M21	
337	66235	ACSA_M24	
338	66235	COCO_M01	0.0010320672803752562
339	66235	COCO_M02	0.0017326892867468874
340	66235	COCO_M03	
341	66235	COCO_M04	
342	66235	COCO_M05	
343	66235	FAGR_M16	
344	66235	FAGR_M19	
345	66235	FAGR_M20	
346	66235	THOC_M09	
347	66235	THOC_M10	
348	66236	ABBA_M12	
349	66236	ABBA_M13	
350	66236	ABBA_M14	0.0002655337227827932
351	66236	ACSA_M21	0.0075722551611235684
352	66236	ACSA_M22	0.007221876454327793
353	66236	ACSA_M24	0.0038640073956059057
354	66236	ACSA_M25	
355	66236	COCO_M01	
356	66236	COCO_M02	0.0005175663985706365
357	66236	COCO_M03	
358	66236	COCO_M04	0.0
359	66236	COCO_M05	0.0016070182097722777
360	66236	FAGR_M16	0.0005040834780611728
361	66236	FAGR_M17	
362	66236	FAGR_M19	
363	66236	FAGR_M20	0.000743494423791821
364	66236	THOC_M07	
365	66236	THOC_M08	
366	66236	THOC_M09	0.00019579201735335549
367	66236	THOC_M10	0.0048197482795611195
368	66237	ABBA_M12	0.0008995912257470176
369	66237	ACSA_M21	0.001594241730403853
370	66237	ACSA_M24	0.0009067879555529938
371	66237	ACSA_M25	
372	66237	COCO_M01	0.01168531480499073
373	66237	COCO_M02	0.007878082926408514
374	66237	COCO_M03	0.009090494965041048
375	66237	COCO_M04	0.0036100486871980643
376	66237	COCO_M05	0.00519341835292059
377	66237	FAGR_M16	0.001201785337314149
378	66237	FAGR_M17	0.0030327283018859864
379	66237	FAGR_M19	0.0006881180883714109
380	66237	THOC_M07	0.0010058488246470184
381	66237	THOC_M09	0.0021306360495054136
382	66237	THOC_M10	
383	66238	ABBA_M12	
384	66238	ABBA_M14	
385	66238	ACSA_M21	
386	66238	ACSA_M25	
387	66238	COCO_M01	0.0016861905459608808
388	66238	COCO_M02	0.0020503454019155957
389	66238	COCO_M03	0.0027152594182821748
390	66238	COCO_M04	
391	66238	COCO_M05	0.004016249550548764
392	66238	FAGR_M16	
393	66238	FAGR_M17	
394	66238	FAGR_M19	
395	66238	THOC_M09	
396	66238	THOC_M10	
397	66239	ABBA_M12	
398	66239	ACSA_M21	
399	66239	ACSA_M24	
400	66239	ACSA_M25	
401	66239	COCO_M01	0.0018295233573011364
402	66239	COCO_M02	0.004819020949284372
403	66239	COCO_M03	0.004645736686065993
404	66239	COCO_M04	
405	66239	COCO_M05	0.004422864153713018
406	66239	FAGR_M16	
407	66239	FAGR_M17	
408	66239	THOC_M07	
409	66239	THOC_M09	
410	66239	THOC_M10	
411	66240	ABBA_M12	
412	66240	ABBA_M13	
413	66240	ABBA_M14	0.0020061512652034086
414	66240	ACSA_M21	
415	66240	ACSA_M24	
416	66240	COCO_M01	5.4386088910469865e-05
417	66240	COCO_M02	0.0010427672699585783
418	66240	COCO_M03	0.0011339858330421716
419	66240	COCO_M04	
420	66240	COCO_M05	0.00239721175458541
421	66240	FAGR_M16	0.000934755023345775
422	66240	FAGR_M17	
423	66240	FAGR_M19	
424	66240	THOC_M07	0.003547856780214197
425	66240	THOC_M08	
426	66240	THOC_M09	0.0018204433935091447
427	66240	THOC_M10	0.0002217540747311229
428	66241	ABBA_M11	
429	66241	ABBA_M12	0.008378712061747787
430	66241	ABBA_M13	0.008567596066766799
431	66241	ABBA_M14	0.007605202337345206
432	66241	ABBA_M15	0.0008424539170506925
433	66241	ACSA_M21	0.006322237562072893
434	66241	ACSA_M22	
435	66241	ACSA_M24	0.006516038572755551
436	66241	ACSA_M25	0.0017282790309106123
437	66241	COCO_M01	0.004041110896082423
438	66241	COCO_M02	0.0005018336412894244
439	66241	COCO_M03	0.0012088971122668373
440	66241	COCO_M04	0.008646243575208322
441	66241	COCO_M05	0.00061655339844379
442	66241	FAGR_M16	0.007241355665268719
443	66241	FAGR_M17	0.007920028221687766
444	66241	FAGR_M19	0.009244614658217612
445	66241	FAGR_M20	0.006097831423338909
446	66241	THOC_M06	0.0015077184720041885
447	66241	THOC_M07	0.00341836734693878
448	66241	THOC_M08	0.012163933100297366
449	66241	THOC_M09	
450	66241	THOC_M10	0.012082589907687487
451	66242	ABBA_M12	0.0012170385395537514
452	66242	ABBA_M13	
453	66242	ABBA_M14	0.0042496111600672185
454	66242	ACSA_M21	0.0009404388714733533
455	66242	ACSA_M24	
456	66242	ACSA_M25	0.0021326482507733964
457	66242	COCO_M01	0.0009338203941733145
458	66242	COCO_M02	0.000982710860800239
459	66242	COCO_M03	0.0009141090358058331
460	66242	COCO_M04	
461	66242	COCO_M05	0.0015841802511037774
462	66242	FAGR_M16	
463	66242	FAGR_M17	
464	66242	FAGR_M19	0.0009578544061302673
465	66242	FAGR_M20	
466	66242	THOC_M08	
467	66242	THOC_M09	
468	66242	THOC_M10	
469	66243	ACSA_M21	
470	66243	COCO_M01	
471	66243	COCO_M02	
472	66243	COCO_M03	
473	66243	COCO_M05	
474	66243	FAGR_M16	
475	66243	FAGR_M17	
476	66243	FAGR_M19	
477	66243	THOC_M07	
478	66243	THOC_M09	
479	66243	THOC_M10	
480	66244	ABBA_M12	
481	66244	ABBA_M14	
482	66244	ACSA_M21	
483	66244	ACSA_M25	0.0015170665151532762
484	66244	COCO_M01	0.0003602162593247524
485	66244	COCO_M02	0.0014907605198502501
486	66244	COCO_M03	0.001897226027632592
487	66244	COCO_M04	
488	66244	COCO_M05	0.0020430891571211005
489	66244	FAGR_M16	
490	66244	FAGR_M17	
491	66244	FAGR_M19	
492	66244	THOC_M07	0.0006468943991347104
493	66244	THOC_M08	
494	66244	THOC_M09	
495	66244	THOC_M10	0.0008862870991093091
496	66245	ABBA_M12	
497	66245	ACSA_M21	
498	66245	COCO_M01	
499	66245	COCO_M02	
500	66245	COCO_M03	
501	66245	COCO_M04	
502	66245	COCO_M05	0.0002748430033400821
503	66245	FAGR_M17	
504	66245	FAGR_M19	
505	66245	THOC_M07	
506	66245	THOC_M09	
507	66245	THOC_M10	
508	66246	ABBA_M12	
509	66246	ABBA_M14	
510	66246	ACSA_M21	
511	66246	ACSA_M25	
512	66246	COCO_M01	0.0028270946998002126
513	66246	COCO_M02	0.0029355451731567137
514	66246	COCO_M03	0.0036633295724131884
515	66246	COCO_M04	
516	66246	COCO_M05	0.004388091267507699
517	66246	FAGR_M16	
518	66246	FAGR_M17	
519	66246	FAGR_M19	
520	66246	FAGR_M20	
521	66246	THOC_M07	0.003267422232939475
522	66246	THOC_M08	
523	66246	THOC_M09	0.0010876128439973399
524	66246	THOC_M10	0.003338889812013545
525	66247	ABBA_M12	0.002188684122894653
526	66247	ABBA_M13	0.004280991735537198
527	66247	ABBA_M14	0.004147488845764715
528	66247	ACSA_M21	0.0014613237639553452
529	66247	ACSA_M24	
530	66247	ACSA_M25	
531	66247	COCO_M01	0.0012557786990139732
532	66247	COCO_M02	0.0012731404780165702
533	66247	COCO_M03	0.0023641503806062867
534	66247	COCO_M04	
535	66247	COCO_M05	0.002821988810825461
536	66247	FAGR_M16	0.0023845554901273415
537	66247	FAGR_M17	0.0026626105007063927
538	66247	FAGR_M19	0.002379039403657404
539	66247	THOC_M06	
540	66247	THOC_M07	0.0017435897435897465
541	66247	THOC_M08	
542	66247	THOC_M09	0.0009633922182154949
543	66247	THOC_M10	0.002338423641849473
544	66248	ABBA_M12	
545	66248	ACSA_M21	0.0010069648401443317
546	66248	ACSA_M24	
547	66248	ACSA_M25	
548	66248	COCO_M01	
549	66248	COCO_M02	0.000716667508855532
550	66248	COCO_M03	0.0002439201854069069
551	66248	COCO_M04	
552	66248	COCO_M05	0.00394330099110606
553	66248	FAGR_M16	
554	66248	FAGR_M17	
555	66248	THOC_M09	0.0073238824201095854
556	66248	THOC_M10	
557	66252	ABBA_M12	0.0013609833633025498
558	66252	ABBA_M13	
559	66252	ABBA_M14	0.0029954666881441866
560	66252	ACSA_M21	0.000673913625532139
561	66252	ACSA_M22	
562	66252	ACSA_M24	0.00045232134729175904
563	66252	ACSA_M25	0.0019307795279785143
564	66252	COCO_M01	0.0017249301959119398
565	66252	COCO_M02	0.0025247270807695205
566	66252	COCO_M03	0.002852446256735597
567	66252	COCO_M04	0.0006701000934887346
568	66252	COCO_M05	0.004484908428861273
569	66252	FAGR_M16	0.0008523922792370163
570	66252	FAGR_M17	0.0014257353290322318
571	66252	FAGR_M19	
572	66252	FAGR_M20	
573	66252	THOC_M07	0.0008686025512948544
574	66252	THOC_M08	
575	66252	THOC_M09	0.002539218840738925
576	66252	THOC_M10	0.00035014005602240707
577	66253	ABBA_M12	0.0014973619810425384
578	66253	ABBA_M13	
579	66253	ABBA_M14	
580	66253	ACSA_M24	
581	66253	ACSA_M25	0.0011841306814040946
582	66253	COCO_M01	0.002676814183252297
583	66253	COCO_M02	0.004486488466205309
584	66253	COCO_M03	0.006149056490343184
585	66253	COCO_M04	0.0008216402688474455
586	66253	COCO_M05	0.005277959625803911
587	66253	FAGR_M16	0.00044531797708397545
588	66253	FAGR_M17	0.00021402638930056965
589	66253	FAGR_M19	0.0004087167070217972
590	66253	FAGR_M20	
591	66253	THOC_M07	
592	66253	THOC_M09	0.0017389985875848745
593	66253	THOC_M10	0.003104842521894276
594	66254	COCO_M01	0.013664064940350025
595	66254	COCO_M02	0.010246438823234878
596	66254	COCO_M03	0.011806311916102565
597	66254	COCO_M04	0.0052632423855434474
598	66254	COCO_M05	0.010508163938580527
599	66254	FAGR_M17	0.010097919293770163
600	66254	THOC_M09	
601	66254	THOC_M10	
602	66255	ABBA_M14	
603	66255	ACSA_M21	
604	66255	ACSA_M24	
605	66255	ACSA_M25	
606	66255	COCO_M01	
607	66255	COCO_M02	0.0017481487866915473
608	66255	COCO_M03	0.0011371442194254967
609	66255	COCO_M04	
610	66255	COCO_M05	
611	66255	FAGR_M16	
612	66255	FAGR_M17	
613	66255	THOC_M07	
614	66255	THOC_M09	
615	66255	THOC_M10	
616	66256	ABBA_M12	0.0009500423020573174
617	66256	ABBA_M13	0.0008937733957974546
618	66256	ABBA_M14	0.001179416419144167
619	66256	ABBA_M15	
620	66256	ACSA_M21	0.000613959486171157
621	66256	ACSA_M24	
622	66256	ACSA_M25	0.0007738311271352338
623	66256	COCO_M01	0.0024199727507019484
624	66256	COCO_M02	0.005868467505027195
625	66256	COCO_M03	0.005398228468810248
626	66256	COCO_M04	0.0014416944902162139
627	66256	COCO_M05	0.005749528093010045
628	66256	FAGR_M16	0.002493192803050951
629	66256	FAGR_M17	0.0006210495721648974
630	66256	FAGR_M19	0.00047542423795250157
631	66256	FAGR_M20	
632	66256	THOC_M06	
633	66256	THOC_M07	0.0005758117200368477
634	66256	THOC_M08	
635	66256	THOC_M09	0.003448329969436589
636	66256	THOC_M10	0.0015343822808959913
637	66257	ACSA_M22	
638	66257	ACSA_M24	
639	66257	ACSA_M25	
640	66257	COCO_M01	0.006923186840505197
641	66257	COCO_M02	0.00703800038605522
642	66257	COCO_M03	0.004971379801335582
643	66257	COCO_M04	0.003937092832504672
644	66257	COCO_M05	0.011304350111983141
645	66257	FAGR_M16	0.0014962679593073678
646	66257	FAGR_M17	0.004096975836065532
647	66257	FAGR_M19	0.0010833041809431613
648	66257	THOC_M09	0.004226564853196391
649	66257	THOC_M10	0.001463150289017337
650	66258	ABBA_M12	0.0032606409318738185
651	66258	ACSA_M21	
652	66258	ACSA_M24	
653	66258	ACSA_M25	
654	66258	COCO_M01	0.0033043955470185133
655	66258	COCO_M02	0.005388647641272387
656	66258	COCO_M03	0.005460240109522176
657	66258	COCO_M04	0.005059628582397553
658	66258	COCO_M05	0.004679692160669238
659	66258	FAGR_M16	0.001719130287722709
660	66258	FAGR_M17	0.0040218483786083675
661	66258	FAGR_M19	
662	66258	THOC_M09	
663	66258	THOC_M10	
664	66259	ABBA_M12	
665	66259	ACSA_M21	
666	66259	ACSA_M25	
667	66259	COCO_M01	0.0027496195523164465
668	66259	COCO_M02	0.0032159065149659463
669	66259	COCO_M03	0.0030867080584851816
670	66259	COCO_M04	
671	66259	COCO_M05	0.00289279020557415
672	66259	FAGR_M16	
673	66259	FAGR_M17	
674	66259	FAGR_M19	0.0028907256567597753
675	66259	THOC_M09	0.002044543924216378
676	66259	THOC_M10	
677	66260	ABBA_M12	0.0011496776800970134
678	66260	ABBA_M13	
679	66260	ABBA_M14	
680	66260	ACSA_M21	
681	66260	ACSA_M22	
682	66260	ACSA_M24	
683	66260	ACSA_M25	0.00042235415400115656
684	66260	COCO_M01	0.0036995797670350203
685	66260	COCO_M02	0.0056499304615986136
686	66260	COCO_M03	0.006195550328312583
687	66260	COCO_M04	0.0007149199179560092
688	66260	COCO_M05	0.005174451939185046
689	66260	FAGR_M16	0.0004906319851567793
690	66260	FAGR_M17	0.0006296168261549913
691	66260	FAGR_M18	
692	66260	FAGR_M19	0.0004882441268151826
693	66260	THOC_M07	
694	66260	THOC_M08	
695	66260	THOC_M09	0.0005034358075321743
696	66260	THOC_M10	0.00028592848077946964
697	66261	ABBA_M11	
698	66261	ABBA_M12	0.0012599551255013468
699	66261	ABBA_M13	0.0006949806949806965
700	66261	ABBA_M14	0.005594406212716708
701	66261	ABBA_M15	0.0014953013405025822
702	66261	ACSA_M21	0.002993613783087474
703	66261	ACSA_M22	0.0029378729378729445
704	66261	ACSA_M24	0.001601910180857553
705	66261	ACSA_M25	0.002399338113623833
706	66261	COCO_M01	0.0014976748569229463
707	66261	COCO_M02	0.0015300129541775797
708	66261	COCO_M03	0.0023449011104048926
709	66261	COCO_M04	0.0028502887464656643
710	66261	COCO_M05	0.0022695949700357087
711	66261	FAGR_M16	0.006559045672125701
712	66261	FAGR_M17	0.005881226361878842
713	66261	FAGR_M18	
714	66261	FAGR_M19	0.004197758294396959
715	66261	FAGR_M20	0.003241883599026463
716	66261	THOC_M06	
717	66261	THOC_M07	0.007896936405200368
718	66261	THOC_M08	0.002328658348118769
719	66261	THOC_M09	0.004454101279493154
720	66261	THOC_M10	0.0024455117621858054
721	66262	ABBA_M12	0.002375718226591634
722	66262	ABBA_M13	0.0003372807675011249
723	66262	ABBA_M14	0.005576172138827476
724	66262	ACSA_M21	
725	66262	ACSA_M22	
726	66262	COCO_M01	0.0034011712754242838
727	66262	COCO_M02	0.0044085148556154185
728	66262	COCO_M03	0.003876304282251308
729	66262	COCO_M04	0.002657441124703865
730	66262	COCO_M05	0.004721762131829635
731	66262	FAGR_M16	0.002181926183717265
732	66262	FAGR_M17	
733	66262	FAGR_M19	
734	66262	FAGR_M20	
735	66262	THOC_M07	
736	66262	THOC_M08	
737	66262	THOC_M09	
738	66262	THOC_M10	0.003194514474682372
739	66263	ABBA_M12	
740	66263	ACSA_M21	
741	66263	ACSA_M24	
742	66263	ACSA_M25	
743	66263	COCO_M01	0.008105474714770855
744	66263	COCO_M02	0.008659319704693452
745	66263	COCO_M03	0.006247602024249758
746	66263	COCO_M04	
747	66263	COCO_M05	0.008184297442922836
748	66263	FAGR_M16	
749	66263	FAGR_M17	0.007043275048182205
750	66263	FAGR_M19	
751	66263	FAGR_M20	
752	66263	THOC_M09	0.01197360513352884
753	66264	ABBA_M12	
754	66264	ABBA_M14	
755	66264	ACSA_M24	
756	66264	ACSA_M25	
757	66264	COCO_M01	0.001873993355110639
758	66264	COCO_M02	0.003714150577022649
759	66264	COCO_M03	0.0028054813633107186
760	66264	COCO_M04	0.002023152184442506
761	66264	COCO_M05	0.004151139361945232
762	66264	FAGR_M16	0.0014805704321833343
763	66264	FAGR_M17	0.0011880789810373397
764	66264	FAGR_M19	0.001813569001225047
765	66264	THOC_M07	
766	66264	THOC_M09	0.0021824163420522923
767	66264	THOC_M10	
768	66265	ABBA_M12	
769	66265	ABBA_M13	
770	66265	ABBA_M14	
771	66265	ACSA_M21	
772	66265	ACSA_M22	
773	66265	ACSA_M24	
774	66265	ACSA_M25	
775	66265	COCO_M01	0.002717005925829201
776	66265	COCO_M02	0.002349929248641139
